代码,简称,日期,开盘价(元),收盘价(元)
000567.SZ,海德股份,2010-01-04,5.92,5.91
000567.SZ,海德股份,2010-01-05,6.00,6.40
000567.SZ,海德股份,2010-01-06,6.21,6.22
000567.SZ,海德股份,2010-01-07,6.23,6.85
000567.SZ,海德股份,2010-01-08,6.83,7.33
000567.SZ,海德股份,2010-01-11,7.13,7.47
000567.SZ,海德股份,2010-01-12,7.28,7.20
000567.SZ,海德股份,2010-01-13,7.00,6.83
000567.SZ,海德股份,2010-01-14,6.83,7.00
000567.SZ,海德股份,2010-01-15,6.99,6.91
000567.SZ,海德股份,2010-01-18,7.14,7.60
000567.SZ,海德股份,2010-01-19,7.69,7.82
000567.SZ,海德股份,2010-01-20,7.60,7.75
000567.SZ,海德股份,2010-01-21,7.55,7.60
000567.SZ,海德股份,2010-01-22,7.48,7.35
000567.SZ,海德股份,2010-01-25,7.24,7.28
000567.SZ,海德股份,2010-01-26,7.29,6.97
000567.SZ,海德股份,2010-01-27,6.99,6.65
000567.SZ,海德股份,2010-01-28,6.50,7.32
000567.SZ,海德股份,2010-01-29,7.14,7.62
000567.SZ,海德股份,2010-02-01,7.55,8.32
000567.SZ,海德股份,2010-02-02,8.34,8.71
000567.SZ,海德股份,2010-02-03,8.45,9.44
000567.SZ,海德股份,2010-02-04,9.39,10.39
000567.SZ,海德股份,2010-02-05,10.01,9.35
000567.SZ,海德股份,2010-02-08,8.76,10.10
000567.SZ,海德股份,2010-02-09,9.55,9.11
000567.SZ,海德股份,2010-02-10,8.92,8.75
000567.SZ,海德股份,2010-02-11,8.78,8.43
000567.SZ,海德股份,2010-02-12,8.44,9.27
000567.SZ,海德股份,2010-02-22,9.15,8.80
000567.SZ,海德股份,2010-02-23,8.65,9.09
000567.SZ,海德股份,2010-02-24,8.93,8.72
000567.SZ,海德股份,2010-02-25,8.71,9.40
000567.SZ,海德股份,2010-02-26,9.19,9.25
000567.SZ,海德股份,2010-03-01,9.21,9.54
000567.SZ,海德股份,2010-03-02,9.44,9.07
000567.SZ,海德股份,2010-03-03,9.02,8.90
