代码,简称,日期,开盘价(元),收盘价(元)
300803.SZ,指南针,2019-11-18,7.49,8.98
300803.SZ,指南针,2019-11-19,9.88,9.88
300803.SZ,指南针,2019-11-20,10.87,10.87
300803.SZ,指南针,2019-11-21,11.96,11.96
300803.SZ,指南针,2019-11-22,13.16,13.16
300803.SZ,指南针,2019-11-25,14.47,14.47
300803.SZ,指南针,2019-11-26,15.92,15.92
300803.SZ,指南针,2019-11-27,17.52,17.52
300803.SZ,指南针,2019-11-28,19.28,19.28
300803.SZ,指南针,2019-11-29,21.20,21.20
300803.SZ,指南针,2019-12-02,23.32,23.32
300803.SZ,指南针,2019-12-03,25.65,25.65
300803.SZ,指南针,2019-12-04,28.22,28.22
300803.SZ,指南针,2019-12-05,31.04,31.04
300803.SZ,指南针,2019-12-06,34.15,34.15
300803.SZ,指南针,2019-12-09,36.90,37.56
300803.SZ,指南针,2019-12-10,38.64,39.83
300803.SZ,指南针,2019-12-11,38.78,40.23
300803.SZ,指南针,2019-12-12,39.74,40.51
300803.SZ,指南针,2019-12-13,42.62,41.38
300803.SZ,指南针,2019-12-16,39.40,41.37
300803.SZ,指南针,2019-12-17,41.03,42.75
300803.SZ,指南针,2019-12-18,43.87,44.72
300803.SZ,指南针,2019-12-19,43.41,41.42
300803.SZ,指南针,2019-12-20,41.92,39.11
300803.SZ,指南针,2019-12-23,38.71,43.02
300803.SZ,指南针,2019-12-24,42.19,40.93
300803.SZ,指南针,2019-12-25,40.43,41.30
300803.SZ,指南针,2019-12-26,40.92,42.02
300803.SZ,指南针,2019-12-27,41.66,40.19
300803.SZ,指南针,2019-12-30,39.03,38.47
300803.SZ,指南针,2019-12-31,38.40,37.81
300803.SZ,指南针,2020-01-02,38.93,39.32
300803.SZ,指南针,2020-01-03,39.73,41.83
300803.SZ,指南针,2020-01-06,40.93,42.81
300803.SZ,指南针,2020-01-07,43.44,47.09
300803.SZ,指南针,2020-01-08,45.80,44.82
300803.SZ,指南针,2020-01-09,46.31,45.63
300803.SZ,指南针,2020-01-10,45.60,43.43
300803.SZ,指南针,2020-01-13,43.12,44.52
300803.SZ,指南针,2020-01-14,44.62,43.44
300803.SZ,指南针,2020-01-15,42.92,43.92
300803.SZ,指南针,2020-01-16,43.92,43.82
300803.SZ,指南针,2020-01-17,43.95,42.72
300803.SZ,指南针,2020-01-20,41.95,42.27
300803.SZ,指南针,2020-01-21,41.92,42.41
300803.SZ,指南针,2020-01-22,42.35,44.14
300803.SZ,指南针,2020-01-23,43.92,43.25
300803.SZ,指南针,2020-02-03,38.93,38.93
300803.SZ,指南针,2020-02-04,35.04,36.73
300803.SZ,指南针,2020-02-05,36.68,37.23
300803.SZ,指南针,2020-02-06,36.95,37.91
300803.SZ,指南针,2020-02-07,37.53,38.63
300803.SZ,指南针,2020-02-10,39.03,41.03
300803.SZ,指南针,2020-02-11,40.53,39.81
300803.SZ,指南针,2020-02-12,39.53,40.26
300803.SZ,指南针,2020-02-13,40.03,38.93
300803.SZ,指南针,2020-02-14,39.13,41.44
300803.SZ,指南针,2020-02-17,42.45,45.59
300803.SZ,指南针,2020-02-18,45.59,47.29
300803.SZ,指南针,2020-02-19,46.87,52.03
300803.SZ,指南针,2020-02-20,52.04,57.23
300803.SZ,指南针,2020-02-21,59.89,62.95
300803.SZ,指南针,2020-02-24,61.89,69.24
300803.SZ,指南针,2020-02-25,67.22,69.16
300803.SZ,指南针,2020-02-26,63.96,62.25
300803.SZ,指南针,2020-02-27,61.92,59.60
300803.SZ,指南针,2020-02-28,55.63,53.64
300803.SZ,指南针,2020-03-02,55.00,56.95
300803.SZ,指南针,2020-03-03,57.34,58.41
300803.SZ,指南针,2020-03-04,58.28,64.15
300803.SZ,指南针,2020-03-05,64.88,66.35
300803.SZ,指南针,2020-03-06,63.93,59.79
300803.SZ,指南针,2020-03-09,55.90,54.62
300803.SZ,指南针,2020-03-10,54.86,60.08
300803.SZ,指南针,2020-03-11,60.38,58.31
300803.SZ,指南针,2020-03-12,57.89,62.69
300803.SZ,指南针,2020-03-13,57.89,64.68
300803.SZ,指南针,2020-03-16,64.78,58.48
300803.SZ,指南针,2020-03-17,60.04,60.30
300803.SZ,指南针,2020-03-18,61.14,55.80
