代码,简称,日期,开盘价(元),收盘价(元)
600318.SH,新力金融,2010-01-04,3.95,3.92
600318.SH,新力金融,2010-01-05,3.92,3.93
600318.SH,新力金融,2010-01-06,3.89,3.93
600318.SH,新力金融,2010-01-07,3.93,3.81
600318.SH,新力金融,2010-01-08,3.78,3.85
600318.SH,新力金融,2010-01-11,3.86,3.96
600318.SH,新力金融,2010-01-12,4.00,4.25
600318.SH,新力金融,2010-01-13,4.15,4.23
600318.SH,新力金融,2010-01-14,4.19,4.26
600318.SH,新力金融,2010-01-15,4.27,4.23
600318.SH,新力金融,2010-01-18,4.27,4.26
600318.SH,新力金融,2010-01-19,4.25,4.45
600318.SH,新力金融,2010-01-20,4.45,4.23
600318.SH,新力金融,2010-01-21,4.21,4.24
600318.SH,新力金融,2010-01-22,4.25,4.28
600318.SH,新力金融,2010-01-25,4.20,4.07
600318.SH,新力金融,2010-01-26,4.07,3.88
600318.SH,新力金融,2010-01-27,3.88,3.86
600318.SH,新力金融,2010-01-28,3.91,3.95
600318.SH,新力金融,2010-01-29,3.91,4.08
600318.SH,新力金融,2010-02-01,4.12,4.14
600318.SH,新力金融,2010-02-02,4.12,4.16
600318.SH,新力金融,2010-02-03,4.13,4.29
600318.SH,新力金融,2010-02-04,4.28,4.40
600318.SH,新力金融,2010-02-05,4.30,4.18
600318.SH,新力金融,2010-02-08,4.18,4.29
600318.SH,新力金融,2010-02-09,4.24,4.28
600318.SH,新力金融,2010-02-10,4.30,4.39
600318.SH,新力金融,2010-02-11,4.39,4.34
600318.SH,新力金融,2010-02-12,4.37,4.39
600318.SH,新力金融,2010-02-22,4.41,4.26
600318.SH,新力金融,2010-02-23,4.26,4.47
600318.SH,新力金融,2010-02-24,4.43,4.52
600318.SH,新力金融,2010-02-25,4.52,4.52
600318.SH,新力金融,2010-02-26,4.53,4.65
600318.SH,新力金融,2010-03-01,4.66,4.67
600318.SH,新力金融,2010-03-02,4.64,4.57
600318.SH,新力金融,2010-03-03,4.56,4.71
600318.SH,新力金融,2010-03-04,4.70,4.47
600318.SH,新力金融,2010-03-05,4.50,4.51
600318.SH,新力金融,2010-03-08,4.51,4.51
600318.SH,新力金融,2010-03-09,4.51,4.44
600318.SH,新力金融,2010-03-10,4.42,4.49
600318.SH,新力金融,2010-03-11,4.50,4.43
600318.SH,新力金融,2010-03-12,4.43,4.29
600318.SH,新力金融,2010-03-15,4.29,4.20
600318.SH,新力金融,2010-03-16,4.23,4.27
600318.SH,新力金融,2010-03-17,4.28,4.34
600318.SH,新力金融,2010-03-18,4.34,4.32
600318.SH,新力金融,2010-03-19,4.36,4.42
600318.SH,新力金融,2010-03-22,4.43,4.43
600318.SH,新力金融,2010-03-23,4.43,4.34
600318.SH,新力金融,2010-03-24,4.35,4.39
600318.SH,新力金融,2010-03-25,4.37,4.33
600318.SH,新力金融,2010-03-26,4.33,4.33
600318.SH,新力金融,2010-03-29,4.34,4.37
600318.SH,新力金融,2010-03-30,4.37,4.41
600318.SH,新力金融,2010-03-31,4.39,4.50
600318.SH,新力金融,2010-04-01,4.50,4.51
600318.SH,新力金融,2010-04-02,4.51,4.51
