代码,简称,日期,开盘价(元),收盘价(元)
000416.SZ,民生控股,2010-01-04,8.41,8.37
000416.SZ,民生控股,2010-01-05,8.39,8.39
000416.SZ,民生控股,2010-01-06,8.44,8.28
000416.SZ,民生控股,2010-01-07,8.30,8.05
000416.SZ,民生控股,2010-01-08,7.97,8.09
000416.SZ,民生控股,2010-01-11,8.15,8.38
000416.SZ,民生控股,2010-01-12,8.33,8.51
000416.SZ,民生控股,2010-01-13,8.39,8.26
000416.SZ,民生控股,2010-01-14,8.30,8.38
000416.SZ,民生控股,2010-01-15,8.39,8.52
000416.SZ,民生控股,2010-01-18,8.61,8.62
000416.SZ,民生控股,2010-01-19,8.59,8.52
000416.SZ,民生控股,2010-01-20,8.57,8.13
000416.SZ,民生控股,2010-01-21,8.17,8.19
000416.SZ,民生控股,2010-01-22,8.20,8.53
000416.SZ,民生控股,2010-01-25,8.58,8.82
000416.SZ,民生控股,2010-01-26,8.67,8.23
000416.SZ,民生控股,2010-01-27,8.20,8.15
000416.SZ,民生控股,2010-01-28,8.13,8.15
000416.SZ,民生控股,2010-01-29,8.11,8.72
000416.SZ,民生控股,2010-02-01,8.80,8.94
000416.SZ,民生控股,2010-02-02,8.94,8.83
000416.SZ,民生控股,2010-02-03,8.89,9.53
000416.SZ,民生控股,2010-02-04,9.28,9.29
000416.SZ,民生控股,2010-02-05,9.06,8.89
000416.SZ,民生控股,2010-02-08,8.91,8.98
000416.SZ,民生控股,2010-02-09,8.93,8.85
000416.SZ,民生控股,2010-02-10,8.89,8.93
000416.SZ,民生控股,2010-02-11,8.92,8.95
000416.SZ,民生控股,2010-02-12,8.95,9.01
000416.SZ,民生控股,2010-02-22,9.02,9.14
000416.SZ,民生控股,2010-02-23,9.14,9.55
000416.SZ,民生控股,2010-02-24,9.58,9.56
000416.SZ,民生控股,2010-02-25,9.58,9.62
000416.SZ,民生控股,2010-02-26,9.58,9.59
000416.SZ,民生控股,2010-03-01,9.56,9.76
000416.SZ,民生控股,2010-03-02,9.73,9.66
000416.SZ,民生控股,2010-03-03,9.56,9.66
000416.SZ,民生控股,2010-03-04,9.65,9.40
000416.SZ,民生控股,2010-03-05,9.36,9.20
000416.SZ,民生控股,2010-03-08,9.29,9.25
000416.SZ,民生控股,2010-03-09,9.18,9.42
000416.SZ,民生控股,2010-03-10,9.37,9.19
000416.SZ,民生控股,2010-03-11,9.16,9.09
000416.SZ,民生控股,2010-03-12,9.08,9.06
000416.SZ,民生控股,2010-03-15,9.06,8.89
000416.SZ,民生控股,2010-03-16,8.87,8.97
000416.SZ,民生控股,2010-03-17,9.01,9.25
000416.SZ,民生控股,2010-03-18,9.23,9.18
000416.SZ,民生控股,2010-03-19,9.19,9.31
000416.SZ,民生控股,2010-03-22,9.26,9.37
000416.SZ,民生控股,2010-03-23,9.34,9.16
000416.SZ,民生控股,2010-03-24,9.17,9.08
000416.SZ,民生控股,2010-03-25,9.07,8.98
000416.SZ,民生控股,2010-03-26,9.02,9.05
000416.SZ,民生控股,2010-03-29,9.07,9.14
000416.SZ,民生控股,2010-03-30,9.15,9.13
000416.SZ,民生控股,2010-03-31,9.12,9.17
000416.SZ,民生控股,2010-04-01,9.15,9.28
000416.SZ,民生控股,2010-04-02,9.30,9.43
000416.SZ,民生控股,2010-04-06,9.41,9.44
000416.SZ,民生控股,2010-04-07,9.48,9.37
000416.SZ,民生控股,2010-04-08,9.33,9.32
000416.SZ,民生控股,2010-04-09,9.32,9.35
000416.SZ,民生控股,2010-04-12,9.33,10.28
000416.SZ,民生控股,2010-04-13,10.46,9.97
000416.SZ,民生控股,2010-04-14,9.92,9.96
000416.SZ,民生控股,2010-04-15,9.96,9.96
000416.SZ,民生控股,2010-04-16,9.82,10.11
000416.SZ,民生控股,2010-04-19,10.11,9.98
000416.SZ,民生控股,2010-04-20,10.03,10.08
000416.SZ,民生控股,2010-04-21,10.11,10.58
000416.SZ,民生控股,2010-04-22,10.59,10.74
000416.SZ,民生控股,2010-04-23,10.61,10.36
000416.SZ,民生控股,2010-04-26,10.38,10.38
000416.SZ,民生控股,2010-04-27,10.30,9.83
000416.SZ,民生控股,2010-04-28,9.78,9.98
000416.SZ,民生控股,2010-04-29,10.02,9.39
000416.SZ,民生控股,2010-04-30,9.39,9.08
000416.SZ,民生控股,2010-05-04,8.89,9.03
000416.SZ,民生控股,2010-05-05,9.03,9.24
000416.SZ,民生控股,2010-05-06,9.24,8.92
000416.SZ,民生控股,2010-05-07,8.58,8.59
000416.SZ,民生控股,2010-05-10,8.56,8.69
000416.SZ,民生控股,2010-05-11,8.87,8.39
000416.SZ,民生控股,2010-05-12,8.34,8.02
000416.SZ,民生控股,2010-05-13,8.06,8.12
000416.SZ,民生控股,2010-05-14,8.11,8.16
000416.SZ,民生控股,2010-05-17,8.01,7.41
000416.SZ,民生控股,2010-05-18,7.29,7.44
000416.SZ,民生控股,2010-05-19,7.32,7.15
000416.SZ,民生控股,2010-05-20,7.09,6.98
000416.SZ,民生控股,2010-05-21,6.82,7.10
000416.SZ,民生控股,2010-05-24,7.09,7.46
000416.SZ,民生控股,2010-05-25,7.41,7.33
000416.SZ,民生控股,2010-05-26,7.32,7.34
000416.SZ,民生控股,2010-05-27,7.28,7.42
000416.SZ,民生控股,2010-05-28,7.50,7.48
000416.SZ,民生控股,2010-05-31,7.47,7.06
000416.SZ,民生控股,2010-06-01,6.96,6.77
000416.SZ,民生控股,2010-06-02,6.75,6.93
000416.SZ,民生控股,2010-06-03,6.97,6.75
000416.SZ,民生控股,2010-06-04,6.76,7.20
000416.SZ,民生控股,2010-06-07,7.01,7.30
