代码,简称,日期,开盘价(元),收盘价(元)
600705.SH,中航资本,2012-08-30,3.14,2.84
600705.SH,中航资本,2012-08-31,2.70,2.70
600705.SH,中航资本,2012-09-03,2.56,2.56
600705.SH,中航资本,2012-09-04,2.60,2.69
600705.SH,中航资本,2012-09-05,2.66,2.56
600705.SH,中航资本,2012-09-06,2.52,2.52
600705.SH,中航资本,2012-09-07,2.55,2.65
600705.SH,中航资本,2012-09-10,2.69,2.58
600705.SH,中航资本,2012-09-11,2.56,2.60
600705.SH,中航资本,2012-09-12,2.62,2.56
600705.SH,中航资本,2012-09-13,2.54,2.44
600705.SH,中航资本,2012-09-14,2.44,2.34
600705.SH,中航资本,2012-09-17,2.31,2.25
600705.SH,中航资本,2012-09-18,2.26,2.23
600705.SH,中航资本,2012-09-19,2.23,2.26
600705.SH,中航资本,2012-09-20,2.24,2.18
600705.SH,中航资本,2012-09-21,2.17,2.09
600705.SH,中航资本,2012-09-24,2.04,2.06
600705.SH,中航资本,2012-09-25,2.06,2.04
600705.SH,中航资本,2012-09-26,2.04,2.05
600705.SH,中航资本,2012-09-27,2.03,2.11
600705.SH,中航资本,2012-09-28,2.09,2.12
600705.SH,中航资本,2012-10-08,2.12,2.11
600705.SH,中航资本,2012-10-09,2.12,2.20
600705.SH,中航资本,2012-10-10,2.18,2.21
600705.SH,中航资本,2012-10-11,2.20,2.15
600705.SH,中航资本,2012-10-12,2.16,2.11
600705.SH,中航资本,2012-10-15,2.11,2.11
600705.SH,中航资本,2012-10-16,2.11,2.10
600705.SH,中航资本,2012-10-17,2.11,2.10
600705.SH,中航资本,2012-10-18,2.10,2.14
600705.SH,中航资本,2012-10-19,2.13,2.11
600705.SH,中航资本,2012-10-22,2.11,2.22
600705.SH,中航资本,2012-10-23,2.28,2.22
600705.SH,中航资本,2012-10-24,2.20,2.33
600705.SH,中航资本,2012-10-25,2.33,2.36
600705.SH,中航资本,2012-10-26,2.34,2.45
600705.SH,中航资本,2012-10-29,2.45,2.43
600705.SH,中航资本,2012-10-30,2.44,2.34
600705.SH,中航资本,2012-10-31,2.33,2.34
600705.SH,中航资本,2012-11-01,2.36,2.37
600705.SH,中航资本,2012-11-02,2.36,2.47
600705.SH,中航资本,2012-11-05,2.47,2.49
600705.SH,中航资本,2012-11-06,2.48,2.52
600705.SH,中航资本,2012-11-07,2.51,2.46
600705.SH,中航资本,2012-11-08,2.42,2.35
600705.SH,中航资本,2012-11-09,2.35,2.39
600705.SH,中航资本,2012-11-12,2.38,2.41
600705.SH,中航资本,2012-11-13,2.41,2.31
600705.SH,中航资本,2012-11-14,2.32,2.25
600705.SH,中航资本,2012-11-15,2.24,2.21
600705.SH,中航资本,2012-11-16,2.20,2.23
600705.SH,中航资本,2012-11-19,2.23,2.34
600705.SH,中航资本,2012-11-20,2.34,2.36
600705.SH,中航资本,2012-11-21,2.36,2.47
600705.SH,中航资本,2012-11-22,2.47,2.44
600705.SH,中航资本,2012-11-23,2.45,2.50
600705.SH,中航资本,2012-11-26,2.53,2.50
600705.SH,中航资本,2012-11-27,2.47,2.38
600705.SH,中航资本,2012-11-28,2.36,2.41
600705.SH,中航资本,2012-11-29,2.41,2.29
600705.SH,中航资本,2012-11-30,2.27,2.32
600705.SH,中航资本,2012-12-03,2.30,2.33
600705.SH,中航资本,2012-12-04,2.31,2.35
600705.SH,中航资本,2012-12-05,2.35,2.45
600705.SH,中航资本,2012-12-06,2.44,2.46
600705.SH,中航资本,2012-12-07,2.45,2.46
600705.SH,中航资本,2012-12-10,2.48,2.50
600705.SH,中航资本,2012-12-11,2.48,2.43
600705.SH,中航资本,2012-12-12,2.42,2.46
600705.SH,中航资本,2012-12-13,2.44,2.40
600705.SH,中航资本,2012-12-14,2.39,2.50
600705.SH,中航资本,2012-12-17,2.53,2.51
600705.SH,中航资本,2012-12-18,2.51,2.49
600705.SH,中航资本,2012-12-19,2.49,2.46
600705.SH,中航资本,2012-12-20,2.45,2.45
600705.SH,中航资本,2012-12-21,2.44,2.44
600705.SH,中航资本,2012-12-24,2.42,2.52
600705.SH,中航资本,2012-12-25,2.53,2.65
600705.SH,中航资本,2012-12-26,2.71,2.78
600705.SH,中航资本,2012-12-27,2.86,2.79
600705.SH,中航资本,2012-12-28,2.80,2.91
600705.SH,中航资本,2012-12-31,2.92,3.06
600705.SH,中航资本,2013-01-04,3.09,3.00
600705.SH,中航资本,2013-01-07,3.02,3.15
600705.SH,中航资本,2013-01-08,3.25,3.21
600705.SH,中航资本,2013-01-09,3.15,3.23
600705.SH,中航资本,2013-01-10,3.18,3.11
600705.SH,中航资本,2013-01-11,3.14,3.16
600705.SH,中航资本,2013-01-14,3.18,3.32
600705.SH,中航资本,2013-01-15,3.45,3.49
600705.SH,中航资本,2013-01-16,3.63,3.66
600705.SH,中航资本,2013-01-17,3.61,3.61
600705.SH,中航资本,2013-01-18,3.61,3.79
600705.SH,中航资本,2013-01-21,3.98,3.92
600705.SH,中航资本,2013-01-22,3.87,4.09
600705.SH,中航资本,2013-01-23,4.05,4.24
600705.SH,中航资本,2013-01-24,4.30,4.02
600705.SH,中航资本,2013-01-25,3.85,3.82
600705.SH,中航资本,2013-01-28,3.74,3.89
600705.SH,中航资本,2013-01-29,3.91,4.09
600705.SH,中航资本,2013-01-30,4.26,4.11
600705.SH,中航资本,2013-01-31,4.14,4.17
600705.SH,中航资本,2013-02-01,4.17,4.17
600705.SH,中航资本,2013-02-04,4.17,4.17
600705.SH,中航资本,2013-02-05,4.17,4.17
600705.SH,中航资本,2013-02-06,4.14,3.77
600705.SH,中航资本,2013-02-07,3.79,3.74
600705.SH,中航资本,2013-02-08,3.67,3.72
600705.SH,中航资本,2013-02-18,3.72,3.60
600705.SH,中航资本,2013-02-19,3.59,3.63
600705.SH,中航资本,2013-02-20,3.61,3.60
600705.SH,中航资本,2013-02-21,3.61,3.59
600705.SH,中航资本,2013-02-22,3.56,3.37
600705.SH,中航资本,2013-02-25,3.40,3.39
600705.SH,中航资本,2013-02-26,3.36,3.39
600705.SH,中航资本,2013-02-27,3.41,3.52
600705.SH,中航资本,2013-02-28,3.54,3.61
600705.SH,中航资本,2013-03-01,3.59,3.54
600705.SH,中航资本,2013-03-04,3.47,3.29
600705.SH,中航资本,2013-03-05,3.27,3.36
600705.SH,中航资本,2013-03-06,3.38,3.33
600705.SH,中航资本,2013-03-07,3.32,3.43
600705.SH,中航资本,2013-03-08,3.43,3.36
600705.SH,中航资本,2013-03-11,3.36,3.38
600705.SH,中航资本,2013-03-12,3.38,3.31
600705.SH,中航资本,2013-03-13,3.29,3.14
600705.SH,中航资本,2013-03-14,3.14,3.14
600705.SH,中航资本,2013-03-15,3.14,3.21
600705.SH,中航资本,2013-03-18,3.17,3.19
600705.SH,中航资本,2013-03-19,3.19,3.28
600705.SH,中航资本,2013-03-20,3.28,3.52
600705.SH,中航资本,2013-03-21,3.50,3.55
600705.SH,中航资本,2013-03-22,3.54,3.78
600705.SH,中航资本,2013-03-25,3.78,3.75
600705.SH,中航资本,2013-03-26,3.72,3.58
600705.SH,中航资本,2013-03-27,3.57,3.62
600705.SH,中航资本,2013-03-28,3.56,3.44
600705.SH,中航资本,2013-03-29,3.43,3.43
600705.SH,中航资本,2013-04-01,3.44,3.59
600705.SH,中航资本,2013-04-02,3.59,3.57
600705.SH,中航资本,2013-04-03,3.56,3.55
600705.SH,中航资本,2013-04-08,3.45,3.55
600705.SH,中航资本,2013-04-09,3.55,3.74
600705.SH,中航资本,2013-04-10,3.74,3.72
600705.SH,中航资本,2013-04-11,3.76,3.76
600705.SH,中航资本,2013-04-12,3.72,3.71
600705.SH,中航资本,2013-04-15,3.70,3.76
600705.SH,中航资本,2013-04-16,3.72,3.74
600705.SH,中航资本,2013-04-17,3.79,3.99
600705.SH,中航资本,2013-04-18,3.99,3.99
600705.SH,中航资本,2013-04-19,3.99,3.99
600705.SH,中航资本,2013-04-22,3.99,3.99
600705.SH,中航资本,2013-04-23,3.99,3.99
600705.SH,中航资本,2013-04-24,3.99,3.99
600705.SH,中航资本,2013-04-25,3.81,3.59
600705.SH,中航资本,2013-04-26,3.58,3.49
600705.SH,中航资本,2013-05-02,3.46,3.41
600705.SH,中航资本,2013-05-03,3.41,3.50
600705.SH,中航资本,2013-05-06,3.51,3.55
600705.SH,中航资本,2013-05-07,3.53,3.52
600705.SH,中航资本,2013-05-08,3.54,3.53
600705.SH,中航资本,2013-05-09,3.53,3.46
600705.SH,中航资本,2013-05-10,3.44,3.67
600705.SH,中航资本,2013-05-13,3.68,3.84
600705.SH,中航资本,2013-05-14,3.84,3.80
600705.SH,中航资本,2013-05-15,3.78,3.82
600705.SH,中航资本,2013-05-16,3.81,3.92
600705.SH,中航资本,2013-05-17,3.90,3.90
600705.SH,中航资本,2013-05-20,3.90,4.03
600705.SH,中航资本,2013-05-21,4.03,4.07
600705.SH,中航资本,2013-05-22,4.07,4.09
600705.SH,中航资本,2013-05-23,4.09,3.95
600705.SH,中航资本,2013-05-24,3.98,4.03
600705.SH,中航资本,2013-05-27,4.03,4.32
600705.SH,中航资本,2013-05-28,4.33,4.36
600705.SH,中航资本,2013-05-29,4.37,4.33
600705.SH,中航资本,2013-05-30,4.31,4.40
600705.SH,中航资本,2013-05-31,4.39,4.27
600705.SH,中航资本,2013-06-03,4.26,4.09
600705.SH,中航资本,2013-06-04,4.12,4.08
600705.SH,中航资本,2013-06-05,4.04,4.05
600705.SH,中航资本,2013-06-06,4.05,4.06
600705.SH,中航资本,2013-06-07,4.05,3.91
600705.SH,中航资本,2013-06-13,3.85,3.78
600705.SH,中航资本,2013-06-14,3.83,3.92
600705.SH,中航资本,2013-06-17,3.94,3.84
600705.SH,中航资本,2013-06-18,3.85,3.88
600705.SH,中航资本,2013-06-19,3.86,4.13
600705.SH,中航资本,2013-06-20,4.08,3.87
600705.SH,中航资本,2013-06-21,3.86,3.92
600705.SH,中航资本,2013-06-24,3.86,3.53
600705.SH,中航资本,2013-06-25,3.32,3.38
600705.SH,中航资本,2013-06-26,3.36,3.37
600705.SH,中航资本,2013-06-27,3.38,3.13
600705.SH,中航资本,2013-06-28,3.08,3.14
600705.SH,中航资本,2013-07-01,3.14,3.21
600705.SH,中航资本,2013-07-02,3.23,3.28
600705.SH,中航资本,2013-07-03,3.28,3.22
600705.SH,中航资本,2013-07-04,3.18,3.34
600705.SH,中航资本,2013-07-05,3.37,3.30
600705.SH,中航资本,2013-07-08,3.15,3.17
600705.SH,中航资本,2013-07-09,3.14,3.13
600705.SH,中航资本,2013-07-10,3.14,3.32
600705.SH,中航资本,2013-07-11,3.35,3.46
600705.SH,中航资本,2013-07-12,3.44,3.34
600705.SH,中航资本,2013-07-15,3.37,3.50
600705.SH,中航资本,2013-07-16,3.49,3.54
600705.SH,中航资本,2013-07-17,3.59,3.53
600705.SH,中航资本,2013-07-18,3.49,3.48
600705.SH,中航资本,2013-07-19,3.47,3.33
600705.SH,中航资本,2013-07-22,3.34,3.39
600705.SH,中航资本,2013-07-23,3.43,3.48
600705.SH,中航资本,2013-07-24,3.46,3.41
600705.SH,中航资本,2013-07-25,3.41,3.35
600705.SH,中航资本,2013-07-26,3.32,3.27
600705.SH,中航资本,2013-07-29,3.27,3.17
600705.SH,中航资本,2013-07-30,3.19,3.21
600705.SH,中航资本,2013-07-31,3.24,3.26
600705.SH,中航资本,2013-08-01,3.26,3.35
600705.SH,中航资本,2013-08-02,3.36,3.38
600705.SH,中航资本,2013-08-05,3.36,3.41
600705.SH,中航资本,2013-08-06,3.39,3.39
600705.SH,中航资本,2013-08-07,3.39,3.42
600705.SH,中航资本,2013-08-08,3.43,3.37
600705.SH,中航资本,2013-08-09,3.44,3.42
600705.SH,中航资本,2013-08-12,3.42,3.52
600705.SH,中航资本,2013-08-13,3.51,3.52
600705.SH,中航资本,2013-08-14,3.52,3.48
600705.SH,中航资本,2013-08-15,3.46,3.38
600705.SH,中航资本,2013-08-16,3.37,3.34
600705.SH,中航资本,2013-08-19,3.30,3.36
600705.SH,中航资本,2013-08-20,3.35,3.31
