代码,简称,日期,开盘价(元),收盘价(元)
600053.SH,九鼎投资,2010-01-04,7.59,7.92
600053.SH,九鼎投资,2010-01-05,7.94,8.07
600053.SH,九鼎投资,2010-01-06,7.93,7.79
600053.SH,九鼎投资,2010-01-07,7.70,7.60
600053.SH,九鼎投资,2010-01-08,7.57,7.67
600053.SH,九鼎投资,2010-01-11,7.61,7.48
600053.SH,九鼎投资,2010-01-12,7.53,7.58
600053.SH,九鼎投资,2010-01-13,7.44,7.61
600053.SH,九鼎投资,2010-01-14,7.72,7.83
600053.SH,九鼎投资,2010-01-15,7.78,7.79
600053.SH,九鼎投资,2010-01-18,7.84,7.78
600053.SH,九鼎投资,2010-01-19,7.79,7.79
600053.SH,九鼎投资,2010-01-20,7.82,7.45
600053.SH,九鼎投资,2010-01-21,7.45,7.55
600053.SH,九鼎投资,2010-01-22,7.47,7.63
600053.SH,九鼎投资,2010-01-25,7.60,7.28
600053.SH,九鼎投资,2010-01-26,7.28,6.78
600053.SH,九鼎投资,2010-01-27,6.72,6.51
600053.SH,九鼎投资,2010-01-28,6.54,6.42
600053.SH,九鼎投资,2010-01-29,6.36,6.40
600053.SH,九鼎投资,2010-02-01,6.45,6.49
600053.SH,九鼎投资,2010-02-02,6.49,6.48
600053.SH,九鼎投资,2010-02-03,6.48,6.59
600053.SH,九鼎投资,2010-02-04,6.54,6.79
600053.SH,九鼎投资,2010-02-05,6.66,6.57
600053.SH,九鼎投资,2010-02-08,6.45,6.36
600053.SH,九鼎投资,2010-02-09,6.38,6.37
600053.SH,九鼎投资,2010-02-10,6.43,6.41
600053.SH,九鼎投资,2010-02-11,6.40,6.38
600053.SH,九鼎投资,2010-02-12,6.41,6.43
600053.SH,九鼎投资,2010-02-22,6.40,6.59
600053.SH,九鼎投资,2010-02-23,6.59,6.57
600053.SH,九鼎投资,2010-02-24,6.57,6.65
600053.SH,九鼎投资,2010-02-25,6.66,7.32
600053.SH,九鼎投资,2010-02-26,7.17,7.13
600053.SH,九鼎投资,2010-03-01,7.06,7.14
600053.SH,九鼎投资,2010-03-02,7.21,7.15
600053.SH,九鼎投资,2010-03-03,7.14,6.94
600053.SH,九鼎投资,2010-03-04,6.95,6.70
600053.SH,九鼎投资,2010-03-05,6.70,6.73
600053.SH,九鼎投资,2010-03-08,6.79,6.78
600053.SH,九鼎投资,2010-03-09,6.78,7.02
600053.SH,九鼎投资,2010-03-10,6.97,6.80
600053.SH,九鼎投资,2010-03-11,6.80,6.79
600053.SH,九鼎投资,2010-03-12,6.77,6.59
600053.SH,九鼎投资,2010-03-15,6.56,6.68
600053.SH,九鼎投资,2010-03-16,6.67,6.84
600053.SH,九鼎投资,2010-03-17,6.81,6.88
600053.SH,九鼎投资,2010-03-18,6.88,6.91
600053.SH,九鼎投资,2010-03-19,6.91,7.02
600053.SH,九鼎投资,2010-03-22,6.99,7.07
600053.SH,九鼎投资,2010-03-23,7.09,7.32
600053.SH,九鼎投资,2010-03-24,7.24,7.57
600053.SH,九鼎投资,2010-03-25,7.46,7.75
600053.SH,九鼎投资,2010-03-26,7.75,7.85
600053.SH,九鼎投资,2010-03-29,7.85,8.02
600053.SH,九鼎投资,2010-03-30,8.02,8.02
600053.SH,九鼎投资,2010-03-31,7.95,7.72
600053.SH,九鼎投资,2010-04-01,7.69,7.83
600053.SH,九鼎投资,2010-04-02,7.88,7.89
600053.SH,九鼎投资,2010-04-06,7.85,7.65
600053.SH,九鼎投资,2010-04-07,7.65,7.68
600053.SH,九鼎投资,2010-04-08,7.72,7.50
600053.SH,九鼎投资,2010-04-09,7.50,7.60
600053.SH,九鼎投资,2010-04-12,7.56,7.36
600053.SH,九鼎投资,2010-04-13,7.36,7.26
600053.SH,九鼎投资,2010-04-14,7.28,7.35
600053.SH,九鼎投资,2010-04-15,7.28,7.22
600053.SH,九鼎投资,2010-04-16,7.10,7.31
600053.SH,九鼎投资,2010-04-19,7.32,7.19
600053.SH,九鼎投资,2010-04-20,7.06,6.81
600053.SH,九鼎投资,2010-04-21,6.81,6.88
600053.SH,九鼎投资,2010-04-22,6.77,6.88
