代码,简称,日期,开盘价(元),收盘价(元),总市值(元),industry,month,year,weight
000820.SZ,*ST节能,2010-01-28,5.29,5.38,1548551009.0,废弃资源综合利用业,2010-01,2010,0.0894737990269166
600217.SH,中再资环,2010-01-29,5.78,5.78,3819424000.0,废弃资源综合利用业,2010-01,2010,0.21619670500759247
900907.SH,*ST鹏起B,2010-01-29,0.27,0.27,2115017007.0,废弃资源综合利用业,2010-01,2010,0.1197195461798481
600614.SH,*ST鹏起,2010-01-29,3.59,3.72,4261193496.0,废弃资源综合利用业,2010-01,2010,0.24120286023101487
002340.SZ,格林美,2010-01-29,2.5,2.66,5916488000.0,废弃资源综合利用业,2010-01,2010,0.3349000296424175
000820.SZ,*ST节能,2010-01-29,5.38,5.4,1554307704.0,废弃资源综合利用业,2010-01,2010,0.08798085893912705
600217.SH,中再资环,2010-02-01,5.78,5.78,3819424000.0,废弃资源综合利用业,2010-02,2010,0.2202678247495259
900907.SH,*ST鹏起B,2010-02-01,0.27,0.26,2056942274.0,废弃资源综合利用业,2010-02,2010,0.11862474559758834
600614.SH,*ST鹏起,2010-02-01,3.69,3.65,4176083107.0,废弃资源综合利用业,2010-02,2010,0.2408365088432527
002340.SZ,格林美,2010-02-01,2.62,2.63,5851164000.0,废弃资源综合利用业,2010-02,2010,0.33743914436646333
000820.SZ,*ST节能,2010-02-01,5.32,4.99,1436295452.0,废弃资源综合利用业,2010-02,2010,0.08283177644316972
600217.SH,中再资环,2010-02-02,5.78,5.78,3819424000.0,废弃资源综合利用业,2010-02,2010,0.22154577702773376
900907.SH,*ST鹏起B,2010-02-02,0.26,0.26,2060815988.0,废弃资源综合利用业,2010-02,2010,0.11953767881561116
600614.SH,*ST鹏起,2010-02-02,3.63,3.63,4153387003.0,废弃资源综合利用业,2010-02,2010,0.24091730870322994
002340.SZ,格林美,2010-02-02,2.63,2.61,5804504000.0,废弃资源综合利用业,2010-02,2010,0.33669038811626795
