代码,简称,日期,开盘价(元),收盘价(元),总市值(元),industry,weight
601857.SH,中国石油,2011-08-12,7.79,7.81,1824719148845.0,石油和天然气开采业,0.7237303800815025
000968.SZ,蓝焰控股,2011-08-15,22.59,22.98,12011404860.0,石油和天然气开采业,0.004727508694694037
600028.SH,中国石化,2011-08-15,3.42,3.44,626859275806.0,石油和天然气开采业,0.24672240352095437
600256.SH,广汇能源,2011-08-15,8.19,8.19,50053977257.0,石油和天然气开采业,0.019700494275611744
600759.SH,洲际油气,2011-08-15,6.68,6.63,10883448501.0,石油和天然气开采业,0.004283561999319061
600777.SH,新潮能源,2011-08-15,1.38,1.43,3408556871.0,石油和天然气开采业,0.0013415568313473367
601857.SH,中国石油,2011-08-15,7.82,7.86,1837530617293.0,石油和天然气开采业,0.7232244746780735
000968.SZ,蓝焰控股,2011-08-16,23.04,23.37,12216903660.0,石油和天然气开采业,0.004837467587610318
600028.SH,中国石化,2011-08-16,3.43,3.42,624258199973.0,石油和天然气开采业,0.2471844661063119
600256.SH,广汇能源,2011-08-16,8.36,8.26,50521225586.0,石油和天然气开采业,0.02000464258867898
600759.SH,洲际油气,2011-08-16,6.69,6.35,10419803834.0,石油和天然气开采业,0.004125878759383843
600777.SH,新潮能源,2011-08-16,1.46,1.41,3339760310.0,石油和天然气开采业,0.0013224285547007734
601857.SH,中国石油,2011-08-16,7.87,7.81,1824719148845.0,石油和天然气开采业,0.7225251164033142
000968.SZ,蓝焰控股,2011-08-17,23.2,23.05,12047367150.0,石油和天然气开采业,0.004779725503788144
600028.SH,中国石化,2011-08-17,3.42,3.41,621657124140.0,石油和天然气开采业,0.24663898542044105
600256.SH,广汇能源,2011-08-17,8.26,8.21,50190258020.0,石油和天然气开采业,0.019912704021799604
600759.SH,洲际油气,2011-08-17,6.29,6.29,10322194431.0,石油和天然气开采业,0.004095272881005428
600777.SH,新潮能源,2011-08-17,1.38,1.43,3408556871.0,石油和天然气开采业,0.0013523258654428087
601857.SH,中国石油,2011-08-17,7.8,7.8,1822888939067.0,石油和天然气开采业,0.723220986307523
000968.SZ,蓝焰控股,2011-08-18,23.08,22.51,11764806300.0,石油和天然气开采业,0.004717496976027804
600028.SH,中国石化,2011-08-18,3.41,3.36,612986871362.0,石油和天然气开采业,0.24579781751230192
600256.SH,广汇能源,2011-08-18,8.18,8.06,49255761361.0,石油和天然气开采业,0.019750763365518793
600759.SH,洲际油气,2011-08-18,6.2,6.17,10126975624.0,石油和天然气开采业,0.004060753374454392
600777.SH,新潮能源,2011-08-18,1.42,1.39,3314743379.0,石油和天然气开采业,0.001329158463640892
601857.SH,中国石油,2011-08-18,7.81,7.73,1806417051064.0,石油和天然气开采业,0.7243440103080562
000968.SZ,蓝焰控股,2011-08-19,22.02,21.82,11405183400.0,石油和天然气开采业,0.004603824721505029
600028.SH,中国石化,2011-08-19,3.31,3.33,607784719696.0,石油和天然气开采业,0.24533882707133398
600256.SH,广汇能源,2011-08-19,8.06,8.06,49255761361.0,石油和天然气开采业,0.019882616866145612
600759.SH,洲际油气,2011-08-19,6.14,6.21,10187981501.0,石油和天然气开采业,0.004112488107516071
600777.SH,新潮能源,2011-08-19,1.37,1.37,3258455284.0,石油和天然气开采业,0.0013153104570328862
601857.SH,中国石油,2011-08-19,7.67,7.68,1795435792395.0,石油和天然气开采业,0.7247469327764664
000968.SZ,蓝焰控股,2011-08-22,22.17,22.61,11816181000.0,石油和天然气开采业,0.004789402653552443
600028.SH,中国石化,2011-08-22,3.33,3.32,605183643863.0,石油和天然气开采业,0.24529652599295734
600256.SH,广汇能源,2011-08-22,8.06,7.96,48671700950.0,石油和天然气开采业,0.019727894628801042
600759.SH,洲际油气,2011-08-22,6.15,6.22,10200182676.0,石油和天然气开采业,0.004134396889752624
600777.SH,新潮能源,2011-08-22,1.37,1.33,3164641792.0,石油和天然气开采业,0.0012827108687779713
601857.SH,中国石油,2011-08-22,7.7,7.65,1788114953282.0,石油和天然气开采业,0.7247690689661586
000968.SZ,蓝焰控股,2011-08-23,22.76,22.76,11898380520.0,石油和天然气开采业,0.004752979753276892
600028.SH,中国石化,2011-08-23,3.32,3.4,619923073584.0,石油和天然气开采业,0.24763721519757995
600256.SH,广汇能源,2011-08-23,8.03,7.91,48379670744.0,石油和天然气开采业,0.019325957438486294
600759.SH,洲际油气,2011-08-23,6.23,6.01,9858549764.0,石油和天然气开采业,0.003938139929732612
600777.SH,新潮能源,2011-08-23,1.34,1.35,3214675654.0,石油和天然气开采业,0.0012841485672046866
601857.SH,中国石油,2011-08-23,7.67,7.74,1810077470620.0,石油和天然气开采业,0.7230615591137196
000968.SZ,蓝焰控股,2011-08-24,22.95,22.58,11800768590.0,石油和天然气开采业,0.004732228599135602
600028.SH,中国石化,2011-08-24,3.4,3.39,618189023029.0,石油和天然气开采业,0.2479001051616699
600256.SH,广汇能源,2011-08-24,7.96,8.12,49645134969.0,石油和天然气开采业,0.019908205615296177
600759.SH,洲际油气,2011-08-24,6.02,6.04,9907354465.0,石油和天然气开采业,0.0039729502179015955
600777.SH,新潮能源,2011-08-24,1.36,1.36,3233438352.0,石油和天然气开采业,0.0012966417675406927
601857.SH,中国石油,2011-08-24,7.75,7.7,1800926421729.0,石油和天然气开采业,0.722189868638456
000968.SZ,蓝焰控股,2011-08-25,22.61,23.18,12114154260.0,石油和天然气开采业,0.004731010873876885
600028.SH,中国石化,2011-08-25,3.39,3.49,636396553861.0,石油和天然气开采业,0.24853563458041747
600256.SH,广汇能源,2011-08-25,8.16,8.24,50346007463.0,石油和天然气开采业,0.019661918087853357
600759.SH,洲际油气,2011-08-25,6.02,6.03,9895153290.0,石油和天然气开采业,0.0038644115642678498
600777.SH,新潮能源,2011-08-25,1.37,1.4,3320997611.0,石油和天然气开采业,0.0012969684447257613
601857.SH,中国石油,2011-08-25,7.72,7.91,1848511875962.0,石油和天然气开采业,0.7219100564488586
000968.SZ,蓝焰控股,2011-08-26,23.16,22.98,12011404860.0,石油和天然气开采业,0.004710659563829596
600028.SH,中国石化,2011-08-26,3.47,3.49,636396553861.0,石油和天然气开采业,0.24958342073847273
600256.SH,广汇能源,2011-08-26,8.21,8.3,50735381070.0,石油和天然气开采业,0.01989751497410891
600759.SH,洲际油气,2011-08-26,5.99,6.0,9846348588.0,石油和天然气开采业,0.0038615629633236954
600777.SH,新潮能源,2011-08-26,1.39,1.39,3314743379.0,石油和天然气开采业,0.0012999834558842089
601857.SH,中国石油,2011-08-26,7.85,7.86,1837530617293.0,石油和天然气开采业,0.7206468583043808
000968.SZ,蓝焰控股,2011-08-29,22.76,22.57,11795631120.0,石油和天然气开采业,0.004649822887900708
600028.SH,中国石化,2011-08-29,3.48,3.51,640731680250.0,石油和天然气开采业,0.252575619016944
600256.SH,广汇能源,2011-08-29,8.32,8.5,51942439254.0,石油和天然气开采业,0.020475643943046722
600759.SH,洲际油气,2011-08-29,5.95,5.98,9809745062.0,石油和天然气开采业,0.003866989112300975
600777.SH,新潮能源,2011-08-29,1.39,1.38,3283472215.0,石油和天然气开采业,0.001294340599648477
601857.SH,中国石油,2011-08-29,7.81,7.78,1819228519511.0,石油和天然气开采业,0.7171375844401591
000968.SZ,蓝焰控股,2011-08-30,22.69,22.41,11713431600.0,石油和天然气开采业,0.004630064482485739
600028.SH,中国石化,2011-08-30,3.52,3.5,638130604417.0,石油和天然气开采业,0.25223913431981015
600256.SH,广汇能源,2011-08-30,8.57,8.33,50910599194.0,石油和天然气开采业,0.020123851417735386
600759.SH,洲际油气,2011-08-30,6.02,6.2,10163579150.0,石油和天然气开采业,0.004017441552938901
600777.SH,新潮能源,2011-08-30,1.39,1.42,3377285707.0,石油和天然气开采业,0.001334967508512829
601857.SH,中国石油,2011-08-30,7.83,7.77,1815568099955.0,石油和天然气开采业,0.717654540718517
000968.SZ,蓝焰控股,2011-08-31,22.36,22.29,11651781960.0,石油和天然气开采业,0.0046215897895938345
600028.SH,中国石化,2011-08-31,3.5,3.5,638130604417.0,石油和天然气开采业,0.2531096012545835
600256.SH,广汇能源,2011-08-31,8.27,8.28,50599100308.0,石油和天然气开采业,0.020069744366044334
600759.SH,洲际油气,2011-08-31,6.1,5.58,9150881588.0,石油和天然气开采业,0.0036296268723589307
600777.SH,新潮能源,2011-08-31,1.42,1.42,3383539939.0,石油和天然气开采业,0.001342055119847552
601857.SH,中国石油,2011-08-31,7.76,7.73,1808247260842.0,石油和天然气开采业,0.7172273825975719
000968.SZ,蓝焰控股,2011-09-01,22.36,22.04,11518207740.0,石油和天然气开采业,0.004588410365332117
600028.SH,中国石化,2011-09-01,3.5,3.48,634662503306.0,石油和天然气开采业,0.25282509869516206
600256.SH,广汇能源,2011-09-01,8.26,8.06,49294698722.0,石油和天然气开采业,0.01963710949460169
600759.SH,洲际油气,2011-09-01,5.47,5.33,8736041622.0,石油和天然气开采业,0.003480102532892639
600777.SH,新潮能源,2011-09-01,1.42,1.39,3314743379.0,石油和天然气开采业,0.001320466102187145
601857.SH,中国石油,2011-09-01,7.73,7.71,1802756631507.0,石油和天然气开采业,0.7181488128098243
000968.SZ,蓝焰控股,2011-09-02,22.26,21.87,11430870750.0,石油和天然气开采业,0.0045997042503915595
600028.SH,中国石化,2011-09-02,3.48,3.43,625125225251.0,石油和天然气开采业,0.25154611739565036
600256.SH,广汇能源,2011-09-02,8.04,7.93,48496482827.0,石油和天然气开采业,0.019514653176215223
600759.SH,洲际油气,2011-09-02,5.34,5.3,8699438096.0,石油和天然气开采业,0.0035005944220119416
600777.SH,新潮能源,2011-09-02,1.39,1.37,3264709516.0,石油和天然气开采业,0.0013136967922622144
601857.SH,中国石油,2011-09-02,7.71,7.65,1788114953282.0,石油和天然气开采业,0.7195252339634687
000968.SZ,蓝焰控股,2011-09-05,21.62,20.63,10783549530.0,石油和天然气开采业,0.0044222963535304315
600028.SH,中国石化,2011-09-05,3.4,3.36,612119846084.0,石油和天然气开采业,0.2510282310782767
600256.SH,广汇能源,2011-09-05,7.91,7.64,46724832912.0,石油和天然气开采业,0.019161692319509968
600759.SH,洲际油气,2011-09-05,5.29,5.3,8687236920.0,石油和天然气开采业,0.0035626058049525126
600777.SH,新潮能源,2011-09-05,1.37,1.32,3133370628.0,石油和天然气开采业,0.001284984453765824
601857.SH,中国石油,2011-09-05,7.63,7.52,1757001387053.0,石油和天然气开采业,0.7205401899899645
000968.SZ,蓝焰控股,2011-09-06,20.46,20.35,10634562900.0,石油和天然气开采业,0.004329674193635669
600028.SH,中国石化,2011-09-06,3.33,3.36,612119846084.0,石油和天然气开采业,0.2492137689083707
600256.SH,广汇能源,2011-09-06,7.61,7.62,46588552149.0,石油和天然气开采业,0.018967705006321875
600759.SH,洲际油气,2011-09-06,5.25,5.15,8455414587.0,石油和天然气开采业,0.003442472500099134
600777.SH,新潮能源,2011-09-06,1.32,1.31,3102099464.0,石油和天然气开采业,0.0012629649306387422
601857.SH,中国石油,2011-09-06,7.52,7.59,1775303484835.0,石油和天然气开采业,0.7227834144609339
000968.SZ,蓝焰控股,2011-09-07,20.59,20.88,10911986280.0,石油和天然气开采业,0.004394130509050484
600028.SH,中国石化,2011-09-07,3.38,3.41,621657124140.0,石油和天然气开采业,0.2503341248108825
600256.SH,广汇能源,2011-09-07,7.74,7.7,47094737839.0,石油和天然气开采业,0.018964505548671212
600759.SH,洲际油气,2011-09-07,5.13,5.3,8699438096.0,石油和天然气开采业,0.003503162977696637
600777.SH,新潮能源,2011-09-07,1.31,1.33,3170896025.0,石油和天然气开采业,0.0012768831088082531
601857.SH,中国石油,2011-09-07,7.63,7.66,1791775372838.0,石油和天然气开采业,0.7215271930448909
000968.SZ,蓝焰控股,2011-09-08,20.99,20.69,10814374350.0,石油和天然气开采业,0.004364595633516405
600028.SH,中国石化,2011-09-08,3.42,3.39,619056048306.0,石油和天然气开采业,0.2498461064775595
600256.SH,广汇能源,2011-09-08,7.75,7.59,46393865346.0,石油和天然气开采业,0.018724195737786685
600759.SH,洲际油气,2011-09-08,5.27,5.12,8406609885.0,石油和天然气开采业,0.0033928410104230255
600777.SH,新潮能源,2011-09-08,1.34,1.32,3133370628.0,石油和天然气开采业,0.0012646035099716478
601857.SH,中国石油,2011-09-08,7.7,7.66,1789945163060.0,石油和天然气开采业,0.7224076576307428
000968.SZ,蓝焰控股,2011-09-09,20.64,20.52,10727037360.0,石油和天然气开采业,0.004321755969562567
600028.SH,中国石化,2011-09-09,3.4,3.39,619056048306.0,石油和天然气开采业,0.24940802222210856
600256.SH,广汇能源,2011-09-09,7.66,7.45,45556712089.0,石油和天然气开采业,0.01835408844183227
600759.SH,洲际油气,2011-09-09,5.07,5.01,8211391078.0,石油和天然气开采业,0.0033082413362415385
600777.SH,新潮能源,2011-09-09,1.32,1.31,3114607929.0,石油和天然气开采业,0.001254826934806411
601857.SH,中国石油,2011-09-09,7.7,7.68,1795435792395.0,石油和天然气开采业,0.7233530650954486
000968.SZ,蓝焰控股,2011-09-13,20.23,19.88,10393101810.0,石油和天然气开采业,0.004219653846789893
600028.SH,中国石化,2011-09-13,3.37,3.38,615587947195.0,石油和天然气开采业,0.24993193532652166
600256.SH,广汇能源,2011-09-13,7.32,7.35,44933714317.0,石油和天然气开采业,0.01824332369051306
600759.SH,洲际油气,2011-09-13,4.95,5.01,8211391078.0,石油和天然气开采业,0.003333867846501824
600777.SH,新潮能源,2011-09-13,1.29,1.31,3102099464.0,石油和天然气开采业,0.0012594686529287895
601857.SH,中国石油,2011-09-13,7.64,7.62,1780794114169.0,石油和天然气开采业,0.7230117506367447
000968.SZ,蓝焰控股,2011-09-14,20.01,19.88,10393101810.0,石油和天然气开采业,0.004193559487410142
600028.SH,中国石化,2011-09-14,3.38,3.38,617321997751.0,石油和天然气开采业,0.24908603492797773
600256.SH,广汇能源,2011-09-14,7.38,7.45,45537243409.0,石油和天然气开采业,0.0183740275636073
600759.SH,洲际油气,2011-09-14,5.01,5.11,8382207534.0,石油和天然气开采业,0.003382174693586156
600777.SH,新潮能源,2011-09-14,1.31,1.31,3108353697.0,石油和天然气开采业,0.0012542036414709902
601857.SH,中国石油,2011-09-14,7.66,7.67,1793605582616.0,石油和天然气开采业,0.7237099996859477
000968.SZ,蓝焰控股,2011-09-15,19.95,19.86,10377689400.0,石油和天然气开采业,0.004207930335983348
600028.SH,中国石化,2011-09-15,3.39,3.41,621657124140.0,石油和天然气开采业,0.25206862244777456
600256.SH,广汇能源,2011-09-15,7.45,7.47,45654055491.0,石油和天然气开采业,0.018511739719368172
600759.SH,洲际油气,2011-09-15,5.11,5.05,8284598131.0,石油和天然气开采业,0.0033592267462606703
600777.SH,新潮能源,2011-09-15,1.33,1.31,3114607929.0,石油和天然气开采业,0.0012629066725713886
601857.SH,中国石油,2011-09-15,7.72,7.73,1777133694613.0,石油和天然气开采业,0.7205895740780418
000968.SZ,蓝焰控股,2011-09-16,20.1,19.95,10429064100.0,石油和天然气开采业,0.004230658685489933
600028.SH,中国石化,2011-09-16,3.42,3.42,624258199973.0,石油和天然气开采业,0.25323685331496654
600256.SH,广汇能源,2011-09-16,7.48,7.48,45751398893.0,石油和天然气开采业,0.018559532403294457
600759.SH,洲际油气,2011-09-16,5.09,4.93,8089379323.0,石油和天然气开采业,0.003281541139733969
600777.SH,新潮能源,2011-09-16,1.32,1.31,3114607929.0,石油和天然气开采业,0.0012634732091367298
601857.SH,中国石油,2011-09-16,7.76,7.71,1773473275056.0,石油和天然气开采业,0.7194279412473783
000968.SZ,蓝焰控股,2011-09-19,19.85,19.38,10131090840.0,石油和天然气开采业,0.004174730217535478
600028.SH,中国石化,2011-09-19,3.43,3.39,609518770251.0,石油和天然气开采业,0.251165098458629
600256.SH,广汇能源,2011-09-19,7.39,7.26,44388591266.0,石油和天然气开采业,0.018291257693628733
600759.SH,洲际油气,2011-09-19,4.87,4.94,8101580499.0,石油和天然气开采业,0.0033384275645258607
600777.SH,新潮能源,2011-09-19,1.31,1.31,3114607929.0,石油和天然气开采业,0.001283440060139851
601857.SH,中国石油,2011-09-19,7.7,7.62,1751510757718.0,石油和天然气开采业,0.7217470460055411
000968.SZ,蓝焰控股,2011-09-20,19.36,19.59,10238977710.0,石油和天然气开采业,0.004197528590052195
600028.SH,中国石化,2011-09-20,3.39,3.4,611252820807.0,石油和天然气开采业,0.2505866565742757
600256.SH,广汇能源,2011-09-20,7.26,7.17,43843468216.0,石油和天然气开采业,0.01797388533661577
600759.SH,洲际油气,2011-09-20,4.98,5.09,8357805183.0,石油和天然气开采业,0.003426330948202535
600777.SH,新潮能源,2011-09-20,1.32,1.31,3102099464.0,石油和天然气开采业,0.0012717237558402294
601857.SH,中国石油,2011-09-20,7.62,7.66,1762492016387.0,石油和天然气开采业,0.7225438747950136
000968.SZ,蓝焰控股,2011-09-21,19.69,20.49,10711624950.0,石油和天然气开采业,0.0043162359293639945
600028.SH,中国石化,2011-09-21,3.4,3.48,625992250528.0,石油和天然气开采业,0.25224279750686945
600256.SH,广汇能源,2011-09-21,7.18,7.39,45186807162.0,石油和天然气开采业,0.018207967653485355
600759.SH,洲际油气,2011-09-21,5.08,5.2,8528621640.0,石油和天然气开采业,0.003436597465123093
600777.SH,新潮能源,2011-09-21,1.3,1.33,3170896025.0,石油和天然气开采业,0.001277708603061431
601857.SH,中国石油,2011-09-21,7.68,7.78,1788114953282.0,石油和天然气开采业,0.7205186928420967
000968.SZ,蓝焰控股,2011-09-22,20.25,19.73,10310902290.0,石油和天然气开采业,0.004242092617475125
600028.SH,中国石化,2011-09-22,3.44,3.38,608651744973.0,石油和天然气开采业,0.25041039099627777
600256.SH,广汇能源,2011-09-22,7.3,7.11,43493031969.0,石油和天然气开采业,0.017893823899993964
600759.SH,洲际油气,2011-09-22,5.17,4.94,8101580499.0,石油和天然气开采业,0.0033331374750801114
600777.SH,新潮能源,2011-09-22,1.33,1.29,3058319834.0,石油和天然气开采业,0.001258248369036688
601857.SH,中国石油,2011-09-22,7.73,7.64,1757001387053.0,石油和天然气开采业,0.7228623066421364
000968.SZ,蓝焰控股,2011-09-23,19.47,19.66,10274940000.0,石油和天然气开采业,0.004239188062094885
600028.SH,中国石化,2011-09-23,3.35,3.38,607784719696.0,石油和天然气开采业,0.25075705824646854
600256.SH,广汇能源,2011-09-23,7.01,7.04,43045252320.0,石油和天然气开采业,0.01775941463062618
600759.SH,洲际油气,2011-09-23,4.8,4.98,8162586376.0,石油和天然气开采业,0.0033676828011606447
600777.SH,新潮能源,2011-09-23,1.28,1.27,3020794438.0,石油和天然气开采业,0.001246305644569431
601857.SH,中国石油,2011-09-23,7.58,7.62,1751510757718.0,石油和天然气开采业,0.7226303506150803
000968.SZ,蓝焰控股,2011-09-26,19.64,19.36,10120815900.0,石油和天然气开采业,0.004173691788146152
600028.SH,中国石化,2011-09-26,3.35,3.33,598247441641.0,石油和天然气开采业,0.24670940160629598
600256.SH,广汇能源,2011-09-26,6.94,7.03,43006314959.0,石油和天然气开采业,0.01773524045455716
600759.SH,洲际油气,2011-09-26,4.96,4.95,8113781674.0,石油和天然气开采业,0.0033460171865772738
600777.SH,新潮能源,2011-09-26,1.27,1.23,2926980946.0,石油和天然气开采业,0.0012070485679302255
601857.SH,中国石油,2011-09-26,7.56,7.66,1762492016387.0,石油和天然气开采业,0.7268286003964932
000968.SZ,蓝焰控股,2011-09-27,19.64,20.0,10454751450.0,石油和天然气开采业,0.004277177408455886
600028.SH,中国石化,2011-09-27,3.36,3.35,602582568029.0,石油和天然气开采业,0.24652451653482124
600256.SH,广汇能源,2011-09-27,7.09,7.34,44855839596.0,石油和天然气开采业,0.018351118596638873
600759.SH,洲际油气,2011-09-27,5.03,4.98,8174787552.0,石油和天然气开采业,0.003344413954129995
600777.SH,新潮能源,2011-09-27,1.24,1.24,2939489411.0,石油和天然气开采业,0.0012025840844953326
601857.SH,中国石油,2011-09-27,7.69,7.72,1775303484835.0,石油和天然气开采业,0.7263001894214587
000968.SZ,蓝焰控股,2011-09-28,20.2,19.85,10372551930.0,石油和天然气开采业,0.00423114323853412
600028.SH,中国石化,2011-09-28,3.37,3.34,599981492196.0,石油和天然气开采业,0.24474282231438463
600256.SH,广汇能源,2011-09-28,7.36,7.23,44193904463.0,石油和天然气开采业,0.018027457593364424
600759.SH,洲际油气,2011-09-28,5.01,4.69,7698941709.0,石油和天然气开采业,0.003140531411724026
600777.SH,新潮能源,2011-09-28,1.23,1.24,2945743644.0,石油和天然气开采业,0.0012016197543168589
601857.SH,中国石油,2011-09-28,7.73,7.77,1786284743504.0,石油和天然气开采业,0.728656425687676
000968.SZ,蓝焰控股,2011-09-29,19.64,19.61,10249252650.0,石油和天然气开采业,0.0041638384451606935
600028.SH,中国石化,2011-09-29,3.32,3.34,600848517474.0,石油和天然气开采业,0.2440993740920269
600256.SH,广汇能源,2011-09-29,7.17,7.33,44797433554.0,石油和天然气开采业,0.018199305105107037
600759.SH,洲际油气,2011-09-29,4.63,4.45,7308504095.0,石油和天然气开采业,0.0029691365182002182
600777.SH,新潮能源,2011-09-29,1.22,1.2,2851930152.0,石油和天然气开采业,0.0011586187613211564
601857.SH,中国石油,2011-09-29,7.72,7.81,1795435792395.0,石油和天然气开采业,0.729409727078184
000968.SZ,蓝焰控股,2011-09-30,19.71,19.66,10274940000.0,石油和天然气开采业,0.004156371184374244
600028.SH,中国石化,2011-09-30,3.35,3.34,600848691576.0,石油和天然气开采业,0.2430525324561948
600256.SH,广汇能源,2011-09-30,7.33,7.25,44349653906.0,石油和天然气开采业,0.017940116782372357
600759.SH,洲际油气,2011-09-30,4.46,4.47,7332906445.0,石油和天然气开采业,0.0029662733841472728
600777.SH,新潮能源,2011-09-30,1.2,1.21,2870692851.0,石油和天然气开采业,0.001161239388754148
601857.SH,中国石油,2011-09-30,7.78,7.86,1806417051064.0,石油和天然气开采业,0.7307234668041572
000968.SZ,蓝焰控股,2011-10-10,19.67,18.76,9807430230.0,石油和天然气开采业,0.004011784416083482
600028.SH,中国石化,2011-10-10,3.34,3.33,598247614989.0,石油和天然气开采业,0.24471654679025753
600256.SH,广汇能源,2011-10-10,7.26,6.53,39910794779.0,石油和天然气开采业,0.01632573475140574
600759.SH,洲际油气,2011-10-10,4.48,4.6,7540326428.0,石油和天然气开采业,0.0030844128733641604
600777.SH,新潮能源,2011-10-10,1.21,1.21,2864438618.0,石油和天然气开采业,0.001171714703956666
601857.SH,中国石油,2011-10-10,7.85,7.77,1786284743504.0,石油和天然气开采业,0.7306898064649324
000968.SZ,蓝焰控股,2011-10-11,19.41,17.99,9401570100.0,石油和天然气开采业,0.0038371479667924854
600028.SH,中国石化,2011-10-11,3.37,3.31,594779512873.0,石油和天然气开采业,0.24275275025715726
600256.SH,广汇能源,2011-10-11,6.7,6.58,40202824985.0,石油和天然气开采业,0.016408343128825567
600759.SH,洲际油气,2011-10-11,4.72,4.54,7454918200.0,石油和天然气开采业,0.003042643293563731
600777.SH,新潮能源,2011-10-11,1.22,1.21,2870692851.0,石油和天然气开采业,0.001171641876764858
601857.SH,中国石油,2011-10-11,7.84,7.81,1795435792395.0,石油和天然气开采业,0.7327874734768961
000968.SZ,蓝焰控股,2011-10-12,17.82,18.5,9668718540.0,石油和天然气开采业,0.003889079007248113
600028.SH,中国石化,2011-10-12,3.31,3.31,594779512873.0,石油和天然气开采业,0.2392400304017582
600256.SH,广汇能源,2011-10-12,6.59,7.24,44232841823.0,石油和天然气开采业,0.017791914807849567
600759.SH,洲际油气,2011-10-12,4.52,4.81,7894160516.0,石油和天然气开采业,0.0031752929631378565
600777.SH,新潮能源,2011-10-12,1.19,1.26,2995777506.0,石油和天然气开采业,0.0012050009896110501
601857.SH,中国石油,2011-10-12,7.72,7.94,1826549358624.0,石油和天然气开采业,0.7346986818303952
000968.SZ,蓝焰控股,2011-10-13,18.53,18.63,9735505650.0,石油和天然气开采业,0.003888778092356518
600028.SH,中国石化,2011-10-13,3.37,3.39,610385972395.0,石油和天然气开采业,0.24381431049052973
600256.SH,广汇能源,2011-10-13,7.2,7.18,43882405577.0,石油和天然气开采业,0.01752851301028633
600759.SH,洲际油气,2011-10-13,4.78,4.94,8101580499.0,石油和天然气开采业,0.00323611837850189
600777.SH,新潮能源,2011-10-13,1.25,1.26,3002031739.0,石油和天然气开采业,0.0011991401041590625
601857.SH,中国石油,2011-10-13,7.89,7.95,1828379568402.0,石油和天然气开采业,0.7303331399241665
000968.SZ,蓝焰控股,2011-10-14,18.63,18.62,9730368180.0,石油和天然气开采业,0.003915289415401416
600028.SH,中国石化,2011-10-14,3.38,3.4,611252997924.0,石油和天然气开采业,0.24595496785243137
600256.SH,广汇能源,2011-10-14,7.18,7.04,43064721001.0,石油和天然气开采业,0.017328311035444334
600759.SH,洲际油气,2011-10-14,4.92,4.93,8089379323.0,石油和天然气开采业,0.0032549910398672064
600777.SH,新潮能源,2011-10-14,1.26,1.27,3008285972.0,石油和天然气开采业,0.001210469121701021
601857.SH,中国石油,2011-10-14,7.91,7.87,1810077470620.0,石油和天然气开采业,0.7283359715351546
000968.SZ,蓝焰控股,2011-10-17,18.82,18.38,9607068900.0,石油和天然气开采业,0.0038521984105111193
600028.SH,中国石化,2011-10-17,3.39,3.42,614721100040.0,石油和天然气开采业,0.24648804636778807
600256.SH,广汇能源,2011-10-17,7.06,6.96,42558535311.0,石油和天然气开采业,0.017064926231424814
600759.SH,洲际油气,2011-10-17,5.02,5.15,8455414587.0,石油和天然气开采业,0.003390413347847847
600777.SH,新潮能源,2011-10-17,1.27,1.27,3008285972.0,石油和天然气开采业,0.0012062487071057956
601857.SH,中国石油,2011-10-17,7.86,7.89,1815568099955.0,石油和天然气开采业,0.7279981669353224
000968.SZ,蓝焰控股,2011-10-18,18.26,17.6,9201208770.0,石油和天然气开采业,0.00376364835214476
600028.SH,中国石化,2011-10-18,3.4,3.35,602582742634.0,石油和天然气开采业,0.2464795227491968
600256.SH,广汇能源,2011-10-18,6.93,6.72,41078915602.0,石油和天然气开采业,0.016802856763499015
600759.SH,洲际油气,2011-10-18,5.12,5.01,8211391078.0,石油和天然气开采业,0.0033587748383988557
600777.SH,新潮能源,2011-10-18,1.26,1.22,2889455549.0,石油和天然气开采业,0.001181898475235812
601857.SH,中国石油,2011-10-18,7.85,7.74,1780794114169.0,石油和天然气开采业,0.7284132988215247
000968.SZ,蓝焰控股,2011-10-19,17.67,17.14,8959747680.0,石油和天然气开采业,0.0036604509841514114
600028.SH,中国石化,2011-10-19,3.36,3.36,604316793692.0,石油和天然气开采业,0.24688998855926564
600256.SH,广汇能源,2011-10-19,6.75,6.71,41020509561.0,石油和天然气开采业,0.01675868227049836
600759.SH,洲际油气,2011-10-19,5.01,4.83,7918562867.0,石油和天然气开采业,0.0032350811958998123
600777.SH,新潮能源,2011-10-19,1.23,1.21,2876947083.0,石油和天然气开采业,0.0011753594138399757
601857.SH,中国石油,2011-10-19,7.77,7.75,1782624323947.0,石油和天然气开采业,0.7282804375763449
000968.SZ,蓝焰控股,2011-10-20,17.05,16.47,8610399720.0,石油和天然气开采业,0.0035209884365082714
600028.SH,中国石化,2011-10-20,3.34,3.35,602582742634.0,石油和天然气开采业,0.24640979952714132
600256.SH,广汇能源,2011-10-20,6.63,6.73,41117852963.0,石油和天然气开采业,0.016814026006306052
600759.SH,洲际油气,2011-10-20,4.8,4.67,7662338183.0,石油和天然气开采业,0.003133304494133148
600777.SH,新潮能源,2011-10-20,1.21,1.2,2851930152.0,石油和天然气开采业,0.0011662191551452476
601857.SH,中国石油,2011-10-20,7.75,7.75,1782624323947.0,石油和天然气开采业,0.7289556623807659
000968.SZ,蓝焰控股,2011-10-21,16.52,15.42,8060690430.0,石油和天然气开采业,0.0033249520075338845
