代码,简称,日期,开盘价(元),收盘价(元)
601328.SH,交通银行,2010-01-04,5.12,4.99
601328.SH,交通银行,2010-01-05,5.00,5.11
601328.SH,交通银行,2010-01-06,5.06,5.04
601328.SH,交通银行,2010-01-07,5.02,4.87
601328.SH,交通银行,2010-01-08,4.84,4.89
601328.SH,交通银行,2010-01-11,5.32,4.90
601328.SH,交通银行,2010-01-12,4.87,4.96
601328.SH,交通银行,2010-01-13,4.81,4.68
601328.SH,交通银行,2010-01-14,4.73,4.72
601328.SH,交通银行,2010-01-15,4.72,4.76
601328.SH,交通银行,2010-01-18,4.73,4.76
601328.SH,交通银行,2010-01-19,4.76,4.82
601328.SH,交通银行,2010-01-20,4.83,4.70
601328.SH,交通银行,2010-01-21,4.72,4.81
601328.SH,交通银行,2010-01-22,4.73,4.96
601328.SH,交通银行,2010-01-25,4.87,4.80
601328.SH,交通银行,2010-01-26,4.79,4.81
601328.SH,交通银行,2010-01-27,4.78,4.63
601328.SH,交通银行,2010-01-28,4.63,4.49
601328.SH,交通银行,2010-01-29,4.49,4.45
601328.SH,交通银行,2010-02-01,4.44,4.39
601328.SH,交通银行,2010-02-02,4.43,4.41
601328.SH,交通银行,2010-02-03,4.45,4.53
601328.SH,交通银行,2010-02-04,4.51,4.50
601328.SH,交通银行,2010-02-05,4.41,4.44
601328.SH,交通银行,2010-02-08,4.43,4.40
601328.SH,交通银行,2010-02-09,4.41,4.42
601328.SH,交通银行,2010-02-10,4.45,4.46
601328.SH,交通银行,2010-02-11,4.45,4.46
601328.SH,交通银行,2010-02-12,4.49,4.50
601328.SH,交通银行,2010-02-22,4.46,4.43
601328.SH,交通银行,2010-02-23,4.42,4.38
601328.SH,交通银行,2010-02-24,4.35,4.40
601328.SH,交通银行,2010-02-25,4.41,4.46
601328.SH,交通银行,2010-02-26,4.46,4.46
601328.SH,交通银行,2010-03-01,4.46,4.53
601328.SH,交通银行,2010-03-02,4.54,4.51
601328.SH,交通银行,2010-03-03,4.52,4.51
601328.SH,交通银行,2010-03-04,4.51,4.44
601328.SH,交通银行,2010-03-05,4.44,4.42
601328.SH,交通银行,2010-03-08,4.43,4.46
601328.SH,交通银行,2010-03-09,4.46,4.48
601328.SH,交通银行,2010-03-10,4.49,4.46
601328.SH,交通银行,2010-03-11,4.47,4.48
