代码,简称,日期,开盘价(元),收盘价(元)
601988.SH,中国银行,2010-01-04,2.42,2.39
601988.SH,中国银行,2010-01-05,2.40,2.42
601988.SH,中国银行,2010-01-06,2.42,2.39
601988.SH,中国银行,2010-01-07,2.38,2.34
601988.SH,中国银行,2010-01-08,2.34,2.36
601988.SH,中国银行,2010-01-11,2.47,2.38
601988.SH,中国银行,2010-01-12,2.37,2.41
601988.SH,中国银行,2010-01-13,2.36,2.31
601988.SH,中国银行,2010-01-14,2.31,2.32
601988.SH,中国银行,2010-01-15,2.32,2.32
601988.SH,中国银行,2010-01-18,2.31,2.32
601988.SH,中国银行,2010-01-19,2.32,2.32
601988.SH,中国银行,2010-01-20,2.33,2.28
601988.SH,中国银行,2010-01-21,2.28,2.30
601988.SH,中国银行,2010-01-22,2.28,2.32
601988.SH,中国银行,2010-01-25,2.31,2.31
601988.SH,中国银行,2010-01-26,2.30,2.32
601988.SH,中国银行,2010-01-27,2.31,2.29
601988.SH,中国银行,2010-01-28,2.29,2.29
601988.SH,中国银行,2010-01-29,2.28,2.28
601988.SH,中国银行,2010-02-01,2.27,2.24
601988.SH,中国银行,2010-02-02,2.25,2.27
601988.SH,中国银行,2010-02-03,2.27,2.32
601988.SH,中国银行,2010-02-04,2.31,2.31
601988.SH,中国银行,2010-02-05,2.28,2.30
601988.SH,中国银行,2010-02-08,2.28,2.30
601988.SH,中国银行,2010-02-09,2.30,2.28
601988.SH,中国银行,2010-02-10,2.29,2.29
601988.SH,中国银行,2010-02-11,2.29,2.29
601988.SH,中国银行,2010-02-12,2.29,2.30
601988.SH,中国银行,2010-02-22,2.30,2.29
601988.SH,中国银行,2010-02-23,2.29,2.28
601988.SH,中国银行,2010-02-24,2.27,2.29
601988.SH,中国银行,2010-02-25,2.29,2.32
601988.SH,中国银行,2010-02-26,2.31,2.31
601988.SH,中国银行,2010-03-01,2.31,2.32
601988.SH,中国银行,2010-03-02,2.32,2.32
601988.SH,中国银行,2010-03-03,2.32,2.33
601988.SH,中国银行,2010-03-04,2.33,2.33
601988.SH,中国银行,2010-03-05,2.32,2.31
601988.SH,中国银行,2010-03-08,2.32,2.31
601988.SH,中国银行,2010-03-09,2.31,2.32
601988.SH,中国银行,2010-03-10,2.32,2.31
601988.SH,中国银行,2010-03-11,2.31,2.32
601988.SH,中国银行,2010-03-12,2.32,2.31
601988.SH,中国银行,2010-03-15,2.31,2.29
601988.SH,中国银行,2010-03-16,2.29,2.31
601988.SH,中国银行,2010-03-17,2.31,2.32
601988.SH,中国银行,2010-03-18,2.33,2.31
601988.SH,中国银行,2010-03-19,2.31,2.31
601988.SH,中国银行,2010-03-22,2.32,2.32
601988.SH,中国银行,2010-03-23,2.32,2.31
601988.SH,中国银行,2010-03-24,2.33,2.35
601988.SH,中国银行,2010-03-25,2.34,2.32
601988.SH,中国银行,2010-03-26,2.33,2.36
601988.SH,中国银行,2010-03-29,2.37,2.43
601988.SH,中国银行,2010-03-30,2.42,2.43
601988.SH,中国银行,2010-03-31,2.43,2.39
601988.SH,中国银行,2010-04-01,2.39,2.40
601988.SH,中国银行,2010-04-02,2.40,2.39
601988.SH,中国银行,2010-04-06,2.39,2.39
601988.SH,中国银行,2010-04-07,2.39,2.37
601988.SH,中国银行,2010-04-08,2.37,2.36
601988.SH,中国银行,2010-04-09,2.36,2.37
601988.SH,中国银行,2010-04-12,2.37,2.36
601988.SH,中国银行,2010-04-13,2.36,2.39
601988.SH,中国银行,2010-04-14,2.38,2.37
601988.SH,中国银行,2010-04-15,2.37,2.37
601988.SH,中国银行,2010-04-16,2.37,2.34
601988.SH,中国银行,2010-04-19,2.33,2.26
601988.SH,中国银行,2010-04-20,2.26,2.26
601988.SH,中国银行,2010-04-21,2.26,2.27
601988.SH,中国银行,2010-04-22,2.26,2.23
601988.SH,中国银行,2010-04-23,2.23,2.25
601988.SH,中国银行,2010-04-26,2.24,2.25
601988.SH,中国银行,2010-04-27,2.23,2.25
601988.SH,中国银行,2010-04-28,2.24,2.26
601988.SH,中国银行,2010-04-29,2.26,2.29
601988.SH,中国银行,2010-04-30,2.29,2.33
601988.SH,中国银行,2010-05-04,2.31,2.30
601988.SH,中国银行,2010-05-05,2.28,2.30
601988.SH,中国银行,2010-05-06,2.29,2.26
601988.SH,中国银行,2010-05-07,2.23,2.24
601988.SH,中国银行,2010-05-10,2.24,2.28
601988.SH,中国银行,2010-05-11,2.29,2.24
601988.SH,中国银行,2010-05-12,2.23,2.26
601988.SH,中国银行,2010-05-13,2.26,2.30
601988.SH,中国银行,2010-05-14,2.29,2.28
601988.SH,中国银行,2010-05-17,2.26,2.20
601988.SH,中国银行,2010-05-18,2.20,2.20
601988.SH,中国银行,2010-05-19,2.18,2.17
601988.SH,中国银行,2010-05-20,2.15,2.17
601988.SH,中国银行,2010-05-21,2.14,2.20
601988.SH,中国银行,2010-05-24,2.19,2.23
601988.SH,中国银行,2010-05-25,2.22,2.18
601988.SH,中国银行,2010-05-26,2.17,2.18
601988.SH,中国银行,2010-05-27,2.18,2.18
601988.SH,中国银行,2010-05-28,2.22,2.23
601988.SH,中国银行,2010-05-31,2.28,2.28
601988.SH,中国银行,2010-06-01,2.26,2.28
601988.SH,中国银行,2010-06-02,2.14,2.17
601988.SH,中国银行,2010-06-03,2.16,2.14
601988.SH,中国银行,2010-06-04,2.14,2.10
601988.SH,中国银行,2010-06-07,2.07,2.05
601988.SH,中国银行,2010-06-08,2.05,2.03
601988.SH,中国银行,2010-06-09,2.04,2.10
601988.SH,中国银行,2010-06-10,2.06,2.05
601988.SH,中国银行,2010-06-11,2.06,2.05
601988.SH,中国银行,2010-06-17,2.06,2.06
601988.SH,中国银行,2010-06-18,2.06,2.02
601988.SH,中国银行,2010-06-21,2.04,2.07
601988.SH,中国银行,2010-06-22,2.07,2.07
601988.SH,中国银行,2010-06-23,2.06,2.05
601988.SH,中国银行,2010-06-24,2.04,2.05
601988.SH,中国银行,2010-06-25,2.05,2.05
601988.SH,中国银行,2010-06-28,2.06,2.05
601988.SH,中国银行,2010-06-29,2.05,2.01
601988.SH,中国银行,2010-06-30,1.99,1.96
601988.SH,中国银行,2010-07-01,1.96,1.96
601988.SH,中国银行,2010-07-02,1.96,1.96
601988.SH,中国银行,2010-07-05,1.95,1.95
601988.SH,中国银行,2010-07-06,1.94,2.01
601988.SH,中国银行,2010-07-07,2.01,2.01
601988.SH,中国银行,2010-07-08,2.01,2.01
601988.SH,中国银行,2010-07-09,2.00,2.05
601988.SH,中国银行,2010-07-12,2.05,2.06
601988.SH,中国银行,2010-07-13,2.05,2.03
601988.SH,中国银行,2010-07-14,2.03,2.04
601988.SH,中国银行,2010-07-15,2.03,1.99
601988.SH,中国银行,2010-07-16,1.98,1.98
601988.SH,中国银行,2010-07-19,1.97,2.00
601988.SH,中国银行,2010-07-20,2.00,2.03
601988.SH,中国银行,2010-07-21,2.03,2.04
601988.SH,中国银行,2010-07-22,2.03,2.05
601988.SH,中国银行,2010-07-23,2.05,2.06
601988.SH,中国银行,2010-07-26,2.07,2.06
601988.SH,中国银行,2010-07-27,2.05,2.05
601988.SH,中国银行,2010-07-28,2.05,2.08
601988.SH,中国银行,2010-07-29,2.08,2.09
601988.SH,中国银行,2010-07-30,2.07,2.07
601988.SH,中国银行,2010-08-02,2.07,2.09
601988.SH,中国银行,2010-08-03,2.09,2.06
601988.SH,中国银行,2010-08-04,2.05,2.05
601988.SH,中国银行,2010-08-05,2.04,2.02
601988.SH,中国银行,2010-08-06,2.02,2.03
601988.SH,中国银行,2010-08-09,2.04,2.02
601988.SH,中国银行,2010-08-10,2.02,1.99
601988.SH,中国银行,2010-08-11,1.99,1.99
601988.SH,中国银行,2010-08-12,1.98,1.98
601988.SH,中国银行,2010-08-13,1.98,1.99
601988.SH,中国银行,2010-08-16,1.99,2.01
601988.SH,中国银行,2010-08-17,2.01,2.01
601988.SH,中国银行,2010-08-18,2.01,2.01
601988.SH,中国银行,2010-08-19,2.01,2.02
601988.SH,中国银行,2010-08-20,2.02,2.02
601988.SH,中国银行,2010-08-23,1.99,1.99
601988.SH,中国银行,2010-08-24,1.99,1.98
601988.SH,中国银行,2010-08-25,1.98,1.95
601988.SH,中国银行,2010-08-26,1.96,1.96
601988.SH,中国银行,2010-08-27,1.96,1.95
601988.SH,中国银行,2010-08-30,1.96,1.96
601988.SH,中国银行,2010-08-31,1.96,1.92
601988.SH,中国银行,2010-09-01,1.94,1.94
601988.SH,中国银行,2010-09-02,1.95,1.95
601988.SH,中国银行,2010-09-03,1.95,1.94
601988.SH,中国银行,2010-09-06,1.95,1.96
601988.SH,中国银行,2010-09-07,1.96,1.96
601988.SH,中国银行,2010-09-08,1.96,1.95
601988.SH,中国银行,2010-09-09,1.95,1.93
601988.SH,中国银行,2010-09-10,1.93,1.93
601988.SH,中国银行,2010-09-13,1.94,1.94
601988.SH,中国银行,2010-09-14,1.94,1.92
601988.SH,中国银行,2010-09-15,1.92,1.91
601988.SH,中国银行,2010-09-16,1.91,1.87
601988.SH,中国银行,2010-09-17,1.87,1.87
601988.SH,中国银行,2010-09-20,1.87,1.86
601988.SH,中国银行,2010-09-21,1.87,1.87
601988.SH,中国银行,2010-09-27,1.87,1.89
601988.SH,中国银行,2010-09-28,1.89,1.90
601988.SH,中国银行,2010-09-29,1.89,1.92
601988.SH,中国银行,2010-09-30,1.92,1.93
601988.SH,中国银行,2010-10-08,1.94,1.95
601988.SH,中国银行,2010-10-11,1.95,1.98
601988.SH,中国银行,2010-10-12,1.96,1.98
601988.SH,中国银行,2010-10-13,1.97,1.99
601988.SH,中国银行,2010-10-14,1.99,2.02
601988.SH,中国银行,2010-10-15,2.01,2.11
601988.SH,中国银行,2010-10-18,2.13,2.09
601988.SH,中国银行,2010-10-19,2.09,2.09
601988.SH,中国银行,2010-10-20,2.08,2.09
601988.SH,中国银行,2010-10-21,2.08,2.05
601988.SH,中国银行,2010-10-22,2.05,2.02
601988.SH,中国银行,2010-10-25,2.03,2.06
601988.SH,中国银行,2010-10-26,2.06,2.03
601988.SH,中国银行,2010-10-27,2.03,2.03
601988.SH,中国银行,2010-10-28,2.04,2.05
601988.SH,中国银行,2010-10-29,2.06,2.05
601988.SH,中国银行,2010-11-01,2.05,2.09
601988.SH,中国银行,2010-11-02,2.09,2.08
601988.SH,中国银行,2010-11-03,2.08,2.08
601988.SH,中国银行,2010-11-04,2.08,2.08
