代码,简称,日期,开盘价(元),收盘价(元)
600908.SH,无锡银行,2016-09-23,4.84,5.82
600908.SH,无锡银行,2016-09-26,6.40,6.40
600908.SH,无锡银行,2016-09-27,7.04,7.04
600908.SH,无锡银行,2016-09-28,7.74,7.74
600908.SH,无锡银行,2016-09-29,8.52,8.52
600908.SH,无锡银行,2016-09-30,9.37,9.37
600908.SH,无锡银行,2016-10-10,10.31,10.31
600908.SH,无锡银行,2016-10-11,11.34,11.34
600908.SH,无锡银行,2016-10-12,12.47,12.44
600908.SH,无锡银行,2016-10-13,12.09,11.72
600908.SH,无锡银行,2016-10-14,11.74,11.97
600908.SH,无锡银行,2016-10-17,11.74,11.34
600908.SH,无锡银行,2016-10-18,11.25,11.25
600908.SH,无锡银行,2016-10-19,11.16,11.10
600908.SH,无锡银行,2016-10-20,11.14,10.72
600908.SH,无锡银行,2016-10-21,10.66,10.40
600908.SH,无锡银行,2016-10-24,10.39,10.85
600908.SH,无锡银行,2016-10-25,10.72,10.85
600908.SH,无锡银行,2016-10-26,10.80,10.64
600908.SH,无锡银行,2016-10-27,10.63,10.74
600908.SH,无锡银行,2016-10-28,10.77,11.81
600908.SH,无锡银行,2016-10-31,11.74,12.28
600908.SH,无锡银行,2016-11-01,11.91,11.88
600908.SH,无锡银行,2016-11-02,11.74,11.66
600908.SH,无锡银行,2016-11-03,11.52,11.65
600908.SH,无锡银行,2016-11-04,11.56,11.57
600908.SH,无锡银行,2016-11-07,11.50,11.61
600908.SH,无锡银行,2016-11-08,11.71,11.96
600908.SH,无锡银行,2016-11-09,11.84,11.54
600908.SH,无锡银行,2016-11-10,11.70,12.30
600908.SH,无锡银行,2016-11-11,12.37,12.76
600908.SH,无锡银行,2016-11-14,12.47,13.06
600908.SH,无锡银行,2016-11-15,12.88,12.75
600908.SH,无锡银行,2016-11-16,12.78,12.78
600908.SH,无锡银行,2016-11-17,12.67,12.58
600908.SH,无锡银行,2016-11-18,12.52,12.13
600908.SH,无锡银行,2016-11-21,12.10,12.36
600908.SH,无锡银行,2016-11-22,12.28,12.50
600908.SH,无锡银行,2016-11-23,12.48,12.37
600908.SH,无锡银行,2016-11-24,12.24,12.12
600908.SH,无锡银行,2016-11-25,12.13,12.22
600908.SH,无锡银行,2016-11-28,12.26,12.23
600908.SH,无锡银行,2016-11-29,12.18,11.60
600908.SH,无锡银行,2016-11-30,11.52,11.36
600908.SH,无锡银行,2016-12-01,11.43,11.47
600908.SH,无锡银行,2016-12-02,11.44,11.20
600908.SH,无锡银行,2016-12-05,11.08,11.25
600908.SH,无锡银行,2016-12-06,11.25,11.30
600908.SH,无锡银行,2016-12-07,11.29,11.43
600908.SH,无锡银行,2016-12-08,11.40,11.68
600908.SH,无锡银行,2016-12-09,11.64,11.53
600908.SH,无锡银行,2016-12-12,11.49,10.78
600908.SH,无锡银行,2016-12-13,10.73,10.70
600908.SH,无锡银行,2016-12-14,10.66,10.62
600908.SH,无锡银行,2016-12-15,10.55,10.66
600908.SH,无锡银行,2016-12-16,10.64,10.66
600908.SH,无锡银行,2016-12-19,10.66,10.50
600908.SH,无锡银行,2016-12-20,10.49,10.32
600908.SH,无锡银行,2016-12-21,10.37,10.46
600908.SH,无锡银行,2016-12-22,10.41,10.34
600908.SH,无锡银行,2016-12-23,10.33,10.01
600908.SH,无锡银行,2016-12-26,9.91,10.08
600908.SH,无锡银行,2016-12-27,10.03,9.95
600908.SH,无锡银行,2016-12-28,9.94,9.87
600908.SH,无锡银行,2016-12-29,9.89,9.90
600908.SH,无锡银行,2016-12-30,9.89,9.87
600908.SH,无锡银行,2017-01-03,9.94,10.00
600908.SH,无锡银行,2017-01-04,10.01,10.04
600908.SH,无锡银行,2017-01-05,10.04,10.02
600908.SH,无锡银行,2017-01-06,10.00,9.83
600908.SH,无锡银行,2017-01-09,9.82,9.76
600908.SH,无锡银行,2017-01-10,9.76,9.62
600908.SH,无锡银行,2017-01-11,9.61,9.59
600908.SH,无锡银行,2017-01-12,9.52,9.44
600908.SH,无锡银行,2017-01-13,9.43,9.23
600908.SH,无锡银行,2017-01-16,9.21,8.83
600908.SH,无锡银行,2017-01-17,8.73,8.82
600908.SH,无锡银行,2017-01-18,8.77,8.60
600908.SH,无锡银行,2017-01-19,8.60,8.54
600908.SH,无锡银行,2017-01-20,8.51,8.76
600908.SH,无锡银行,2017-01-23,8.77,8.81
600908.SH,无锡银行,2017-01-24,8.81,8.77
600908.SH,无锡银行,2017-01-25,8.76,8.79
600908.SH,无锡银行,2017-01-26,8.81,8.92
600908.SH,无锡银行,2017-02-03,8.91,8.74
600908.SH,无锡银行,2017-02-06,8.74,8.98
600908.SH,无锡银行,2017-02-07,8.92,8.92
600908.SH,无锡银行,2017-02-08,8.88,9.25
600908.SH,无锡银行,2017-02-09,9.12,9.20
600908.SH,无锡银行,2017-02-10,9.19,9.64
600908.SH,无锡银行,2017-02-13,9.80,10.37
600908.SH,无锡银行,2017-02-14,10.46,10.36
600908.SH,无锡银行,2017-02-15,10.25,11.00
600908.SH,无锡银行,2017-02-16,10.83,11.13
600908.SH,无锡银行,2017-02-17,11.02,10.60
600908.SH,无锡银行,2017-02-20,10.48,11.66
600908.SH,无锡银行,2017-02-21,12.44,11.74
600908.SH,无锡银行,2017-02-22,11.34,11.25
600908.SH,无锡银行,2017-02-23,11.23,11.10
600908.SH,无锡银行,2017-02-24,11.10,11.44
600908.SH,无锡银行,2017-02-27,11.29,11.34
600908.SH,无锡银行,2017-02-28,11.28,12.47
600908.SH,无锡银行,2017-03-01,13.01,12.52
600908.SH,无锡银行,2017-03-02,12.56,13.07
600908.SH,无锡银行,2017-03-03,12.80,12.45
600908.SH,无锡银行,2017-03-06,12.28,13.02
600908.SH,无锡银行,2017-03-07,12.83,13.24
600908.SH,无锡银行,2017-03-08,13.05,13.12
600908.SH,无锡银行,2017-03-09,13.01,13.09
600908.SH,无锡银行,2017-03-10,12.96,12.58
600908.SH,无锡银行,2017-03-13,12.63,12.57
600908.SH,无锡银行,2017-03-14,12.57,12.47
600908.SH,无锡银行,2017-03-15,12.52,12.44
600908.SH,无锡银行,2017-03-16,12.42,13.07
600908.SH,无锡银行,2017-03-17,12.93,12.34
600908.SH,无锡银行,2017-03-20,12.25,12.27
600908.SH,无锡银行,2017-03-21,12.19,12.05
600908.SH,无锡银行,2017-03-22,12.00,11.84
600908.SH,无锡银行,2017-03-23,11.91,11.93
600908.SH,无锡银行,2017-03-24,11.91,11.81
600908.SH,无锡银行,2017-03-27,11.81,11.92
600908.SH,无锡银行,2017-03-28,11.89,11.99
600908.SH,无锡银行,2017-03-29,11.98,11.50
600908.SH,无锡银行,2017-03-30,11.43,11.51
600908.SH,无锡银行,2017-03-31,11.49,12.65
600908.SH,无锡银行,2017-04-05,12.09,12.04
600908.SH,无锡银行,2017-04-06,11.82,11.88
600908.SH,无锡银行,2017-04-07,11.83,11.81
600908.SH,无锡银行,2017-04-10,11.63,12.09
600908.SH,无锡银行,2017-04-11,12.02,13.10
600908.SH,无锡银行,2017-04-12,13.09,13.29
600908.SH,无锡银行,2017-04-13,13.38,13.32
600908.SH,无锡银行,2017-04-14,13.21,13.34
600908.SH,无锡银行,2017-04-17,13.10,14.09
600908.SH,无锡银行,2017-04-18,13.87,14.62
600908.SH,无锡银行,2017-04-19,14.63,14.79
600908.SH,无锡银行,2017-04-20,14.52,14.35
600908.SH,无锡银行,2017-04-21,14.27,14.53
600908.SH,无锡银行,2017-04-24,14.54,15.99
600908.SH,无锡银行,2017-04-25,16.13,17.30
600908.SH,无锡银行,2017-04-26,16.63,16.71
600908.SH,无锡银行,2017-04-27,15.99,15.04
600908.SH,无锡银行,2017-04-28,14.51,14.71
600908.SH,无锡银行,2017-05-02,14.89,16.19
600908.SH,无锡银行,2017-05-03,16.70,17.80
600908.SH,无锡银行,2017-05-04,17.80,17.80
600908.SH,无锡银行,2017-05-05,17.97,19.57
600908.SH,无锡银行,2017-05-08,19.33,21.50
600908.SH,无锡银行,2017-05-09,21.50,21.50
600908.SH,无锡银行,2017-05-10,21.50,21.50
600908.SH,无锡银行,2017-05-11,21.50,21.50
600908.SH,无锡银行,2017-05-12,21.50,21.50
600908.SH,无锡银行,2017-05-15,19.35,19.35
600908.SH,无锡银行,2017-05-16,18.70,18.11
600908.SH,无锡银行,2017-05-17,17.45,16.30
600908.SH,无锡银行,2017-05-18,15.27,14.68
600908.SH,无锡银行,2017-05-19,14.08,14.07
600908.SH,无锡银行,2017-05-22,13.96,13.46
600908.SH,无锡银行,2017-05-23,13.38,13.09
600908.SH,无锡银行,2017-05-24,12.94,12.91
600908.SH,无锡银行,2017-05-25,12.97,13.23
600908.SH,无锡银行,2017-05-26,12.98,12.49
600908.SH,无锡银行,2017-05-31,12.69,12.23
600908.SH,无锡银行,2017-06-01,12.13,11.44
600908.SH,无锡银行,2017-06-02,11.25,11.49
600908.SH,无锡银行,2017-06-05,11.41,11.51
600908.SH,无锡银行,2017-06-06,11.38,11.22
600908.SH,无锡银行,2017-06-07,11.19,12.11
600908.SH,无锡银行,2017-06-08,11.97,11.86
600908.SH,无锡银行,2017-06-09,11.79,11.79
600908.SH,无锡银行,2017-06-12,11.72,11.55
600908.SH,无锡银行,2017-06-13,11.51,11.70
