代码,简称,日期,开盘价(元),收盘价(元)
600016.SH,民生银行,2010-01-04,3.22,3.18
600016.SH,民生银行,2010-01-05,3.21,3.24
600016.SH,民生银行,2010-01-06,3.22,3.17
600016.SH,民生银行,2010-01-07,3.17,3.09
600016.SH,民生银行,2010-01-08,3.09,3.12
600016.SH,民生银行,2010-01-11,3.27,3.16
600016.SH,民生银行,2010-01-12,3.14,3.17
600016.SH,民生银行,2010-01-13,3.07,3.03
600016.SH,民生银行,2010-01-14,3.05,3.04
600016.SH,民生银行,2010-01-15,3.04,3.04
600016.SH,民生银行,2010-01-18,3.01,3.05
600016.SH,民生银行,2010-01-19,3.05,3.09
600016.SH,民生银行,2010-01-20,3.10,3.01
600016.SH,民生银行,2010-01-21,3.01,3.06
600016.SH,民生银行,2010-01-22,3.02,3.12
600016.SH,民生银行,2010-01-25,3.07,3.06
600016.SH,民生银行,2010-01-26,3.06,3.03
600016.SH,民生银行,2010-01-27,3.04,2.94
600016.SH,民生银行,2010-01-28,2.95,2.91
600016.SH,民生银行,2010-01-29,2.89,2.90
600016.SH,民生银行,2010-02-01,2.89,2.85
600016.SH,民生银行,2010-02-02,2.88,2.86
600016.SH,民生银行,2010-02-03,2.87,2.93
600016.SH,民生银行,2010-02-04,2.91,2.91
600016.SH,民生银行,2010-02-05,2.85,2.86
600016.SH,民生银行,2010-02-08,2.87,2.85
600016.SH,民生银行,2010-02-09,2.85,2.88
600016.SH,民生银行,2010-02-10,2.90,2.90
600016.SH,民生银行,2010-02-11,2.91,2.90
600016.SH,民生银行,2010-02-12,2.91,2.92
600016.SH,民生银行,2010-02-22,2.92,2.90
600016.SH,民生银行,2010-02-23,2.90,2.87
600016.SH,民生银行,2010-02-24,2.86,2.91
600016.SH,民生银行,2010-02-25,2.92,2.95
600016.SH,民生银行,2010-02-26,2.95,2.94
600016.SH,民生银行,2010-03-01,2.93,2.98
600016.SH,民生银行,2010-03-02,2.98,2.99
600016.SH,民生银行,2010-03-03,2.99,2.99
600016.SH,民生银行,2010-03-04,2.99,2.91
600016.SH,民生银行,2010-03-05,2.92,2.91
600016.SH,民生银行,2010-03-08,2.92,2.93
600016.SH,民生银行,2010-03-09,2.93,2.98
600016.SH,民生银行,2010-03-10,2.97,2.95
600016.SH,民生银行,2010-03-11,2.98,2.99
600016.SH,民生银行,2010-03-12,2.99,2.97
600016.SH,民生银行,2010-03-15,2.97,2.91
600016.SH,民生银行,2010-03-16,2.91,2.94
600016.SH,民生银行,2010-03-17,2.95,2.99
600016.SH,民生银行,2010-03-18,2.99,2.98
600016.SH,民生银行,2010-03-19,2.98,2.99
600016.SH,民生银行,2010-03-22,3.00,3.03
600016.SH,民生银行,2010-03-23,3.04,2.98
600016.SH,民生银行,2010-03-24,3.01,2.99
600016.SH,民生银行,2010-03-25,2.98,2.94
600016.SH,民生银行,2010-03-26,2.94,3.00
600016.SH,民生银行,2010-03-29,3.03,3.12
600016.SH,民生银行,2010-03-30,3.12,3.13
600016.SH,民生银行,2010-03-31,3.13,3.09
600016.SH,民生银行,2010-04-01,3.09,3.11
