代码,简称,日期,开盘价(元),收盘价(元)
002948.SZ,青岛银行,2019-01-16,5.05,6.06
002948.SZ,青岛银行,2019-01-17,6.67,6.67
002948.SZ,青岛银行,2019-01-18,7.34,7.13
002948.SZ,青岛银行,2019-01-21,6.90,6.48
002948.SZ,青岛银行,2019-01-22,6.35,6.27
002948.SZ,青岛银行,2019-01-23,6.24,6.12
002948.SZ,青岛银行,2019-01-24,6.11,6.21
002948.SZ,青岛银行,2019-01-25,6.12,6.01
002948.SZ,青岛银行,2019-01-28,6.03,5.76
002948.SZ,青岛银行,2019-01-29,5.74,5.73
002948.SZ,青岛银行,2019-01-30,5.69,5.63
002948.SZ,青岛银行,2019-01-31,5.64,5.48
002948.SZ,青岛银行,2019-02-01,5.51,5.53
002948.SZ,青岛银行,2019-02-11,5.54,5.68
002948.SZ,青岛银行,2019-02-12,5.68,5.69
002948.SZ,青岛银行,2019-02-13,5.67,5.77
002948.SZ,青岛银行,2019-02-14,5.75,5.74
002948.SZ,青岛银行,2019-02-15,5.73,5.65
002948.SZ,青岛银行,2019-02-18,5.67,5.77
002948.SZ,青岛银行,2019-02-19,5.76,5.83
002948.SZ,青岛银行,2019-02-20,5.77,5.75
002948.SZ,青岛银行,2019-02-21,5.73,5.71
002948.SZ,青岛银行,2019-02-22,5.69,5.98
002948.SZ,青岛银行,2019-02-25,6.09,6.58
002948.SZ,青岛银行,2019-02-26,6.85,6.59
002948.SZ,青岛银行,2019-02-27,6.48,7.26
002948.SZ,青岛银行,2019-02-28,7.15,7.13
002948.SZ,青岛银行,2019-03-01,7.11,6.99
002948.SZ,青岛银行,2019-03-04,6.99,7.35
002948.SZ,青岛银行,2019-03-05,7.11,7.30
002948.SZ,青岛银行,2019-03-06,7.31,7.71
002948.SZ,青岛银行,2019-03-07,7.75,8.49
002948.SZ,青岛银行,2019-03-08,7.92,7.64
002948.SZ,青岛银行,2019-03-11,7.56,7.64
002948.SZ,青岛银行,2019-03-12,7.64,7.64
002948.SZ,青岛银行,2019-03-13,7.68,7.26
002948.SZ,青岛银行,2019-03-14,7.15,6.98
002948.SZ,青岛银行,2019-03-15,7.04,6.98
002948.SZ,青岛银行,2019-03-18,7.00,7.27
002948.SZ,青岛银行,2019-03-19,7.25,7.22
002948.SZ,青岛银行,2019-03-20,7.18,7.56
002948.SZ,青岛银行,2019-03-21,7.65,7.53
002948.SZ,青岛银行,2019-03-22,7.46,7.27
002948.SZ,青岛银行,2019-03-25,7.09,6.99
002948.SZ,青岛银行,2019-03-26,7.02,6.93
002948.SZ,青岛银行,2019-03-27,6.98,7.00
002948.SZ,青岛银行,2019-03-28,6.94,6.76
002948.SZ,青岛银行,2019-03-29,6.79,7.12
002948.SZ,青岛银行,2019-04-01,7.09,7.35
002948.SZ,青岛银行,2019-04-02,7.32,7.30
002948.SZ,青岛银行,2019-04-03,7.19,7.27
002948.SZ,青岛银行,2019-04-04,7.28,7.40
002948.SZ,青岛银行,2019-04-08,7.43,7.27
002948.SZ,青岛银行,2019-04-09,7.14,7.17
002948.SZ,青岛银行,2019-04-10,7.16,7.12
002948.SZ,青岛银行,2019-04-11,7.08,6.95
002948.SZ,青岛银行,2019-04-12,6.94,6.91
002948.SZ,青岛银行,2019-04-15,7.02,6.91
002948.SZ,青岛银行,2019-04-16,6.85,7.07
002948.SZ,青岛银行,2019-04-17,7.05,7.00
002948.SZ,青岛银行,2019-04-18,7.05,6.94
002948.SZ,青岛银行,2019-04-19,6.90,6.94
002948.SZ,青岛银行,2019-04-22,6.95,6.83
002948.SZ,青岛银行,2019-04-23,6.83,6.76
002948.SZ,青岛银行,2019-04-24,6.76,6.76
002948.SZ,青岛银行,2019-04-25,6.74,6.60
002948.SZ,青岛银行,2019-04-26,6.54,6.38
002948.SZ,青岛银行,2019-04-29,6.41,6.18
002948.SZ,青岛银行,2019-04-30,6.21,6.21
002948.SZ,青岛银行,2019-05-06,6.12,6.53
002948.SZ,青岛银行,2019-05-07,6.38,6.68
002948.SZ,青岛银行,2019-05-08,6.51,6.37
002948.SZ,青岛银行,2019-05-09,6.30,6.17
002948.SZ,青岛银行,2019-05-10,6.22,6.34
002948.SZ,青岛银行,2019-05-13,6.26,6.21
002948.SZ,青岛银行,2019-05-14,6.15,6.29
002948.SZ,青岛银行,2019-05-15,6.26,6.31
002948.SZ,青岛银行,2019-05-16,6.30,6.31
002948.SZ,青岛银行,2019-05-17,6.29,6.04
002948.SZ,青岛银行,2019-05-20,6.04,5.91
002948.SZ,青岛银行,2019-05-21,5.90,5.97
002948.SZ,青岛银行,2019-05-22,6.04,5.90
002948.SZ,青岛银行,2019-05-23,5.87,5.82
002948.SZ,青岛银行,2019-05-24,5.83,5.92
002948.SZ,青岛银行,2019-05-27,5.87,6.01
002948.SZ,青岛银行,2019-05-28,5.96,5.96
002948.SZ,青岛银行,2019-05-29,5.93,6.02
002948.SZ,青岛银行,2019-05-30,5.99,5.96
002948.SZ,青岛银行,2019-05-31,5.98,6.03
002948.SZ,青岛银行,2019-06-03,6.02,6.01
002948.SZ,青岛银行,2019-06-04,6.01,5.91
002948.SZ,青岛银行,2019-06-05,5.96,5.93
002948.SZ,青岛银行,2019-06-06,5.91,5.85
002948.SZ,青岛银行,2019-06-10,5.87,5.89
002948.SZ,青岛银行,2019-06-11,5.88,6.12
002948.SZ,青岛银行,2019-06-12,6.08,6.04
002948.SZ,青岛银行,2019-06-13,6.01,6.04
002948.SZ,青岛银行,2019-06-14,6.07,5.86
002948.SZ,青岛银行,2019-06-17,5.92,5.91
002948.SZ,青岛银行,2019-06-18,5.93,5.91
002948.SZ,青岛银行,2019-06-19,6.04,5.96
002948.SZ,青岛银行,2019-06-20,5.94,6.18
002948.SZ,青岛银行,2019-06-21,6.15,6.17
002948.SZ,青岛银行,2019-06-24,6.16,6.11
002948.SZ,青岛银行,2019-06-25,6.09,6.08
002948.SZ,青岛银行,2019-06-26,6.05,6.04
002948.SZ,青岛银行,2019-06-27,6.04,6.05
002948.SZ,青岛银行,2019-06-28,6.04,5.99
002948.SZ,青岛银行,2019-07-01,6.07,6.12
002948.SZ,青岛银行,2019-07-02,6.12,6.14
002948.SZ,青岛银行,2019-07-03,6.11,6.05
002948.SZ,青岛银行,2019-07-04,6.06,6.04
002948.SZ,青岛银行,2019-07-05,6.04,6.06
002948.SZ,青岛银行,2019-07-08,6.05,5.91
002948.SZ,青岛银行,2019-07-09,5.94,5.92
002948.SZ,青岛银行,2019-07-10,5.92,5.91
