代码,简称,日期,开盘价(元),收盘价(元)
002966.SZ,苏州银行,2019-08-02,9.21,11.06
002966.SZ,苏州银行,2019-08-05,12.16,12.16
002966.SZ,苏州银行,2019-08-06,13.38,13.38
002966.SZ,苏州银行,2019-08-07,14.72,12.71
002966.SZ,苏州银行,2019-08-08,12.16,11.77
002966.SZ,苏州银行,2019-08-09,11.52,10.94
002966.SZ,苏州银行,2019-08-12,10.77,11.06
002966.SZ,苏州银行,2019-08-13,10.87,10.56
002966.SZ,苏州银行,2019-08-14,10.70,10.39
002966.SZ,苏州银行,2019-08-15,10.01,10.17
002966.SZ,苏州银行,2019-08-16,10.18,10.26
002966.SZ,苏州银行,2019-08-19,10.17,10.72
002966.SZ,苏州银行,2019-08-20,10.60,10.50
002966.SZ,苏州银行,2019-08-21,10.52,10.26
002966.SZ,苏州银行,2019-08-22,10.28,10.30
002966.SZ,苏州银行,2019-08-23,10.30,10.28
002966.SZ,苏州银行,2019-08-26,10.00,9.99
002966.SZ,苏州银行,2019-08-27,10.04,10.33
002966.SZ,苏州银行,2019-08-28,10.27,10.15
002966.SZ,苏州银行,2019-08-29,10.19,10.08
002966.SZ,苏州银行,2019-08-30,10.16,9.96
002966.SZ,苏州银行,2019-09-02,9.97,10.31
002966.SZ,苏州银行,2019-09-03,10.27,10.23
002966.SZ,苏州银行,2019-09-04,10.23,10.53
002966.SZ,苏州银行,2019-09-05,10.65,10.72
002966.SZ,苏州银行,2019-09-06,10.80,10.62
002966.SZ,苏州银行,2019-09-09,10.89,10.68
002966.SZ,苏州银行,2019-09-10,10.63,10.61
002966.SZ,苏州银行,2019-09-11,10.68,10.55
002966.SZ,苏州银行,2019-09-12,10.55,10.61
002966.SZ,苏州银行,2019-09-16,10.61,10.48
002966.SZ,苏州银行,2019-09-17,10.42,10.12
002966.SZ,苏州银行,2019-09-18,10.14,10.11
002966.SZ,苏州银行,2019-09-19,10.16,10.19
002966.SZ,苏州银行,2019-09-20,10.20,10.17
002966.SZ,苏州银行,2019-09-23,10.10,10.09
002966.SZ,苏州银行,2019-09-24,10.16,10.21
002966.SZ,苏州银行,2019-09-25,10.11,10.14
002966.SZ,苏州银行,2019-09-26,10.15,10.49
002966.SZ,苏州银行,2019-09-27,10.38,10.41
002966.SZ,苏州银行,2019-09-30,10.40,9.89
002966.SZ,苏州银行,2019-10-08,9.74,9.64
002966.SZ,苏州银行,2019-10-09,9.58,9.82
002966.SZ,苏州银行,2019-10-10,9.77,9.75
002966.SZ,苏州银行,2019-10-11,9.73,9.85
002966.SZ,苏州银行,2019-10-14,9.86,10.51
002966.SZ,苏州银行,2019-10-15,10.41,10.85
002966.SZ,苏州银行,2019-10-16,10.89,10.70
002966.SZ,苏州银行,2019-10-17,10.62,10.55
002966.SZ,苏州银行,2019-10-18,10.56,10.09
002966.SZ,苏州银行,2019-10-21,10.00,10.00
002966.SZ,苏州银行,2019-10-22,10.07,10.03
002966.SZ,苏州银行,2019-10-23,9.99,9.95
002966.SZ,苏州银行,2019-10-24,9.91,10.17
002966.SZ,苏州银行,2019-10-25,10.14,10.10
002966.SZ,苏州银行,2019-10-28,10.06,10.09
002966.SZ,苏州银行,2019-10-29,10.07,9.85
002966.SZ,苏州银行,2019-10-30,9.83,9.69
002966.SZ,苏州银行,2019-10-31,9.72,9.65
002966.SZ,苏州银行,2019-11-01,9.61,9.74
002966.SZ,苏州银行,2019-11-04,9.73,9.67
002966.SZ,苏州银行,2019-11-05,9.69,9.81
002966.SZ,苏州银行,2019-11-06,9.77,9.67
002966.SZ,苏州银行,2019-11-07,9.69,9.66
002966.SZ,苏州银行,2019-11-08,9.72,9.59
002966.SZ,苏州银行,2019-11-11,9.54,9.22
002966.SZ,苏州银行,2019-11-12,9.20,9.15
002966.SZ,苏州银行,2019-11-13,9.14,8.99
002966.SZ,苏州银行,2019-11-14,8.95,9.03
002966.SZ,苏州银行,2019-11-15,9.00,8.81
002966.SZ,苏州银行,2019-11-18,8.79,8.77
002966.SZ,苏州银行,2019-11-19,8.75,8.85
002966.SZ,苏州银行,2019-11-20,8.85,8.80
002966.SZ,苏州银行,2019-11-21,8.76,8.72
002966.SZ,苏州银行,2019-11-22,8.74,8.67
002966.SZ,苏州银行,2019-11-25,8.68,8.79
002966.SZ,苏州银行,2019-11-26,8.75,8.79
002966.SZ,苏州银行,2019-11-27,8.75,8.65
002966.SZ,苏州银行,2019-11-28,8.64,8.61
002966.SZ,苏州银行,2019-11-29,8.63,8.64
002966.SZ,苏州银行,2019-12-02,8.64,8.59
002966.SZ,苏州银行,2019-12-03,8.57,8.56
002966.SZ,苏州银行,2019-12-04,8.52,8.52
002966.SZ,苏州银行,2019-12-05,8.53,8.61
002966.SZ,苏州银行,2019-12-06,8.62,8.59
002966.SZ,苏州银行,2019-12-09,8.57,8.59
002966.SZ,苏州银行,2019-12-10,8.59,8.52
002966.SZ,苏州银行,2019-12-11,8.54,8.61
002966.SZ,苏州银行,2019-12-12,8.60,8.52
002966.SZ,苏州银行,2019-12-13,8.59,8.78
002966.SZ,苏州银行,2019-12-16,8.73,8.80
002966.SZ,苏州银行,2019-12-17,8.79,9.68
002966.SZ,苏州银行,2019-12-18,10.04,10.65
002966.SZ,苏州银行,2019-12-19,11.23,10.82
002966.SZ,苏州银行,2019-12-20,10.60,10.45
002966.SZ,苏州银行,2019-12-23,10.21,9.78
002966.SZ,苏州银行,2019-12-24,9.88,9.90
002966.SZ,苏州银行,2019-12-25,9.85,9.93
002966.SZ,苏州银行,2019-12-26,9.88,10.28
002966.SZ,苏州银行,2019-12-27,10.11,9.91
002966.SZ,苏州银行,2019-12-30,9.57,9.82
002966.SZ,苏州银行,2019-12-31,9.75,9.94
002966.SZ,苏州银行,2020-01-02,10.43,10.10
002966.SZ,苏州银行,2020-01-03,9.94,9.94
002966.SZ,苏州银行,2020-01-06,9.80,9.84
002966.SZ,苏州银行,2020-01-07,9.87,10.00
002966.SZ,苏州银行,2020-01-08,9.91,9.68
002966.SZ,苏州银行,2020-01-09,9.78,9.85
002966.SZ,苏州银行,2020-01-10,9.89,9.76
002966.SZ,苏州银行,2020-01-13,9.79,9.81
002966.SZ,苏州银行,2020-01-14,9.84,9.74
