代码,简称,日期,开盘价(元),收盘价(元)
002807.SZ,江阴银行,2016-09-02,4.63,5.16
002807.SZ,江阴银行,2016-09-05,5.68,5.68
002807.SZ,江阴银行,2016-09-06,6.25,6.25
002807.SZ,江阴银行,2016-09-07,6.87,6.87
002807.SZ,江阴银行,2016-09-08,7.56,7.56
002807.SZ,江阴银行,2016-09-09,8.32,8.32
002807.SZ,江阴银行,2016-09-12,9.15,9.15
002807.SZ,江阴银行,2016-09-13,10.07,10.07
002807.SZ,江阴银行,2016-09-14,11.07,11.07
002807.SZ,江阴银行,2016-09-19,12.18,12.18
002807.SZ,江阴银行,2016-09-20,12.51,12.67
002807.SZ,江阴银行,2016-09-21,12.35,12.12
002807.SZ,江阴银行,2016-09-22,12.28,11.68
002807.SZ,江阴银行,2016-09-23,11.57,11.13
002807.SZ,江阴银行,2016-09-26,11.06,10.69
002807.SZ,江阴银行,2016-09-27,10.66,10.42
002807.SZ,江阴银行,2016-09-28,10.31,10.11
002807.SZ,江阴银行,2016-09-29,10.12,10.15
002807.SZ,江阴银行,2016-09-30,10.07,9.75
002807.SZ,江阴银行,2016-10-10,9.82,10.04
002807.SZ,江阴银行,2016-10-11,10.04,10.39
002807.SZ,江阴银行,2016-10-12,10.19,10.12
002807.SZ,江阴银行,2016-10-13,10.12,9.88
002807.SZ,江阴银行,2016-10-14,9.88,9.99
002807.SZ,江阴银行,2016-10-17,9.94,9.61
002807.SZ,江阴银行,2016-10-18,9.57,9.65
002807.SZ,江阴银行,2016-10-19,9.61,9.54
002807.SZ,江阴银行,2016-10-20,9.54,9.49
002807.SZ,江阴银行,2016-10-21,9.47,9.43
002807.SZ,江阴银行,2016-10-24,9.45,9.62
002807.SZ,江阴银行,2016-10-25,9.57,10.12
002807.SZ,江阴银行,2016-10-26,9.99,9.91
002807.SZ,江阴银行,2016-10-27,9.91,9.78
002807.SZ,江阴银行,2016-10-28,9.69,10.15
002807.SZ,江阴银行,2016-10-31,10.00,10.34
002807.SZ,江阴银行,2016-11-01,10.19,10.17
002807.SZ,江阴银行,2016-11-02,10.11,9.96
002807.SZ,江阴银行,2016-11-03,9.88,9.95
002807.SZ,江阴银行,2016-11-04,9.91,9.81
002807.SZ,江阴银行,2016-11-07,9.81,9.80
002807.SZ,江阴银行,2016-11-08,9.81,10.00
002807.SZ,江阴银行,2016-11-09,9.96,9.80
002807.SZ,江阴银行,2016-11-10,9.91,10.22
002807.SZ,江阴银行,2016-11-11,10.25,10.46
002807.SZ,江阴银行,2016-11-14,10.36,10.79
002807.SZ,江阴银行,2016-11-15,10.69,10.61
002807.SZ,江阴银行,2016-11-16,10.61,10.58
002807.SZ,江阴银行,2016-11-17,10.54,10.45
002807.SZ,江阴银行,2016-11-18,10.42,10.30
002807.SZ,江阴银行,2016-11-21,10.32,10.33
002807.SZ,江阴银行,2016-11-22,10.32,10.41
002807.SZ,江阴银行,2016-11-23,10.42,10.39
002807.SZ,江阴银行,2016-11-24,10.29,10.22
002807.SZ,江阴银行,2016-11-25,10.22,10.31
002807.SZ,江阴银行,2016-11-28,10.32,10.33
002807.SZ,江阴银行,2016-11-29,10.27,9.92
002807.SZ,江阴银行,2016-11-30,9.85,9.72
002807.SZ,江阴银行,2016-12-01,9.77,9.78
002807.SZ,江阴银行,2016-12-02,9.77,9.59
002807.SZ,江阴银行,2016-12-05,9.50,9.63
002807.SZ,江阴银行,2016-12-06,9.64,9.67
002807.SZ,江阴银行,2016-12-07,9.64,9.73
002807.SZ,江阴银行,2016-12-08,9.73,9.81
002807.SZ,江阴银行,2016-12-09,9.80,9.84
002807.SZ,江阴银行,2016-12-12,9.81,9.17
002807.SZ,江阴银行,2016-12-13,9.17,9.17
002807.SZ,江阴银行,2016-12-14,9.16,9.17
002807.SZ,江阴银行,2016-12-15,9.12,9.13
002807.SZ,江阴银行,2016-12-16,9.11,9.17
002807.SZ,江阴银行,2016-12-19,9.16,8.99
002807.SZ,江阴银行,2016-12-20,8.98,8.70
002807.SZ,江阴银行,2016-12-21,8.73,8.78
002807.SZ,江阴银行,2016-12-22,8.76,8.68
002807.SZ,江阴银行,2016-12-23,8.64,8.41
002807.SZ,江阴银行,2016-12-26,8.34,8.48
002807.SZ,江阴银行,2016-12-27,8.43,8.38
002807.SZ,江阴银行,2016-12-28,8.37,8.30
002807.SZ,江阴银行,2016-12-29,8.30,8.33
002807.SZ,江阴银行,2016-12-30,8.31,8.35
002807.SZ,江阴银行,2017-01-03,8.36,8.52
002807.SZ,江阴银行,2017-01-04,8.52,8.52
002807.SZ,江阴银行,2017-01-05,8.51,8.51
002807.SZ,江阴银行,2017-01-06,8.49,8.38
002807.SZ,江阴银行,2017-01-09,8.36,8.34
002807.SZ,江阴银行,2017-01-10,8.34,8.23
002807.SZ,江阴银行,2017-01-11,8.23,8.11
002807.SZ,江阴银行,2017-01-12,8.09,8.01
002807.SZ,江阴银行,2017-01-13,8.01,7.86
002807.SZ,江阴银行,2017-01-16,7.83,7.49
002807.SZ,江阴银行,2017-01-17,7.44,7.55
002807.SZ,江阴银行,2017-01-18,7.53,7.40
002807.SZ,江阴银行,2017-01-19,7.36,7.37
002807.SZ,江阴银行,2017-01-20,7.36,7.54
002807.SZ,江阴银行,2017-01-23,7.51,7.55
002807.SZ,江阴银行,2017-01-24,7.55,7.57
002807.SZ,江阴银行,2017-01-25,7.54,7.56
002807.SZ,江阴银行,2017-01-26,7.57,7.65
002807.SZ,江阴银行,2017-02-03,7.65,7.57
002807.SZ,江阴银行,2017-02-06,7.56,7.69
