代码,简称,日期,开盘价(元),收盘价(元)
600291.SH,西水股份,2010-01-04,13.63,13.59
600291.SH,西水股份,2010-01-05,13.58,13.58
600291.SH,西水股份,2010-01-06,13.64,13.58
600291.SH,西水股份,2010-01-07,13.65,12.98
600291.SH,西水股份,2010-01-08,12.92,13.18
600291.SH,西水股份,2010-01-11,13.47,13.15
600291.SH,西水股份,2010-01-12,13.07,13.39
600291.SH,西水股份,2010-01-13,13.13,13.12
600291.SH,西水股份,2010-01-14,13.08,13.49
600291.SH,西水股份,2010-01-15,13.51,13.53
600291.SH,西水股份,2010-01-18,13.54,13.77
600291.SH,西水股份,2010-01-19,13.76,13.72
600291.SH,西水股份,2010-01-20,13.70,12.99
600291.SH,西水股份,2010-01-21,12.96,12.91
600291.SH,西水股份,2010-01-22,12.67,12.59
600291.SH,西水股份,2010-01-25,12.70,12.63
600291.SH,西水股份,2010-01-26,12.59,12.18
600291.SH,西水股份,2010-01-27,12.19,12.38
600291.SH,西水股份,2010-01-28,12.26,12.88
600291.SH,西水股份,2010-01-29,13.19,13.03
600291.SH,西水股份,2010-02-01,12.92,12.77
600291.SH,西水股份,2010-02-02,12.79,12.59
600291.SH,西水股份,2010-02-03,12.52,12.75
600291.SH,西水股份,2010-02-04,12.70,12.94
600291.SH,西水股份,2010-02-05,12.70,12.79
600291.SH,西水股份,2010-02-08,12.76,12.66
600291.SH,西水股份,2010-02-09,12.59,12.63
600291.SH,西水股份,2010-02-10,12.66,12.62
600291.SH,西水股份,2010-02-11,12.63,12.44
600291.SH,西水股份,2010-02-12,12.54,12.57
600291.SH,西水股份,2010-02-22,12.59,12.66
600291.SH,西水股份,2010-02-23,12.61,12.51
600291.SH,西水股份,2010-02-24,12.51,12.86
600291.SH,西水股份,2010-02-25,12.89,13.12
600291.SH,西水股份,2010-02-26,13.17,12.95
600291.SH,西水股份,2010-03-01,12.97,13.24
600291.SH,西水股份,2010-03-02,13.37,13.21
600291.SH,西水股份,2010-03-03,13.25,13.25
600291.SH,西水股份,2010-03-04,13.25,12.67
600291.SH,西水股份,2010-03-05,12.68,12.70
600291.SH,西水股份,2010-03-08,12.71,12.77
600291.SH,西水股份,2010-03-09,12.77,12.70
600291.SH,西水股份,2010-03-10,12.70,12.74
600291.SH,西水股份,2010-03-11,12.71,12.59
600291.SH,西水股份,2010-03-12,12.48,12.31
600291.SH,西水股份,2010-03-15,12.39,12.15
600291.SH,西水股份,2010-03-16,12.18,12.37
600291.SH,西水股份,2010-03-17,12.42,12.64
600291.SH,西水股份,2010-03-18,12.67,12.54
600291.SH,西水股份,2010-03-19,12.59,12.75
600291.SH,西水股份,2010-03-22,12.75,12.73
600291.SH,西水股份,2010-03-23,12.75,12.42
600291.SH,西水股份,2010-03-24,12.61,13.66
600291.SH,西水股份,2010-03-25,13.66,13.67
600291.SH,西水股份,2010-03-26,13.54,13.56
600291.SH,西水股份,2010-03-29,13.58,13.63
600291.SH,西水股份,2010-03-30,13.66,13.56
600291.SH,西水股份,2010-03-31,13.46,13.74
600291.SH,西水股份,2010-04-01,13.77,14.05
600291.SH,西水股份,2010-04-02,14.14,14.11
600291.SH,西水股份,2010-04-06,14.23,14.03
600291.SH,西水股份,2010-04-07,14.07,13.77
600291.SH,西水股份,2010-04-08,13.80,13.91
600291.SH,西水股份,2010-04-09,13.91,14.64
600291.SH,西水股份,2010-04-12,14.71,14.84
