代码,简称,日期,开盘价(元),收盘价(元)
601990.SH,南京证券,2018-06-13,3.74,4.49
601990.SH,南京证券,2018-06-14,4.94,4.94
601990.SH,南京证券,2018-06-15,5.43,5.43
601990.SH,南京证券,2018-06-19,5.97,5.97
601990.SH,南京证券,2018-06-20,6.57,6.57
601990.SH,南京证券,2018-06-21,7.23,7.23
601990.SH,南京证券,2018-06-22,7.96,7.96
601990.SH,南京证券,2018-06-25,8.51,7.90
601990.SH,南京证券,2018-06-26,8.02,8.69
601990.SH,南京证券,2018-06-27,9.49,8.93
601990.SH,南京证券,2018-06-28,8.63,9.16
601990.SH,南京证券,2018-06-29,8.98,8.92
601990.SH,南京证券,2018-07-02,9.13,9.02
601990.SH,南京证券,2018-07-03,8.75,8.66
601990.SH,南京证券,2018-07-04,8.55,7.80
601990.SH,南京证券,2018-07-05,8.01,8.58
601990.SH,南京证券,2018-07-06,8.63,8.70
601990.SH,南京证券,2018-07-09,8.60,8.91
601990.SH,南京证券,2018-07-10,8.75,9.16
601990.SH,南京证券,2018-07-11,8.76,9.07
601990.SH,南京证券,2018-07-12,8.87,9.98
601990.SH,南京证券,2018-07-13,10.52,10.33
601990.SH,南京证券,2018-07-16,10.36,9.71
601990.SH,南京证券,2018-07-17,9.40,9.44
601990.SH,南京证券,2018-07-18,9.35,9.01
601990.SH,南京证券,2018-07-19,8.87,8.70
601990.SH,南京证券,2018-07-20,8.62,9.30
601990.SH,南京证券,2018-07-23,8.89,9.02
601990.SH,南京证券,2018-07-24,8.94,9.30
601990.SH,南京证券,2018-07-25,9.20,9.11
601990.SH,南京证券,2018-07-26,9.02,8.72
601990.SH,南京证券,2018-07-27,8.65,8.74
601990.SH,南京证券,2018-07-30,8.61,8.37
601990.SH,南京证券,2018-07-31,8.38,8.30
601990.SH,南京证券,2018-08-01,8.28,7.99
601990.SH,南京证券,2018-08-02,7.84,7.52
601990.SH,南京证券,2018-08-03,7.49,7.34
601990.SH,南京证券,2018-08-06,7.28,7.41
601990.SH,南京证券,2018-08-07,7.44,7.58
601990.SH,南京证券,2018-08-08,7.46,6.97
601990.SH,南京证券,2018-08-09,6.94,7.09
601990.SH,南京证券,2018-08-10,7.05,7.11
601990.SH,南京证券,2018-08-13,6.94,7.11
601990.SH,南京证券,2018-08-14,7.08,7.23
601990.SH,南京证券,2018-08-15,7.22,6.94
601990.SH,南京证券,2018-08-16,6.74,7.10
601990.SH,南京证券,2018-08-17,7.08,6.92
601990.SH,南京证券,2018-08-20,6.86,7.27
601990.SH,南京证券,2018-08-21,7.20,7.32
601990.SH,南京证券,2018-08-22,7.25,7.27
601990.SH,南京证券,2018-08-23,7.22,7.61
601990.SH,南京证券,2018-08-24,7.51,7.59
601990.SH,南京证券,2018-08-27,7.56,7.67
601990.SH,南京证券,2018-08-28,7.61,7.52
601990.SH,南京证券,2018-08-29,7.42,7.50
601990.SH,南京证券,2018-08-30,7.50,7.07
601990.SH,南京证券,2018-08-31,6.99,6.97
601990.SH,南京证券,2018-09-03,6.99,6.94
601990.SH,南京证券,2018-09-04,6.97,7.17
601990.SH,南京证券,2018-09-05,7.10,6.99
601990.SH,南京证券,2018-09-06,6.98,7.17
601990.SH,南京证券,2018-09-07,7.13,7.31
601990.SH,南京证券,2018-09-10,7.27,7.07
601990.SH,南京证券,2018-09-11,7.03,7.27
601990.SH,南京证券,2018-09-12,7.21,7.53
601990.SH,南京证券,2018-09-13,7.63,7.55
601990.SH,南京证券,2018-09-14,7.49,7.25
601990.SH,南京证券,2018-09-17,7.11,7.31
601990.SH,南京证券,2018-09-18,7.25,7.64
601990.SH,南京证券,2018-09-19,7.55,7.56
601990.SH,南京证券,2018-09-20,7.58,7.47
601990.SH,南京证券,2018-09-21,7.50,7.73
601990.SH,南京证券,2018-09-25,7.64,7.64
601990.SH,南京证券,2018-09-26,7.63,7.59
601990.SH,南京证券,2018-09-27,7.56,7.40
601990.SH,南京证券,2018-09-28,7.40,7.50
601990.SH,南京证券,2018-10-08,7.25,6.87
601990.SH,南京证券,2018-10-09,6.87,6.89
601990.SH,南京证券,2018-10-10,6.89,6.90
601990.SH,南京证券,2018-10-11,6.50,6.21
601990.SH,南京证券,2018-10-12,6.01,6.05
601990.SH,南京证券,2018-10-15,6.07,5.79
601990.SH,南京证券,2018-10-16,5.80,5.92
601990.SH,南京证券,2018-10-17,6.02,5.79
601990.SH,南京证券,2018-10-18,5.68,5.59
601990.SH,南京证券,2018-10-19,5.51,5.79
601990.SH,南京证券,2018-10-22,5.84,6.38
601990.SH,南京证券,2018-10-23,7.02,7.02
601990.SH,南京证券,2018-10-24,6.94,7.34
601990.SH,南京证券,2018-10-25,6.99,8.07
601990.SH,南京证券,2018-10-26,7.89,7.63
601990.SH,南京证券,2018-10-29,7.59,7.58
601990.SH,南京证券,2018-10-30,7.58,8.33
601990.SH,南京证券,2018-10-31,8.60,8.35
601990.SH,南京证券,2018-11-01,8.24,8.59
601990.SH,南京证券,2018-11-02,8.71,8.73
601990.SH,南京证券,2018-11-05,8.56,8.97
601990.SH,南京证券,2018-11-06,8.78,8.53
601990.SH,南京证券,2018-11-07,8.40,8.31
601990.SH,南京证券,2018-11-08,8.39,8.24
601990.SH,南京证券,2018-11-09,8.12,8.30
601990.SH,南京证券,2018-11-12,8.22,8.37
601990.SH,南京证券,2018-11-13,8.19,8.60
601990.SH,南京证券,2018-11-14,8.42,8.29
601990.SH,南京证券,2018-11-15,8.22,8.42
601990.SH,南京证券,2018-11-16,8.42,8.55
601990.SH,南京证券,2018-11-19,8.42,8.99
601990.SH,南京证券,2018-11-20,8.82,8.51
601990.SH,南京证券,2018-11-21,8.30,8.22
601990.SH,南京证券,2018-11-22,8.20,8.05
601990.SH,南京证券,2018-11-23,8.05,7.72
601990.SH,南京证券,2018-11-26,7.71,7.78
601990.SH,南京证券,2018-11-27,7.82,7.82
601990.SH,南京证券,2018-11-28,7.74,8.06
601990.SH,南京证券,2018-11-29,8.05,7.36
601990.SH,南京证券,2018-11-30,7.37,7.49
601990.SH,南京证券,2018-12-03,7.90,7.69
601990.SH,南京证券,2018-12-04,7.73,7.82
601990.SH,南京证券,2018-12-05,7.61,7.61
601990.SH,南京证券,2018-12-06,7.58,7.47
601990.SH,南京证券,2018-12-07,7.54,7.68
601990.SH,南京证券,2018-12-10,7.57,7.60
601990.SH,南京证券,2018-12-11,7.61,7.65
601990.SH,南京证券,2018-12-12,7.73,7.77
601990.SH,南京证券,2018-12-13,7.82,7.80
601990.SH,南京证券,2018-12-14,7.69,7.49
601990.SH,南京证券,2018-12-17,7.49,7.60
601990.SH,南京证券,2018-12-18,7.54,7.51
601990.SH,南京证券,2018-12-19,7.55,7.47
601990.SH,南京证券,2018-12-20,7.47,7.67
601990.SH,南京证券,2018-12-21,7.59,7.64
601990.SH,南京证券,2018-12-24,7.62,7.54
601990.SH,南京证券,2018-12-25,7.40,7.39
601990.SH,南京证券,2018-12-26,7.31,7.22
601990.SH,南京证券,2018-12-27,7.45,7.03
601990.SH,南京证券,2018-12-28,7.02,7.15
601990.SH,南京证券,2019-01-02,7.10,7.13
601990.SH,南京证券,2019-01-03,7.13,7.31
601990.SH,南京证券,2019-01-04,7.19,8.05
601990.SH,南京证券,2019-01-07,8.05,8.04
601990.SH,南京证券,2019-01-08,7.96,8.06
601990.SH,南京证券,2019-01-09,8.03,8.12
601990.SH,南京证券,2019-01-10,8.05,7.82
601990.SH,南京证券,2019-01-11,7.89,7.87
601990.SH,南京证券,2019-01-14,7.96,7.87
601990.SH,南京证券,2019-01-15,7.83,8.19
601990.SH,南京证券,2019-01-16,8.12,7.94
601990.SH,南京证券,2019-01-17,7.91,7.78
601990.SH,南京证券,2019-01-18,7.81,7.83
601990.SH,南京证券,2019-01-21,7.85,7.80
601990.SH,南京证券,2019-01-22,7.77,7.79
601990.SH,南京证券,2019-01-23,7.73,7.69
601990.SH,南京证券,2019-01-24,7.73,7.87
601990.SH,南京证券,2019-01-25,7.80,7.67
601990.SH,南京证券,2019-01-28,7.77,7.54
601990.SH,南京证券,2019-01-29,7.48,7.35
601990.SH,南京证券,2019-01-30,7.27,7.27
601990.SH,南京证券,2019-01-31,7.31,7.13
601990.SH,南京证券,2019-02-01,7.26,7.36
601990.SH,南京证券,2019-02-11,7.40,7.50
601990.SH,南京证券,2019-02-12,7.50,7.52
601990.SH,南京证券,2019-02-13,7.50,7.83
601990.SH,南京证券,2019-02-14,7.76,7.73
601990.SH,南京证券,2019-02-15,7.71,7.70
601990.SH,南京证券,2019-02-18,7.75,8.02
601990.SH,南京证券,2019-02-19,8.02,8.14
601990.SH,南京证券,2019-02-20,8.05,8.08
601990.SH,南京证券,2019-02-21,7.97,8.03
601990.SH,南京证券,2019-02-22,8.05,8.83
601990.SH,南京证券,2019-02-25,9.72,9.72
601990.SH,南京证券,2019-02-26,10.69,10.57
601990.SH,南京证券,2019-02-27,10.44,11.63
601990.SH,南京证券,2019-02-28,11.16,10.52
601990.SH,南京证券,2019-03-01,10.60,10.89
601990.SH,南京证券,2019-03-04,10.93,11.20
601990.SH,南京证券,2019-03-05,10.85,11.24
601990.SH,南京证券,2019-03-06,11.23,12.37
601990.SH,南京证券,2019-03-07,12.56,13.19
601990.SH,南京证券,2019-03-08,11.88,11.88
601990.SH,南京证券,2019-03-11,11.67,11.65
601990.SH,南京证券,2019-03-12,11.69,11.83
601990.SH,南京证券,2019-03-13,11.71,11.39
601990.SH,南京证券,2019-03-14,11.05,10.98
601990.SH,南京证券,2019-03-15,11.14,11.26
601990.SH,南京证券,2019-03-18,11.21,11.45
601990.SH,南京证券,2019-03-19,11.39,11.54
601990.SH,南京证券,2019-03-20,11.45,11.97
601990.SH,南京证券,2019-03-21,11.97,12.02
601990.SH,南京证券,2019-03-22,11.88,11.64
