代码,简称,日期,开盘价(元),收盘价(元)
600837.SH,海通证券,2010-01-04,15.88,15.33
600837.SH,海通证券,2010-01-05,15.46,15.91
600837.SH,海通证券,2010-01-06,16.00,15.75
600837.SH,海通证券,2010-01-07,15.70,15.38
600837.SH,海通证券,2010-01-08,15.22,15.65
600837.SH,海通证券,2010-01-11,17.12,15.82
600837.SH,海通证券,2010-01-12,15.63,15.84
600837.SH,海通证券,2010-01-13,15.23,15.03
600837.SH,海通证券,2010-01-14,15.05,15.20
600837.SH,海通证券,2010-01-15,15.22,15.12
600837.SH,海通证券,2010-01-18,14.98,14.72
600837.SH,海通证券,2010-01-19,14.70,14.94
600837.SH,海通证券,2010-01-20,14.93,14.61
600837.SH,海通证券,2010-01-21,14.60,14.71
600837.SH,海通证券,2010-01-22,14.47,14.28
600837.SH,海通证券,2010-01-25,14.25,14.52
600837.SH,海通证券,2010-01-26,14.56,14.47
600837.SH,海通证券,2010-01-27,14.55,14.19
600837.SH,海通证券,2010-01-28,14.18,13.90
600837.SH,海通证券,2010-01-29,13.77,14.05
600837.SH,海通证券,2010-02-01,13.96,13.69
600837.SH,海通证券,2010-02-02,13.79,13.70
600837.SH,海通证券,2010-02-03,13.81,14.22
600837.SH,海通证券,2010-02-04,14.08,14.13
600837.SH,海通证券,2010-02-05,13.81,13.79
600837.SH,海通证券,2010-02-08,13.79,13.95
600837.SH,海通证券,2010-02-09,13.92,14.08
600837.SH,海通证券,2010-02-10,14.22,14.50
600837.SH,海通证券,2010-02-11,14.51,14.38
600837.SH,海通证券,2010-02-12,14.46,14.38
600837.SH,海通证券,2010-02-22,14.46,14.45
600837.SH,海通证券,2010-02-23,14.37,14.06
600837.SH,海通证券,2010-02-24,13.91,14.22
600837.SH,海通证券,2010-02-25,14.23,14.39
600837.SH,海通证券,2010-02-26,14.31,14.12
600837.SH,海通证券,2010-03-01,14.06,14.21
600837.SH,海通证券,2010-03-02,14.22,14.03
600837.SH,海通证券,2010-03-03,14.03,14.22
600837.SH,海通证券,2010-03-04,14.22,13.79
600837.SH,海通证券,2010-03-05,13.85,14.01
600837.SH,海通证券,2010-03-08,14.05,13.95
600837.SH,海通证券,2010-03-09,13.93,14.05
600837.SH,海通证券,2010-03-10,14.07,14.09
600837.SH,海通证券,2010-03-11,14.14,14.31
600837.SH,海通证券,2010-03-12,14.31,14.12
600837.SH,海通证券,2010-03-15,14.10,14.05
600837.SH,海通证券,2010-03-16,14.01,14.11
600837.SH,海通证券,2010-03-17,14.15,14.37
600837.SH,海通证券,2010-03-18,14.40,14.25
600837.SH,海通证券,2010-03-19,14.27,14.28
600837.SH,海通证券,2010-03-22,14.35,14.19
600837.SH,海通证券,2010-03-23,14.19,13.95
600837.SH,海通证券,2010-03-24,13.96,13.98
600837.SH,海通证券,2010-03-25,13.93,13.61
600837.SH,海通证券,2010-03-26,13.61,13.73
600837.SH,海通证券,2010-03-29,13.90,14.12
600837.SH,海通证券,2010-03-30,14.12,14.09
600837.SH,海通证券,2010-03-31,14.18,13.98
600837.SH,海通证券,2010-04-01,14.00,14.03
600837.SH,海通证券,2010-04-02,14.03,13.87
600837.SH,海通证券,2010-04-06,13.88,13.88
600837.SH,海通证券,2010-04-07,13.84,13.70
600837.SH,海通证券,2010-04-08,13.66,13.47
600837.SH,海通证券,2010-04-09,13.50,13.54
600837.SH,海通证券,2010-04-12,13.55,13.36
600837.SH,海通证券,2010-04-13,13.40,13.69
600837.SH,海通证券,2010-04-14,13.73,13.60
600837.SH,海通证券,2010-04-15,13.64,13.69
600837.SH,海通证券,2010-04-16,13.72,13.39
600837.SH,海通证券,2010-04-19,13.28,12.35
600837.SH,海通证券,2010-04-20,12.32,11.82
600837.SH,海通证券,2010-04-21,11.82,11.93
600837.SH,海通证券,2010-04-22,11.88,11.60
600837.SH,海通证券,2010-04-23,11.61,11.50
600837.SH,海通证券,2010-04-26,11.52,11.27
600837.SH,海通证券,2010-04-27,11.21,10.83
