代码,简称,日期,开盘价(元),收盘价(元)
002926.SZ,华西证券,2018-02-05,11.14,13.37
002926.SZ,华西证券,2018-02-06,14.70,14.70
002926.SZ,华西证券,2018-02-07,16.17,16.17
002926.SZ,华西证券,2018-02-08,17.79,16.35
002926.SZ,华西证券,2018-02-09,15.52,15.47
002926.SZ,华西证券,2018-02-12,15.74,15.81
002926.SZ,华西证券,2018-02-13,15.68,14.55
002926.SZ,华西证券,2018-02-14,14.10,13.74
002926.SZ,华西证券,2018-02-22,13.89,13.85
002926.SZ,华西证券,2018-02-23,13.75,14.03
002926.SZ,华西证券,2018-02-26,14.33,14.89
002926.SZ,华西证券,2018-02-27,14.61,14.51
002926.SZ,华西证券,2018-02-28,14.14,14.29
002926.SZ,华西证券,2018-03-01,14.12,14.58
002926.SZ,华西证券,2018-03-02,14.40,14.34
002926.SZ,华西证券,2018-03-05,14.16,14.21
002926.SZ,华西证券,2018-03-06,14.34,14.92
002926.SZ,华西证券,2018-03-07,14.80,14.47
002926.SZ,华西证券,2018-03-08,14.34,14.63
002926.SZ,华西证券,2018-03-09,14.66,15.06
002926.SZ,华西证券,2018-03-12,15.35,15.17
002926.SZ,华西证券,2018-03-13,15.03,14.79
002926.SZ,华西证券,2018-03-14,14.74,14.84
002926.SZ,华西证券,2018-03-15,14.23,14.03
002926.SZ,华西证券,2018-03-16,13.98,13.85
002926.SZ,华西证券,2018-03-19,13.84,13.99
002926.SZ,华西证券,2018-03-20,13.82,13.93
002926.SZ,华西证券,2018-03-21,13.93,14.04
002926.SZ,华西证券,2018-03-22,13.98,13.89
002926.SZ,华西证券,2018-03-23,13.15,12.55
002926.SZ,华西证券,2018-03-26,12.32,12.77
002926.SZ,华西证券,2018-03-27,13.00,12.97
002926.SZ,华西证券,2018-03-28,12.75,12.89
002926.SZ,华西证券,2018-03-29,13.04,13.12
002926.SZ,华西证券,2018-03-30,13.13,13.20
002926.SZ,华西证券,2018-04-02,13.19,13.10
002926.SZ,华西证券,2018-04-03,12.80,12.89
002926.SZ,华西证券,2018-04-04,13.01,12.99
002926.SZ,华西证券,2018-04-09,12.88,13.26
002926.SZ,华西证券,2018-04-10,13.35,13.61
002926.SZ,华西证券,2018-04-11,13.41,13.38
002926.SZ,华西证券,2018-04-12,13.35,13.42
002926.SZ,华西证券,2018-04-13,13.53,13.07
002926.SZ,华西证券,2018-04-16,12.93,12.69
002926.SZ,华西证券,2018-04-17,12.77,12.57
002926.SZ,华西证券,2018-04-18,12.76,12.80
002926.SZ,华西证券,2018-04-19,12.75,12.76
002926.SZ,华西证券,2018-04-20,12.68,12.18
002926.SZ,华西证券,2018-04-23,12.21,12.29
002926.SZ,华西证券,2018-04-24,12.27,12.64
002926.SZ,华西证券,2018-04-25,12.46,12.51
002926.SZ,华西证券,2018-04-26,12.49,12.05
002926.SZ,华西证券,2018-04-27,12.12,12.19
002926.SZ,华西证券,2018-05-02,12.56,12.23
002926.SZ,华西证券,2018-05-03,12.17,12.66
002926.SZ,华西证券,2018-05-04,12.52,12.42
002926.SZ,华西证券,2018-05-07,12.51,12.61
002926.SZ,华西证券,2018-05-08,12.57,12.64
002926.SZ,华西证券,2018-05-09,12.61,12.51
002926.SZ,华西证券,2018-05-10,12.56,12.60
002926.SZ,华西证券,2018-05-11,12.63,12.32
002926.SZ,华西证券,2018-05-14,12.28,12.35
002926.SZ,华西证券,2018-05-15,12.46,12.42
002926.SZ,华西证券,2018-05-16,12.37,12.21
002926.SZ,华西证券,2018-05-17,12.22,12.23
002926.SZ,华西证券,2018-05-18,12.25,12.41
002926.SZ,华西证券,2018-05-21,12.50,12.50
002926.SZ,华西证券,2018-05-22,12.47,12.73
002926.SZ,华西证券,2018-05-23,12.63,12.50
002926.SZ,华西证券,2018-05-24,12.46,12.43
002926.SZ,华西证券,2018-05-25,12.40,12.24
002926.SZ,华西证券,2018-05-28,12.20,12.28
002926.SZ,华西证券,2018-05-29,12.23,12.07
002926.SZ,华西证券,2018-05-30,11.80,11.28
002926.SZ,华西证券,2018-05-31,11.38,11.40
002926.SZ,华西证券,2018-06-01,11.35,11.49
002926.SZ,华西证券,2018-06-04,11.48,11.38
002926.SZ,华西证券,2018-06-05,11.43,11.53
002926.SZ,华西证券,2018-06-06,11.48,11.56
002926.SZ,华西证券,2018-06-07,11.59,11.57
002926.SZ,华西证券,2018-06-08,11.49,11.25
002926.SZ,华西证券,2018-06-11,11.21,11.27
002926.SZ,华西证券,2018-06-12,11.25,11.32
002926.SZ,华西证券,2018-06-13,11.27,10.96
002926.SZ,华西证券,2018-06-14,10.94,11.01
002926.SZ,华西证券,2018-06-15,11.01,10.72
002926.SZ,华西证券,2018-06-19,10.58,9.65
002926.SZ,华西证券,2018-06-20,9.61,9.69
002926.SZ,华西证券,2018-06-21,9.67,9.24
002926.SZ,华西证券,2018-06-22,9.21,9.46
002926.SZ,华西证券,2018-06-25,9.54,9.41
002926.SZ,华西证券,2018-06-26,9.25,9.72
002926.SZ,华西证券,2018-06-27,9.71,9.62
002926.SZ,华西证券,2018-06-28,9.64,9.68
002926.SZ,华西证券,2018-06-29,9.63,9.85
002926.SZ,华西证券,2018-07-02,9.81,9.51
002926.SZ,华西证券,2018-07-03,9.49,9.66
002926.SZ,华西证券,2018-07-04,9.62,9.36
002926.SZ,华西证券,2018-07-05,9.42,9.35
002926.SZ,华西证券,2018-07-06,9.37,9.39
002926.SZ,华西证券,2018-07-09,9.40,9.54
002926.SZ,华西证券,2018-07-10,9.52,9.56
002926.SZ,华西证券,2018-07-11,9.38,9.23
002926.SZ,华西证券,2018-07-12,9.24,9.86
002926.SZ,华西证券,2018-07-13,9.79,9.66
002926.SZ,华西证券,2018-07-16,9.70,9.58
002926.SZ,华西证券,2018-07-17,9.55,9.57
002926.SZ,华西证券,2018-07-18,9.57,9.39
002926.SZ,华西证券,2018-07-19,9.38,9.31
002926.SZ,华西证券,2018-07-20,9.29,9.69
002926.SZ,华西证券,2018-07-23,9.55,9.84
002926.SZ,华西证券,2018-07-24,9.81,10.01
002926.SZ,华西证券,2018-07-25,9.93,9.94
002926.SZ,华西证券,2018-07-26,9.96,9.85
002926.SZ,华西证券,2018-07-27,9.81,9.79
002926.SZ,华西证券,2018-07-30,9.77,9.79
002926.SZ,华西证券,2018-07-31,9.74,9.81
002926.SZ,华西证券,2018-08-01,9.84,9.59
002926.SZ,华西证券,2018-08-02,9.52,9.23
002926.SZ,华西证券,2018-08-03,9.24,9.14
002926.SZ,华西证券,2018-08-06,9.21,9.10
002926.SZ,华西证券,2018-08-07,9.13,9.32
002926.SZ,华西证券,2018-08-08,9.25,9.13
002926.SZ,华西证券,2018-08-09,9.09,9.29
002926.SZ,华西证券,2018-08-10,9.26,9.29
002926.SZ,华西证券,2018-08-13,9.18,9.23
002926.SZ,华西证券,2018-08-14,9.23,9.26
002926.SZ,华西证券,2018-08-15,9.28,9.10
002926.SZ,华西证券,2018-08-16,9.04,9.19
002926.SZ,华西证券,2018-08-17,9.24,9.05
002926.SZ,华西证券,2018-08-20,9.04,9.20
002926.SZ,华西证券,2018-08-21,9.18,9.24
002926.SZ,华西证券,2018-08-22,9.23,9.13
002926.SZ,华西证券,2018-08-23,9.14,9.25
002926.SZ,华西证券,2018-08-24,9.23,9.30
002926.SZ,华西证券,2018-08-27,9.28,9.43
002926.SZ,华西证券,2018-08-28,9.42,9.35
002926.SZ,华西证券,2018-08-29,9.35,9.27
002926.SZ,华西证券,2018-08-30,9.29,9.12
002926.SZ,华西证券,2018-08-31,9.14,9.12
002926.SZ,华西证券,2018-09-03,9.12,9.14
002926.SZ,华西证券,2018-09-04,9.14,9.21
002926.SZ,华西证券,2018-09-05,9.20,9.08
002926.SZ,华西证券,2018-09-06,9.08,9.09
002926.SZ,华西证券,2018-09-07,9.09,9.12
002926.SZ,华西证券,2018-09-10,9.10,8.83
002926.SZ,华西证券,2018-09-11,8.84,8.84
002926.SZ,华西证券,2018-09-12,8.84,8.88
002926.SZ,华西证券,2018-09-13,8.95,8.97
002926.SZ,华西证券,2018-09-14,8.95,8.85
002926.SZ,华西证券,2018-09-17,8.82,8.68
002926.SZ,华西证券,2018-09-18,8.65,8.86
002926.SZ,华西证券,2018-09-19,8.81,8.91
