代码,简称,日期,开盘价(元),收盘价(元)
601995.SH,中金公司,2020-11-02,34.54,37.70
601995.SH,中金公司,2020-11-03,38.41,41.47
601995.SH,中金公司,2020-11-04,41.55,44.30
601995.SH,中金公司,2020-11-05,44.37,47.20
601995.SH,中金公司,2020-11-06,48.15,51.92
601995.SH,中金公司,2020-11-09,54.00,57.11
601995.SH,中金公司,2020-11-10,59.00,60.11
601995.SH,中金公司,2020-11-11,58.80,59.60
601995.SH,中金公司,2020-11-12,58.17,56.22
601995.SH,中金公司,2020-11-13,55.01,57.20
601995.SH,中金公司,2020-11-16,56.80,60.38
601995.SH,中金公司,2020-11-17,59.33,58.93
601995.SH,中金公司,2020-11-18,58.58,60.00
601995.SH,中金公司,2020-11-19,58.80,57.13
601995.SH,中金公司,2020-11-20,56.55,58.36
601995.SH,中金公司,2020-11-23,58.30,62.00
601995.SH,中金公司,2020-11-24,61.18,62.75
601995.SH,中金公司,2020-11-25,63.10,60.18
601995.SH,中金公司,2020-11-26,59.56,62.20
601995.SH,中金公司,2020-11-27,61.49,62.95
601995.SH,中金公司,2020-11-30,63.88,65.19
601995.SH,中金公司,2020-12-01,63.90,68.02
601995.SH,中金公司,2020-12-02,67.01,68.00
601995.SH,中金公司,2020-12-03,67.00,65.98
601995.SH,中金公司,2020-12-04,64.86,63.70
601995.SH,中金公司,2020-12-07,63.12,63.45
601995.SH,中金公司,2020-12-08,62.90,63.75
601995.SH,中金公司,2020-12-09,63.76,60.65
601995.SH,中金公司,2020-12-10,59.67,60.20
601995.SH,中金公司,2020-12-11,60.55,60.49
601995.SH,中金公司,2020-12-14,60.03,59.45
601995.SH,中金公司,2020-12-15,59.00,61.50
601995.SH,中金公司,2020-12-16,61.20,60.01
601995.SH,中金公司,2020-12-17,59.81,64.95
601995.SH,中金公司,2020-12-18,63.89,63.35
601995.SH,中金公司,2020-12-21,62.99,64.95
601995.SH,中金公司,2020-12-22,64.40,63.40
601995.SH,中金公司,2020-12-23,63.80,65.83
601995.SH,中金公司,2020-12-24,65.78,65.50
601995.SH,中金公司,2020-12-25,65.10,66.57
601995.SH,中金公司,2020-12-28,66.15,67.43
601995.SH,中金公司,2020-12-29,67.99,68.14
601995.SH,中金公司,2020-12-30,67.20,70.20
601995.SH,中金公司,2020-12-31,71.02,75.27
601995.SH,中金公司,2021-01-04,76.70,74.85
601995.SH,中金公司,2021-01-05,73.90,72.80
601995.SH,中金公司,2021-01-06,72.78,72.31
601995.SH,中金公司,2021-01-07,71.80,72.95
601995.SH,中金公司,2021-01-08,72.40,71.18
601995.SH,中金公司,2021-01-11,71.18,68.01
601995.SH,中金公司,2021-01-12,67.40,73.61
601995.SH,中金公司,2021-01-13,72.80,70.27
601995.SH,中金公司,2021-01-14,70.01,67.49
601995.SH,中金公司,2021-01-15,67.52,68.05
601995.SH,中金公司,2021-01-18,67.45,68.05
601995.SH,中金公司,2021-01-19,67.80,69.68

数据来源: Wind
