代码,简称,日期,开盘价(元),收盘价(元)
601881.SH,中国银河,2017-01-23,7.79,9.35
601881.SH,中国银河,2017-01-24,10.28,10.28
601881.SH,中国银河,2017-01-25,11.31,11.31
601881.SH,中国银河,2017-01-26,11.55,11.27
601881.SH,中国银河,2017-02-03,10.87,10.48
601881.SH,中国银河,2017-02-06,10.41,10.57
601881.SH,中国银河,2017-02-07,10.50,10.27
601881.SH,中国银河,2017-02-08,10.22,10.90
601881.SH,中国银河,2017-02-09,10.67,10.69
601881.SH,中国银河,2017-02-10,10.64,11.45
601881.SH,中国银河,2017-02-13,11.30,11.64
601881.SH,中国银河,2017-02-14,11.63,12.23
601881.SH,中国银河,2017-02-15,12.01,12.30
601881.SH,中国银河,2017-02-16,12.11,13.53
601881.SH,中国银河,2017-02-17,13.73,13.29
601881.SH,中国银河,2017-02-20,12.88,13.29
601881.SH,中国银河,2017-02-21,13.25,13.08
601881.SH,中国银河,2017-02-22,12.96,12.77
601881.SH,中国银河,2017-02-23,12.77,12.98
601881.SH,中国银河,2017-02-24,12.88,13.01
601881.SH,中国银河,2017-02-27,12.96,12.65
601881.SH,中国银河,2017-02-28,12.59,13.13
601881.SH,中国银河,2017-03-01,13.15,12.97
601881.SH,中国银河,2017-03-02,13.02,13.49
601881.SH,中国银河,2017-03-03,13.32,13.21
601881.SH,中国银河,2017-03-06,13.15,13.35
601881.SH,中国银河,2017-03-07,13.34,13.49
601881.SH,中国银河,2017-03-08,13.46,13.27
601881.SH,中国银河,2017-03-09,13.21,13.18
601881.SH,中国银河,2017-03-10,13.09,12.69
601881.SH,中国银河,2017-03-13,12.51,12.59
601881.SH,中国银河,2017-03-14,12.56,12.60
601881.SH,中国银河,2017-03-15,12.58,12.60
601881.SH,中国银河,2017-03-16,12.70,13.86
601881.SH,中国银河,2017-03-17,14.58,13.45
601881.SH,中国银河,2017-03-20,13.44,13.31
601881.SH,中国银河,2017-03-21,13.17,13.34
601881.SH,中国银河,2017-03-22,13.16,13.24
601881.SH,中国银河,2017-03-23,13.20,13.58
601881.SH,中国银河,2017-03-24,13.43,13.82
601881.SH,中国银河,2017-03-27,13.84,13.95
