代码,简称,日期,开盘价(元),收盘价(元)
000783.SZ,长江证券,2010-01-04,7.65,7.43
000783.SZ,长江证券,2010-01-05,7.45,7.84
000783.SZ,长江证券,2010-01-06,7.80,7.90
000783.SZ,长江证券,2010-01-07,7.87,7.76
000783.SZ,长江证券,2010-01-08,7.73,8.04
000783.SZ,长江证券,2010-01-11,8.83,8.06
000783.SZ,长江证券,2010-01-12,7.95,7.98
000783.SZ,长江证券,2010-01-13,7.74,7.48
000783.SZ,长江证券,2010-01-14,7.50,7.56
000783.SZ,长江证券,2010-01-15,7.56,7.56
000783.SZ,长江证券,2010-01-18,7.44,7.42
000783.SZ,长江证券,2010-01-19,7.44,7.55
000783.SZ,长江证券,2010-01-20,7.61,7.49
000783.SZ,长江证券,2010-01-21,7.54,7.61
000783.SZ,长江证券,2010-01-22,7.48,7.34
000783.SZ,长江证券,2010-01-25,7.32,7.23
000783.SZ,长江证券,2010-01-26,7.24,7.01
000783.SZ,长江证券,2010-01-27,7.03,6.91
000783.SZ,长江证券,2010-01-28,6.93,6.91
000783.SZ,长江证券,2010-01-29,6.91,6.91
000783.SZ,长江证券,2010-02-01,6.88,6.60
000783.SZ,长江证券,2010-02-02,6.64,6.50
000783.SZ,长江证券,2010-02-03,6.58,6.75
000783.SZ,长江证券,2010-02-04,6.69,6.71
000783.SZ,长江证券,2010-02-05,6.53,6.59
000783.SZ,长江证券,2010-02-08,6.58,6.73
000783.SZ,长江证券,2010-02-09,6.70,6.77
000783.SZ,长江证券,2010-02-10,6.83,6.97
000783.SZ,长江证券,2010-02-11,6.94,6.96
000783.SZ,长江证券,2010-02-12,7.01,6.96
000783.SZ,长江证券,2010-02-22,7.00,6.99
000783.SZ,长江证券,2010-02-23,6.96,6.75
000783.SZ,长江证券,2010-02-24,6.73,6.82
000783.SZ,长江证券,2010-02-25,6.84,6.97
000783.SZ,长江证券,2010-02-26,6.94,6.88
000783.SZ,长江证券,2010-03-01,6.88,6.98
000783.SZ,长江证券,2010-03-02,6.97,6.88
000783.SZ,长江证券,2010-03-03,6.86,6.99
000783.SZ,长江证券,2010-03-04,7.01,6.77
000783.SZ,长江证券,2010-03-05,6.84,6.94
000783.SZ,长江证券,2010-03-08,6.96,6.96
000783.SZ,长江证券,2010-03-09,6.97,7.03
000783.SZ,长江证券,2010-03-10,7.04,6.94
000783.SZ,长江证券,2010-03-11,6.93,7.00
000783.SZ,长江证券,2010-03-12,7.00,6.85
000783.SZ,长江证券,2010-03-15,6.73,6.48
000783.SZ,长江证券,2010-03-16,6.48,6.49
000783.SZ,长江证券,2010-03-17,6.55,6.60
000783.SZ,长江证券,2010-03-18,6.61,6.57
000783.SZ,长江证券,2010-03-19,6.57,6.61
000783.SZ,长江证券,2010-03-22,6.64,6.60
000783.SZ,长江证券,2010-03-23,6.60,6.54
000783.SZ,长江证券,2010-03-24,6.55,6.52
000783.SZ,长江证券,2010-03-25,6.52,6.41
000783.SZ,长江证券,2010-03-26,6.41,6.46
000783.SZ,长江证券,2010-03-29,6.49,6.60
000783.SZ,长江证券,2010-03-30,6.60,6.56
000783.SZ,长江证券,2010-03-31,6.56,6.56
000783.SZ,长江证券,2010-04-01,6.49,6.60
000783.SZ,长江证券,2010-04-02,6.60,6.63
000783.SZ,长江证券,2010-04-06,6.68,6.66
000783.SZ,长江证券,2010-04-07,6.68,6.58
000783.SZ,长江证券,2010-04-08,6.59,6.53
000783.SZ,长江证券,2010-04-09,6.55,6.60
000783.SZ,长江证券,2010-04-12,6.64,6.50
000783.SZ,长江证券,2010-04-13,6.52,6.73
000783.SZ,长江证券,2010-04-14,6.75,6.67
000783.SZ,长江证券,2010-04-15,6.67,6.70
000783.SZ,长江证券,2010-04-16,6.74,6.52
000783.SZ,长江证券,2010-04-19,6.46,6.02
000783.SZ,长江证券,2010-04-20,6.02,5.90
000783.SZ,长江证券,2010-04-21,5.92,5.98
000783.SZ,长江证券,2010-04-22,5.96,5.94
000783.SZ,长江证券,2010-04-23,5.94,5.94
000783.SZ,长江证券,2010-04-26,5.92,5.83
000783.SZ,长江证券,2010-04-27,5.82,5.61
000783.SZ,长江证券,2010-04-28,5.51,5.60
000783.SZ,长江证券,2010-04-29,5.65,5.53
000783.SZ,长江证券,2010-04-30,5.55,5.66
000783.SZ,长江证券,2010-05-04,5.53,5.52
000783.SZ,长江证券,2010-05-05,5.48,5.61
000783.SZ,长江证券,2010-05-06,5.55,5.23
000783.SZ,长江证券,2010-05-07,5.11,5.07
000783.SZ,长江证券,2010-05-10,5.09,5.13
000783.SZ,长江证券,2010-05-11,5.25,4.94
000783.SZ,长江证券,2010-05-12,4.89,5.00
000783.SZ,长江证券,2010-05-13,5.00,5.08
000783.SZ,长江证券,2010-05-14,5.04,5.04
000783.SZ,长江证券,2010-05-17,4.95,4.62
000783.SZ,长江证券,2010-05-18,4.63,4.78
000783.SZ,长江证券,2010-05-19,4.72,4.74
000783.SZ,长江证券,2010-05-20,4.71,4.70
000783.SZ,长江证券,2010-05-21,4.48,4.79
000783.SZ,长江证券,2010-05-24,4.84,5.07
000783.SZ,长江证券,2010-05-25,5.02,4.94
000783.SZ,长江证券,2010-05-26,4.97,4.94
000783.SZ,长江证券,2010-05-27,4.93,4.99
000783.SZ,长江证券,2010-05-28,5.03,4.92
000783.SZ,长江证券,2010-05-31,4.89,4.68
000783.SZ,长江证券,2010-06-01,4.66,4.57
000783.SZ,长江证券,2010-06-02,4.54,4.70
000783.SZ,长江证券,2010-06-03,4.74,4.61
000783.SZ,长江证券,2010-06-04,4.58,4.80
000783.SZ,长江证券,2010-06-07,4.66,4.70
000783.SZ,长江证券,2010-06-08,4.70,4.80
000783.SZ,长江证券,2010-06-09,4.86,5.01
000783.SZ,长江证券,2010-06-10,4.94,4.90
000783.SZ,长江证券,2010-06-11,4.94,4.89
000783.SZ,长江证券,2010-06-17,4.95,4.88
000783.SZ,长江证券,2010-06-18,4.88,4.76
000783.SZ,长江证券,2010-06-21,4.76,4.96
000783.SZ,长江证券,2010-06-22,4.95,4.95
000783.SZ,长江证券,2010-06-23,4.93,4.98
000783.SZ,长江证券,2010-06-24,4.96,4.95
000783.SZ,长江证券,2010-06-25,4.91,4.80
000783.SZ,长江证券,2010-06-28,4.80,4.76
000783.SZ,长江证券,2010-06-29,4.78,4.50
000783.SZ,长江证券,2010-06-30,4.46,4.39
000783.SZ,长江证券,2010-07-01,4.37,4.30
000783.SZ,长江证券,2010-07-02,4.31,4.38
000783.SZ,长江证券,2010-07-05,4.32,4.29
000783.SZ,长江证券,2010-07-06,4.28,4.39
000783.SZ,长江证券,2010-07-07,4.36,4.41
000783.SZ,长江证券,2010-07-08,4.43,4.36
000783.SZ,长江证券,2010-07-09,4.35,4.46
000783.SZ,长江证券,2010-07-12,4.43,4.53
