代码,简称,日期,开盘价(元),收盘价(元)
600864.SH,哈投股份,2010-01-04,9.21,9.10
600864.SH,哈投股份,2010-01-05,9.11,9.13
600864.SH,哈投股份,2010-01-06,9.12,9.19
600864.SH,哈投股份,2010-01-07,9.14,8.90
600864.SH,哈投股份,2010-01-08,8.83,9.13
600864.SH,哈投股份,2010-01-11,9.33,9.22
600864.SH,哈投股份,2010-01-12,9.29,9.45
600864.SH,哈投股份,2010-01-13,9.29,9.14
600864.SH,哈投股份,2010-01-14,9.14,9.39
600864.SH,哈投股份,2010-01-15,9.41,9.48
600864.SH,哈投股份,2010-01-18,9.42,9.61
600864.SH,哈投股份,2010-01-19,9.67,9.50
600864.SH,哈投股份,2010-01-20,9.54,9.26
600864.SH,哈投股份,2010-01-21,9.35,9.78
600864.SH,哈投股份,2010-01-22,9.65,9.54
600864.SH,哈投股份,2010-01-25,9.41,9.28
600864.SH,哈投股份,2010-01-26,9.26,8.86
600864.SH,哈投股份,2010-01-27,8.85,8.73
600864.SH,哈投股份,2010-01-28,8.73,8.73
600864.SH,哈投股份,2010-01-29,8.82,8.88
600864.SH,哈投股份,2010-02-01,8.84,8.50
600864.SH,哈投股份,2010-02-02,8.64,8.52
600864.SH,哈投股份,2010-02-03,8.53,8.66
600864.SH,哈投股份,2010-02-04,8.64,8.66
600864.SH,哈投股份,2010-02-05,8.43,8.46
600864.SH,哈投股份,2010-02-08,8.56,8.46
600864.SH,哈投股份,2010-02-09,8.50,8.53
600864.SH,哈投股份,2010-02-10,8.54,8.64
600864.SH,哈投股份,2010-02-11,8.70,8.71
600864.SH,哈投股份,2010-02-12,8.90,8.87
600864.SH,哈投股份,2010-02-22,8.95,8.96
600864.SH,哈投股份,2010-02-23,9.20,9.05
600864.SH,哈投股份,2010-02-24,8.90,9.13
600864.SH,哈投股份,2010-02-25,9.13,9.18
600864.SH,哈投股份,2010-02-26,9.17,9.03
600864.SH,哈投股份,2010-03-01,9.03,9.03
600864.SH,哈投股份,2010-03-02,9.14,9.27
600864.SH,哈投股份,2010-03-03,9.34,9.31
600864.SH,哈投股份,2010-03-04,9.26,8.84
600864.SH,哈投股份,2010-03-05,8.84,9.03
600864.SH,哈投股份,2010-03-08,8.95,9.23
600864.SH,哈投股份,2010-03-09,9.12,9.00
600864.SH,哈投股份,2010-03-10,8.93,8.76
600864.SH,哈投股份,2010-03-11,8.81,8.67
600864.SH,哈投股份,2010-03-12,8.66,8.67
600864.SH,哈投股份,2010-03-15,8.70,8.86
600864.SH,哈投股份,2010-03-16,8.91,9.06
600864.SH,哈投股份,2010-03-17,9.10,9.18
600864.SH,哈投股份,2010-03-18,9.20,9.19
600864.SH,哈投股份,2010-03-19,9.21,9.23
600864.SH,哈投股份,2010-03-22,9.17,9.23
600864.SH,哈投股份,2010-03-23,9.23,9.13
600864.SH,哈投股份,2010-03-24,9.15,9.16
600864.SH,哈投股份,2010-03-25,9.17,9.04
600864.SH,哈投股份,2010-03-26,9.04,9.38
600864.SH,哈投股份,2010-03-29,9.50,9.38
600864.SH,哈投股份,2010-03-30,9.38,9.45
600864.SH,哈投股份,2010-03-31,9.46,9.32
600864.SH,哈投股份,2010-04-01,9.41,9.74
600864.SH,哈投股份,2010-04-02,9.66,9.59
600864.SH,哈投股份,2010-04-06,9.62,9.66
600864.SH,哈投股份,2010-04-07,9.71,9.55
600864.SH,哈投股份,2010-04-08,9.54,9.70
600864.SH,哈投股份,2010-04-09,9.72,9.74
