代码,简称,日期,开盘价(元),收盘价(元),涨跌(元),涨跌幅(%)
601838.SH,成都银行,2018-01-31,7.51,9.01,--,--
601838.SH,成都银行,2018-02-01,9.91,9.91,0.90,10.0298
601838.SH,成都银行,2018-02-02,10.91,10.91,0.99,10.0181
601838.SH,成都银行,2018-02-05,12.00,12.00,1.09,10.0082
601838.SH,成都银行,2018-02-06,13.20,13.20,1.20,9.9925
601838.SH,成都银行,2018-02-07,14.52,14.52,1.32,10.0339
601838.SH,成都银行,2018-02-08,14.61,13.15,-1.37,-9.4270
601838.SH,成都银行,2018-02-09,12.41,12.02,-1.13,-8.5714
601838.SH,成都银行,2018-02-12,12.30,12.53,0.51,4.2411
601838.SH,成都银行,2018-02-13,12.42,11.52,-1.01,-8.0657
601838.SH,成都银行,2018-02-14,11.19,10.94,-0.58,-5.0466
601838.SH,成都银行,2018-02-22,11.14,11.22,0.28,2.5348
601838.SH,成都银行,2018-02-23,11.02,11.17,-0.05,-0.4785
601838.SH,成都银行,2018-02-26,11.36,11.85,0.69,6.1699
601838.SH,成都银行,2018-02-27,11.68,11.57,-0.29,-2.4151
601838.SH,成都银行,2018-02-28,11.41,11.27,-0.30,-2.5522
601838.SH,成都银行,2018-03-01,11.11,11.36,0.09,0.7937
601838.SH,成都银行,2018-03-02,11.18,11.57,0.21,1.8110
601838.SH,成都银行,2018-03-05,11.51,11.43,-0.13,-1.1601
601838.SH,成都银行,2018-03-06,11.54,11.87,0.44,3.8341
601838.SH,成都银行,2018-03-07,12.35,11.54,-0.33,-2.7882
601838.SH,成都银行,2018-03-08,11.30,11.43,-0.11,-0.9302
601838.SH,成都银行,2018-03-09,11.37,11.57,0.13,1.1737
601838.SH,成都银行,2018-03-12,11.61,11.68,0.11,0.9281
601838.SH,成都银行,2018-03-13,11.63,11.52,-0.15,-1.3027
601838.SH,成都银行,2018-03-14,11.27,11.32,-0.21,-1.7857
601838.SH,成都银行,2018-03-15,11.19,10.80,-0.52,-4.5850
601838.SH,成都银行,2018-03-16,10.76,10.61,-0.19,-1.7399
601838.SH,成都银行,2018-03-19,10.57,10.68,0.07,0.6745
601838.SH,成都银行,2018-03-20,10.52,10.63,-0.05,-0.5025
601838.SH,成都银行,2018-03-21,10.65,10.67,0.04,0.4209
601838.SH,成都银行,2018-03-22,10.66,10.42,-0.25,-2.3470
601838.SH,成都银行,2018-03-23,10.02,9.51,-0.91,-8.7554
601838.SH,成都银行,2018-03-26,9.27,9.64,0.13,1.3170
601838.SH,成都银行,2018-03-27,9.73,9.74,0.11,1.1142
601838.SH,成都银行,2018-03-28,9.61,9.83,0.09,0.9183
601838.SH,成都银行,2018-03-29,9.78,9.98,0.14,1.4559
601838.SH,成都银行,2018-03-30,9.93,9.89,-0.09,-0.8969
601838.SH,成都银行,2018-04-02,9.89,9.72,-0.17,-1.7195
601838.SH,成都银行,2018-04-03,9.54,9.50,-0.21,-2.2099
601838.SH,成都银行,2018-04-04,9.56,9.52,0.02,0.1883
601838.SH,成都银行,2018-04-09,9.52,9.63,0.11,1.1278
601838.SH,成都银行,2018-04-10,9.69,10.06,0.43,4.4610
601838.SH,成都银行,2018-04-11,10.15,9.94,-0.12,-1.1566
601838.SH,成都银行,2018-04-12,9.84,10.31,0.37,3.6904
601838.SH,成都银行,2018-04-13,10.34,10.05,-0.26,-2.5174
601838.SH,成都银行,2018-04-16,9.93,9.66,-0.38,-3.8290
601838.SH,成都银行,2018-04-17,9.68,9.50,-0.16,-1.6667
601838.SH,成都银行,2018-04-18,9.79,9.83,0.33,3.4840
601838.SH,成都银行,2018-04-19,9.69,9.71,-0.13,-1.2739
601838.SH,成都银行,2018-04-20,9.66,9.25,-0.46,-4.7005
601838.SH,成都银行,2018-04-23,9.23,9.32,0.07,0.7737
601838.SH,成都银行,2018-04-24,9.32,9.56,0.24,2.5912
601838.SH,成都银行,2018-04-25,9.49,9.51,-0.05,-0.5613
601838.SH,成都银行,2018-04-26,9.54,9.28,-0.23,-2.4459
601838.SH,成都银行,2018-04-27,9.39,9.42,0.14,1.5429
601838.SH,成都银行,2018-05-02,9.56,9.44,0.02,0.1899
601838.SH,成都银行,2018-05-03,9.33,9.51,0.07,0.7583
601838.SH,成都银行,2018-05-04,9.47,9.34,-0.17,-1.7874
601838.SH,成都银行,2018-05-07,9.36,9.51,0.17,1.8199
601838.SH,成都银行,2018-05-08,9.48,9.56,0.05,0.5644
601838.SH,成都银行,2018-05-09,9.53,9.51,-0.05,-0.5613
601838.SH,成都银行,2018-05-10,9.54,9.52,0.01,0.0941
601838.SH,成都银行,2018-05-11,9.50,9.49,-0.03,-0.2820
601838.SH,成都银行,2018-05-14,9.47,9.71,0.21,2.2620
601838.SH,成都银行,2018-05-15,9.58,9.71,0.00,0.0000
601838.SH,成都银行,2018-05-16,9.65,9.55,-0.16,-1.6590
601838.SH,成都银行,2018-05-17,9.56,9.47,-0.07,-0.7498
601838.SH,成都银行,2018-05-18,9.46,9.52,0.04,0.4721
601838.SH,成都银行,2018-05-21,9.60,9.67,0.15,1.5977
601838.SH,成都银行,2018-05-22,9.64,9.88,0.21,2.1277
601838.SH,成都银行,2018-05-23,9.80,9.81,-0.07,-0.7246
601838.SH,成都银行,2018-05-24,9.79,9.69,-0.12,-1.1861
601838.SH,成都银行,2018-05-25,9.65,9.73,0.04,0.4617
601838.SH,成都银行,2018-05-28,9.68,9.56,-0.17,-1.7463
601838.SH,成都银行,2018-05-29,9.49,9.58,0.02,0.1871
601838.SH,成都银行,2018-05-30,9.45,9.67,0.09,0.9337
601838.SH,成都银行,2018-05-31,9.57,9.96,0.29,2.9602
601838.SH,成都银行,2018-06-01,9.84,9.99,0.04,0.3594
601838.SH,成都银行,2018-06-04,10.04,9.90,-0.09,-0.8953
601838.SH,成都银行,2018-06-05,9.82,9.90,0.00,0.0000
601838.SH,成都银行,2018-06-06,9.85,9.90,-0.01,-0.0903
601838.SH,成都银行,2018-06-07,9.90,9.95,0.05,0.5425
601838.SH,成都银行,2018-06-08,9.82,9.46,-0.49,-4.8893
601838.SH,成都银行,2018-06-11,9.34,9.34,-0.12,-1.2609
601838.SH,成都银行,2018-06-12,9.33,9.27,-0.07,-0.7859
601838.SH,成都银行,2018-06-13,9.27,9.08,-0.19,-2.0792
601838.SH,成都银行,2018-06-14,9.05,9.10,0.02,0.2022
601838.SH,成都银行,2018-06-15,9.08,9.03,-0.06,-0.7064
601838.SH,成都银行,2018-06-19,8.82,8.16,-0.87,-9.6545
601838.SH,成都银行,2018-06-20,8.09,8.17,0.01,0.1125
601838.SH,成都银行,2018-06-21,8.14,7.93,-0.24,-2.9213
601838.SH,成都银行,2018-06-22,7.82,8.10,0.17,2.0833
601838.SH,成都银行,2018-06-25,8.21,7.95,-0.15,-1.8141
601838.SH,成都银行,2018-06-26,7.81,7.99,0.05,0.5774
601838.SH,成都银行,2018-06-27,7.96,7.99,0.00,0.0000
601838.SH,成都银行,2018-06-28,7.93,7.91,-0.08,-1.0333
601838.SH,成都银行,2018-06-29,7.90,8.03,0.12,1.5081
601838.SH,成都银行,2018-07-02,8.02,7.73,-0.30,-3.7714
601838.SH,成都银行,2018-07-03,7.76,7.80,0.07,0.9501
601838.SH,成都银行,2018-07-04,7.76,7.69,-0.11,-1.4118
601838.SH,成都银行,2018-07-05,7.68,7.53,-0.17,-2.1480
601838.SH,成都银行,2018-07-06,7.55,7.54,0.02,0.2439
601838.SH,成都银行,2018-07-09,7.57,7.74,0.19,2.5547
601838.SH,成都银行,2018-07-10,7.72,7.69,-0.05,-0.5931
601838.SH,成都银行,2018-07-11,7.57,7.40,-0.29,-3.8186
601838.SH,成都银行,2018-07-12,7.40,7.68,0.28,3.8462
601838.SH,成都银行,2018-07-13,7.69,7.59,-0.09,-1.1947
601838.SH,成都银行,2018-07-16,7.59,7.51,-0.08,-1.0883
601838.SH,成都银行,2018-07-17,7.52,7.57,0.06,0.8557
601838.SH,成都银行,2018-07-18,7.56,7.48,-0.09,-1.2121
601838.SH,成都银行,2018-07-19,7.49,7.39,-0.09,-1.2270
601838.SH,成都银行,2018-07-20,7.35,8.13,0.74,10.0621
601838.SH,成都银行,2018-07-23,8.49,8.95,0.82,10.0451
601838.SH,成都银行,2018-07-24,8.95,9.04,0.09,1.0256
601838.SH,成都银行,2018-07-25,9.05,9.22,0.18,2.0305
601838.SH,成都银行,2018-07-26,9.13,9.08,-0.15,-1.5920
601838.SH,成都银行,2018-07-27,8.96,8.71,-0.37,-4.0445
601838.SH,成都银行,2018-07-30,8.71,8.66,-0.05,-0.5269
601838.SH,成都银行,2018-07-31,8.61,8.69,0.03,0.3178
601838.SH,成都银行,2018-08-01,8.54,8.31,-0.39,-4.4351
601838.SH,成都银行,2018-08-02,8.26,8.42,0.11,1.3260
601838.SH,成都银行,2018-08-03,8.31,8.25,-0.17,-1.9629
601838.SH,成都银行,2018-08-06,8.25,8.34,0.09,1.1123
601838.SH,成都银行,2018-08-07,8.28,8.53,0.18,2.2002
601838.SH,成都银行,2018-08-08,8.39,8.28,-0.25,-2.9064
601838.SH,成都银行,2018-08-09,8.18,8.38,0.10,1.2195
601838.SH,成都银行,2018-08-10,8.33,8.34,-0.04,-0.4381
601838.SH,成都银行,2018-08-13,8.22,8.10,-0.24,-2.8603
601838.SH,成都银行,2018-08-14,8.03,8.10,-0.01,-0.1133
601838.SH,成都银行,2018-08-15,8.07,7.82,-0.28,-3.4014
601838.SH,成都银行,2018-08-16,7.69,7.83,0.01,0.1174
601838.SH,成都银行,2018-08-17,7.87,7.65,-0.18,-2.3447
601838.SH,成都银行,2018-08-20,7.67,7.85,0.20,2.6411
601838.SH,成都银行,2018-08-21,7.87,7.95,0.10,1.2865
601838.SH,成都银行,2018-08-22,7.93,7.85,-0.10,-1.2702
601838.SH,成都银行,2018-08-23,7.84,7.98,0.13,1.6374
601838.SH,成都银行,2018-08-24,7.97,8.54,0.56,7.0196
601838.SH,成都银行,2018-08-27,8.38,8.48,-0.06,-0.6452
601838.SH,成都银行,2018-08-28,8.41,8.34,-0.14,-1.6234
601838.SH,成都银行,2018-08-29,8.38,8.36,0.02,0.2200
601838.SH,成都银行,2018-08-30,8.37,8.24,-0.12,-1.4270
601838.SH,成都银行,2018-08-31,8.19,8.19,-0.06,-0.6682
601838.SH,成都银行,2018-09-03,8.12,8.06,-0.13,-1.5695
601838.SH,成都银行,2018-09-04,8.03,8.22,0.17,2.0501
601838.SH,成都银行,2018-09-05,8.15,7.98,-0.25,-3.0134
601838.SH,成都银行,2018-09-06,7.93,7.99,0.02,0.2301
601838.SH,成都银行,2018-09-07,7.98,8.06,0.06,0.8037
601838.SH,成都银行,2018-09-10,8.04,8.00,-0.06,-0.6834
601838.SH,成都银行,2018-09-11,7.98,8.16,0.16,1.9495
601838.SH,成都银行,2018-09-12,8.13,8.25,0.09,1.1249
601838.SH,成都银行,2018-09-13,8.40,8.32,0.06,0.7786
601838.SH,成都银行,2018-09-14,8.27,8.16,-0.16,-1.8764
601838.SH,成都银行,2018-09-17,8.09,8.03,-0.13,-1.5748
601838.SH,成都银行,2018-09-18,7.99,8.21,0.18,2.2857
601838.SH,成都银行,2018-09-19,8.21,8.27,0.06,0.6704
601838.SH,成都银行,2018-09-20,8.34,8.23,-0.04,-0.4440
601838.SH,成都银行,2018-09-21,8.23,8.70,0.47,5.6856
601838.SH,成都银行,2018-09-25,8.53,8.43,-0.27,-3.0591
601838.SH,成都银行,2018-09-26,8.45,8.43,0.00,0.0000
601838.SH,成都银行,2018-09-27,8.36,8.29,-0.15,-1.7410
601838.SH,成都银行,2018-09-28,8.31,8.47,0.18,2.2148
601838.SH,成都银行,2018-10-08,8.30,8.23,-0.24,-2.8169
601838.SH,成都银行,2018-10-09,8.25,8.29,0.06,0.6689
601838.SH,成都银行,2018-10-10,8.29,8.31,0.02,0.2215
601838.SH,成都银行,2018-10-11,7.95,7.64,-0.67,-8.0663
601838.SH,成都银行,2018-10-12,7.54,7.77,0.14,1.8029
601838.SH,成都银行,2018-10-15,7.76,7.54,-0.23,-2.9516
601838.SH,成都银行,2018-10-16,7.54,7.42,-0.13,-1.7032
601838.SH,成都银行,2018-10-17,7.54,7.47,0.06,0.7426
601838.SH,成都银行,2018-10-18,7.44,7.37,-0.10,-1.3514
601838.SH,成都银行,2018-10-19,7.30,7.52,0.15,1.9925
601838.SH,成都银行,2018-10-22,7.54,7.91,0.39,5.2503
601838.SH,成都银行,2018-10-23,7.89,7.66,-0.25,-3.1323
601838.SH,成都银行,2018-10-24,7.61,7.94,0.28,3.5928
601838.SH,成都银行,2018-10-25,7.65,8.10,0.16,1.9653
601838.SH,成都银行,2018-10-26,8.06,7.95,-0.15,-1.8141
601838.SH,成都银行,2018-10-29,7.93,7.76,-0.19,-2.4249
601838.SH,成都银行,2018-10-30,7.71,7.94,0.18,2.3669
601838.SH,成都银行,2018-10-31,7.96,8.03,0.09,1.1561
601838.SH,成都银行,2018-11-01,7.96,7.99,-0.04,-0.4571
601838.SH,成都银行,2018-11-02,8.11,8.23,0.24,2.9851
601838.SH,成都银行,2018-11-05,8.17,8.19,-0.05,-0.5574
601838.SH,成都银行,2018-11-06,8.14,8.05,-0.14,-1.6816
601838.SH,成都银行,2018-11-07,8.08,7.93,-0.12,-1.4823
601838.SH,成都银行,2018-11-08,8.01,7.95,0.02,0.2315
601838.SH,成都银行,2018-11-09,7.89,7.76,-0.18,-2.3095
601838.SH,成都银行,2018-11-12,7.74,7.85,0.08,1.0638
601838.SH,成都银行,2018-11-13,7.75,7.96,0.11,1.4035
601838.SH,成都银行,2018-11-14,7.90,7.89,-0.06,-0.8074
601838.SH,成都银行,2018-11-15,7.86,8.03,0.14,1.7442
601838.SH,成都银行,2018-11-16,8.05,8.10,0.06,0.8000
601838.SH,成都银行,2018-11-19,8.10,8.35,0.26,3.1746
601838.SH,成都银行,2018-11-20,8.23,8.07,-0.28,-3.4066
601838.SH,成都银行,2018-11-21,7.99,8.06,-0.01,-0.1138
601838.SH,成都银行,2018-11-22,8.06,8.00,-0.06,-0.6834
