代码,简称,日期,开盘价(元),收盘价(元),涨跌(元),涨跌幅(%)
603323.SH,苏农银行,2016-11-29,5.33,6.39,--,--
603323.SH,苏农银行,2016-11-30,7.03,7.03,0.64,9.9593
603323.SH,苏农银行,2016-12-01,7.73,7.73,0.70,9.9815
603323.SH,苏农银行,2016-12-02,8.50,8.50,0.77,10.0000
603323.SH,苏农银行,2016-12-05,9.36,9.36,0.85,10.0076
603323.SH,苏农银行,2016-12-06,10.29,10.29,0.94,10.0000
603323.SH,苏农银行,2016-12-07,11.32,11.32,1.03,9.9747
603323.SH,苏农银行,2016-12-08,11.73,12.45,1.13,9.9885
603323.SH,苏农银行,2016-12-09,12.15,11.49,-0.96,-7.6722
603323.SH,苏农银行,2016-12-12,11.34,10.86,-0.64,-5.5399
603323.SH,苏农银行,2016-12-13,10.73,10.76,-0.10,-0.8977
603323.SH,苏农银行,2016-12-14,10.65,10.52,-0.24,-2.2343
603323.SH,苏农银行,2016-12-15,10.39,10.42,-0.10,-0.9265
603323.SH,苏农银行,2016-12-16,10.43,10.36,-0.06,-0.5611
603323.SH,苏农银行,2016-12-19,10.38,10.32,-0.04,-0.3762
603323.SH,苏农银行,2016-12-20,10.26,10.33,0.01,0.0629
603323.SH,苏农银行,2016-12-21,10.35,10.31,-0.02,-0.1887
603323.SH,苏农银行,2016-12-22,10.31,10.26,-0.05,-0.5041
603323.SH,苏农银行,2016-12-23,10.19,10.22,-0.04,-0.3800
603323.SH,苏农银行,2016-12-26,10.00,10.59,0.37,3.6236
603323.SH,苏农银行,2016-12-27,10.47,10.54,-0.05,-0.4294
603323.SH,苏农银行,2016-12-28,10.52,10.53,-0.01,-0.1232
603323.SH,苏农银行,2016-12-29,10.51,10.47,-0.06,-0.6169
603323.SH,苏农银行,2016-12-30,10.39,10.04,-0.42,-4.0348
603323.SH,苏农银行,2017-01-03,10.06,10.19,0.14,1.4230
603323.SH,苏农银行,2017-01-04,10.15,10.12,-0.07,-0.7015
603323.SH,苏农银行,2017-01-05,10.13,10.10,-0.01,-0.1285
603323.SH,苏农银行,2017-01-06,10.09,9.96,-0.14,-1.4148
603323.SH,苏农银行,2017-01-09,9.94,9.82,-0.14,-1.3699
603323.SH,苏农银行,2017-01-10,9.82,9.68,-0.14,-1.4550
603323.SH,苏农银行,2017-01-11,9.65,9.66,-0.02,-0.2013
603323.SH,苏农银行,2017-01-12,9.63,9.45,-0.21,-2.2192
603323.SH,苏农银行,2017-01-13,9.37,9.06,-0.38,-4.0578
603323.SH,苏农银行,2017-01-16,9.04,8.55,-0.51,-5.6631
603323.SH,苏农银行,2017-01-17,8.51,8.61,0.06,0.7599
603323.SH,苏农银行,2017-01-18,8.56,8.47,-0.15,-1.7345
603323.SH,苏农银行,2017-01-19,8.39,8.47,0.01,0.0767
603323.SH,苏农银行,2017-01-20,8.41,8.76,0.29,3.4509
603323.SH,苏农银行,2017-01-23,8.76,8.75,-0.01,-0.1483
603323.SH,苏农银行,2017-01-24,8.77,8.70,-0.05,-0.5939
603323.SH,苏农银行,2017-01-25,8.66,8.77,0.07,0.8215
603323.SH,苏农银行,2017-01-26,8.74,8.93,0.16,1.7778
603323.SH,苏农银行,2017-02-03,8.95,8.79,-0.14,-1.5284
603323.SH,苏农银行,2017-02-06,8.77,8.93,0.14,1.6260
603323.SH,苏农银行,2017-02-07,8.90,8.86,-0.07,-0.8000
603323.SH,苏农银行,2017-02-08,8.79,9.11,0.25,2.8592
603323.SH,苏农银行,2017-02-09,9.03,9.08,-0.03,-0.3564
603323.SH,苏农银行,2017-02-10,9.10,9.35,0.27,2.9328
603323.SH,苏农银行,2017-02-13,9.74,9.93,0.58,6.1849
603323.SH,苏农银行,2017-02-14,10.10,9.83,-0.10,-0.9817
603323.SH,苏农银行,2017-02-15,9.71,10.49,0.66,6.6755
603323.SH,苏农银行,2017-02-16,10.51,10.84,0.35,3.3457
603323.SH,苏农银行,2017-02-17,10.59,10.26,-0.58,-5.3357
603323.SH,苏农银行,2017-02-20,10.13,11.28,1.03,10.0063
603323.SH,苏农银行,2017-02-21,12.42,12.26,0.97,8.6356
603323.SH,苏农银行,2017-02-22,12.02,11.15,-1.10,-9.0090
603323.SH,苏农银行,2017-02-23,11.10,10.92,-0.23,-2.0967
603323.SH,苏农银行,2017-02-24,10.85,11.02,0.10,0.9518
603323.SH,苏农银行,2017-02-27,10.88,10.71,-0.32,-2.8874
603323.SH,苏农银行,2017-02-28,10.65,11.78,1.07,10.0121
603323.SH,苏农银行,2017-03-01,11.71,11.51,-0.27,-2.2614
603323.SH,苏农银行,2017-03-02,11.56,12.66,1.15,9.9887
603323.SH,苏农银行,2017-03-03,12.36,12.01,-0.65,-5.1308
603323.SH,苏农银行,2017-03-06,11.78,12.00,-0.01,-0.1082
603323.SH,苏农银行,2017-03-07,11.89,12.47,0.47,3.8982
603323.SH,苏农银行,2017-03-08,12.29,12.62,0.16,1.2507
603323.SH,苏农银行,2017-03-09,12.57,13.01,0.39,3.0880
603323.SH,苏农银行,2017-03-10,12.81,12.55,-0.47,-3.5946
603323.SH,苏农银行,2017-03-13,12.44,12.32,-0.23,-1.8125
603323.SH,苏农银行,2017-03-14,12.30,12.17,-0.14,-1.1603
603323.SH,苏农银行,2017-03-15,12.27,12.27,0.09,0.7471
603323.SH,苏农银行,2017-03-16,12.17,12.78,0.51,4.1843
603323.SH,苏农银行,2017-03-17,12.55,11.90,-0.88,-6.8632
603323.SH,苏农银行,2017-03-20,11.73,11.95,0.05,0.3821
603323.SH,苏农银行,2017-03-21,11.93,11.78,-0.16,-1.3594
603323.SH,苏农银行,2017-03-22,11.69,11.59,-0.19,-1.6538
603323.SH,苏农银行,2017-03-23,11.60,11.68,0.09,0.7848
603323.SH,苏农银行,2017-03-24,11.60,11.45,-0.23,-2.0022
603323.SH,苏农银行,2017-03-27,11.40,11.43,-0.01,-0.1135
603323.SH,苏农银行,2017-03-28,11.40,11.57,0.14,1.1932
603323.SH,苏农银行,2017-03-29,11.51,11.10,-0.47,-4.0988
603323.SH,苏农银行,2017-03-30,10.93,10.82,-0.28,-2.5176
603323.SH,苏农银行,2017-03-31,10.88,11.90,1.08,10.0300
603323.SH,苏农银行,2017-04-05,11.67,11.29,-0.61,-5.1310
603323.SH,苏农银行,2017-04-06,11.06,11.33,0.04,0.3452
603323.SH,苏农银行,2017-04-07,11.24,11.21,-0.12,-1.0321
603323.SH,苏农银行,2017-04-10,11.04,11.30,0.09,0.8111
603323.SH,苏农银行,2017-04-11,11.15,11.76,0.45,4.0230
603323.SH,苏农银行,2017-04-12,11.62,11.63,-0.13,-1.1050
603323.SH,苏农银行,2017-04-13,11.56,11.47,-0.16,-1.3408
603323.SH,苏农银行,2017-04-14,11.41,11.17,-0.30,-2.6048
603323.SH,苏农银行,2017-04-17,10.39,10.78,-0.39,-3.4884
603323.SH,苏农银行,2017-04-18,10.63,10.97,0.18,1.6867
603323.SH,苏农银行,2017-04-19,10.91,11.36,0.40,3.6137
603323.SH,苏农银行,2017-04-20,11.30,11.00,-0.36,-3.2018
603323.SH,苏农银行,2017-04-21,10.96,10.92,-0.08,-0.7088
603323.SH,苏农银行,2017-04-24,10.86,11.19,0.27,2.4985
603323.SH,苏农银行,2017-04-25,11.27,11.67,0.47,4.2368
603323.SH,苏农银行,2017-04-26,11.66,11.87,0.20,1.7261
603323.SH,苏农银行,2017-04-27,11.72,11.92,0.05,0.4379
603323.SH,苏农银行,2017-04-28,11.99,11.84,-0.08,-0.6540
603323.SH,苏农银行,2017-05-02,11.76,11.93,0.09,0.7680
603323.SH,苏农银行,2017-05-03,11.81,11.64,-0.29,-2.4496
603323.SH,苏农银行,2017-05-04,11.50,12.80,1.16,9.9888
603323.SH,苏农银行,2017-05-05,12.93,12.40,-0.40,-3.1456
603323.SH,苏农银行,2017-05-08,12.31,12.61,0.21,1.6763
