代码,简称,日期,开盘价(元),收盘价(元),涨跌(元),涨跌幅(%)
601519.SH,大智慧,2011-01-28,8.56,8.72,--,--
601519.SH,大智慧,2011-01-31,8.42,8.23,-0.49,-5.6344
601519.SH,大智慧,2011-02-01,8.21,8.27,0.04,0.5428
601519.SH,大智慧,2011-02-09,7.90,7.83,-0.45,-5.3987
601519.SH,大智慧,2011-02-10,7.81,8.12,0.30,3.7752
601519.SH,大智慧,2011-02-11,8.17,8.04,-0.09,-1.0575
601519.SH,大智慧,2011-02-14,8.04,8.84,0.80,10.0043
601519.SH,大智慧,2011-02-15,8.93,8.94,0.10,1.0882
601519.SH,大智慧,2011-02-16,8.83,8.96,0.02,0.2307
601519.SH,大智慧,2011-02-17,8.99,9.28,0.32,3.5673
601519.SH,大智慧,2011-02-18,9.28,8.85,-0.42,-4.5556
601519.SH,大智慧,2011-02-21,8.76,8.99,0.13,1.5134
601519.SH,大智慧,2011-02-22,8.89,8.64,-0.35,-3.8609
601519.SH,大智慧,2011-02-23,8.62,8.74,0.10,1.1928
601519.SH,大智慧,2011-02-24,8.76,8.88,0.14,1.6110
601519.SH,大智慧,2011-02-25,8.95,8.89,0.01,0.0773
601519.SH,大智慧,2011-02-28,8.83,8.71,-0.18,-2.0093
601519.SH,大智慧,2011-03-01,8.75,8.63,-0.08,-0.9464
601519.SH,大智慧,2011-03-02,8.59,8.72,0.09,1.0748
601519.SH,大智慧,2011-03-03,8.69,8.43,-0.30,-3.3872
601519.SH,大智慧,2011-03-04,8.44,8.44,0.01,0.1223
601519.SH,大智慧,2011-03-07,8.40,8.53,0.09,1.0993
601519.SH,大智慧,2011-03-08,8.54,8.41,-0.12,-1.4499
601519.SH,大智慧,2011-03-09,8.41,8.62,0.21,2.4928
601519.SH,大智慧,2011-03-10,8.62,8.57,-0.05,-0.5582
601519.SH,大智慧,2011-03-11,8.52,8.46,-0.10,-1.2029
601519.SH,大智慧,2011-03-14,8.45,8.35,-0.12,-1.3799
601519.SH,大智慧,2011-03-15,8.38,8.07,-0.27,-3.2922
601519.SH,大智慧,2011-03-16,8.09,8.17,0.10,1.1915
601519.SH,大智慧,2011-03-17,8.09,8.16,-0.01,-0.1262
601519.SH,大智慧,2011-03-18,8.09,8.13,-0.03,-0.3789
601519.SH,大智慧,2011-03-21,8.03,7.98,-0.15,-1.8597
601519.SH,大智慧,2011-03-22,8.00,7.97,-0.01,-0.0861
601519.SH,大智慧,2011-03-23,7.97,8.04,0.07,0.9052
601519.SH,大智慧,2011-03-24,8.07,7.93,-0.11,-1.3669
