代码,简称,日期,开盘价(元),收盘价(元),涨跌(元),涨跌幅(%)
300803.SZ,指南针,2019-11-18,7.49,8.98,--,--
300803.SZ,指南针,2019-11-19,9.88,9.88,0.90,10.0000
300803.SZ,指南针,2019-11-20,10.87,10.87,0.99,10.0000
300803.SZ,指南针,2019-11-21,11.96,11.96,1.09,10.0092
300803.SZ,指南针,2019-11-22,13.16,13.16,1.20,10.0167
300803.SZ,指南针,2019-11-25,14.47,14.47,1.32,10.0152
300803.SZ,指南针,2019-11-26,15.92,15.92,1.45,10.0000
300803.SZ,指南针,2019-11-27,17.52,17.52,1.60,10.0313
300803.SZ,指南针,2019-11-28,19.28,19.28,1.76,10.0285
300803.SZ,指南针,2019-11-29,21.20,21.20,1.93,9.9948
300803.SZ,指南针,2019-12-02,23.32,23.32,2.12,9.9812
300803.SZ,指南针,2019-12-03,25.65,25.65,2.34,10.0171
300803.SZ,指南针,2019-12-04,28.22,28.22,2.57,10.0000
300803.SZ,指南针,2019-12-05,31.04,31.04,2.82,10.0106
300803.SZ,指南针,2019-12-06,34.15,34.15,3.10,10.0000
300803.SZ,指南针,2019-12-09,36.90,37.56,3.41,9.9971
300803.SZ,指南针,2019-12-10,38.64,39.83,2.27,6.0324
300803.SZ,指南针,2019-12-11,38.78,40.23,0.40,1.0025
300803.SZ,指南针,2019-12-12,39.74,40.51,0.28,0.6948
300803.SZ,指南针,2019-12-13,42.62,41.38,0.88,2.1686
300803.SZ,指南针,2019-12-16,39.40,41.37,-0.01,-0.0241
300803.SZ,指南针,2019-12-17,41.03,42.75,1.38,3.3293
300803.SZ,指南针,2019-12-18,43.87,44.72,1.97,4.5996
300803.SZ,指南针,2019-12-19,43.41,41.42,-3.29,-7.3661
300803.SZ,指南针,2019-12-20,41.92,39.11,-2.32,-5.5904
300803.SZ,指南针,2019-12-23,38.71,43.02,3.91,10.0051
300803.SZ,指南针,2019-12-24,42.19,40.93,-2.10,-4.8724
300803.SZ,指南针,2019-12-25,40.43,41.30,0.37,0.9024
300803.SZ,指南针,2019-12-26,40.92,42.02,0.73,1.7646
300803.SZ,指南针,2019-12-27,41.66,40.19,-1.84,-4.3705
