代码,简称,日期,开盘价(元),收盘价(元),涨跌(元),涨跌幅(%)
600599.SH,*ST熊猫,2010-01-04,23.85,23.39,-0.43,-1.7887
600599.SH,*ST熊猫,2010-01-05,23.36,23.58,0.19,0.8047
600599.SH,*ST熊猫,2010-01-06,23.58,23.20,-0.38,-1.5966
600599.SH,*ST熊猫,2010-01-07,23.24,22.59,-0.61,-2.6473
600599.SH,*ST熊猫,2010-01-08,22.44,22.77,0.18,0.7895
600599.SH,*ST熊猫,2010-01-11,22.76,22.44,-0.33,-1.4360
600599.SH,*ST熊猫,2010-01-12,22.44,22.44,0.00,0.0000
600599.SH,*ST熊猫,2010-01-13,22.29,23.62,1.18,5.2539
600599.SH,*ST熊猫,2010-01-14,23.52,23.64,0.02,0.0839
600599.SH,*ST熊猫,2010-01-15,23.64,23.86,0.22,0.9220
600599.SH,*ST熊猫,2010-01-18,23.79,23.65,-0.21,-0.8721
600599.SH,*ST熊猫,2010-01-19,23.71,24.66,1.01,4.2731
600599.SH,*ST熊猫,2010-01-20,24.45,22.95,-1.71,-6.9506
600599.SH,*ST熊猫,2010-01-21,22.78,22.90,-0.05,-0.2159
600599.SH,*ST熊猫,2010-01-22,22.59,23.03,0.13,0.5625
600599.SH,*ST熊猫,2010-01-25,23.04,22.68,-0.35,-1.5060
600599.SH,*ST熊猫,2010-01-26,22.87,21.14,-1.54,-6.7715
600599.SH,*ST熊猫,2010-01-27,21.14,20.07,-1.07,-5.0609
600599.SH,*ST熊猫,2010-01-28,19.95,19.68,-0.40,-1.9743
600599.SH,*ST熊猫,2010-01-29,19.63,20.46,0.78,3.9778
600599.SH,*ST熊猫,2010-02-01,20.50,21.06,0.60,2.9540
600599.SH,*ST熊猫,2010-02-02,20.81,20.86,-0.21,-0.9878
600599.SH,*ST熊猫,2010-02-03,20.65,21.15,0.30,1.4252
600599.SH,*ST熊猫,2010-02-04,21.15,20.97,-0.19,-0.8899
600599.SH,*ST熊猫,2010-02-05,20.12,23.07,2.10,10.0189
600599.SH,*ST熊猫,2010-02-08,23.48,24.58,1.52,6.5722
600599.SH,*ST熊猫,2010-02-09,23.78,23.09,-1.50,-6.0863
600599.SH,*ST熊猫,2010-02-10,23.05,22.18,-0.90,-3.9056
600599.SH,*ST熊猫,2010-02-11,22.28,21.12,-1.06,-4.7789
600599.SH,*ST熊猫,2010-02-12,21.16,21.24,0.12,0.5629
600599.SH,*ST熊猫,2010-02-22,20.99,20.72,-0.53,-2.4720
600599.SH,*ST熊猫,2010-02-23,20.64,21.08,0.37,1.7695
600599.SH,*ST熊猫,2010-02-24,20.71,20.80,-0.29,-1.3628
600599.SH,*ST熊猫,2010-02-25,20.83,21.17,0.38,1.8104
600599.SH,*ST熊猫,2010-02-26,21.21,20.79,-0.39,-1.8250
600599.SH,*ST熊猫,2010-03-01,20.56,20.79,0.00,0.0000
600599.SH,*ST熊猫,2010-03-02,20.79,20.98,0.20,0.9533
600599.SH,*ST熊猫,2010-03-03,21.08,20.99,0.01,0.0472
600599.SH,*ST熊猫,2010-03-04,21.01,19.76,-1.24,-5.8990
600599.SH,*ST熊猫,2010-03-05,19.72,19.44,-0.32,-1.6048
600599.SH,*ST熊猫,2010-03-08,19.49,19.80,0.36,1.8349
600599.SH,*ST熊猫,2010-03-09,19.80,19.78,-0.02,-0.1001
600599.SH,*ST熊猫,2010-03-10,19.67,19.62,-0.16,-0.8016
600599.SH,*ST熊猫,2010-03-11,19.72,19.18,-0.44,-2.2222
600599.SH,*ST熊猫,2010-03-12,19.21,18.65,-0.54,-2.7893
600599.SH,*ST熊猫,2010-03-15,18.51,18.39,-0.26,-1.3815
600599.SH,*ST熊猫,2010-03-16,18.41,18.49,0.10,0.5388
600599.SH,*ST熊猫,2010-03-17,18.59,18.81,0.32,1.7149
600599.SH,*ST熊猫,2010-03-18,18.83,19.30,0.50,2.6344
600599.SH,*ST熊猫,2010-03-19,19.40,19.23,-0.07,-0.3593
600599.SH,*ST熊猫,2010-03-22,19.23,18.99,-0.24,-1.2365
600599.SH,*ST熊猫,2010-03-23,19.02,18.67,-0.33,-1.7214
600599.SH,*ST熊猫,2010-03-24,18.67,18.82,0.16,0.8493
600599.SH,*ST熊猫,2010-03-25,18.82,18.25,-0.57,-3.0526
600599.SH,*ST熊猫,2010-03-26,18.19,18.57,0.32,1.7372
600599.SH,*ST熊猫,2010-03-29,18.63,18.79,0.22,1.1740
600599.SH,*ST熊猫,2010-03-30,18.80,18.70,-0.09,-0.4747
600599.SH,*ST熊猫,2010-03-31,18.69,18.48,-0.22,-1.1659
600599.SH,*ST熊猫,2010-04-01,18.48,18.68,0.20,1.0724
600599.SH,*ST熊猫,2010-04-02,18.68,19.23,0.55,2.9708
600599.SH,*ST熊猫,2010-04-06,19.26,19.40,0.17,0.8758
600599.SH,*ST熊猫,2010-04-07,19.39,19.05,-0.35,-1.7875
600599.SH,*ST熊猫,2010-04-08,19.07,18.98,-0.07,-0.3640
600599.SH,*ST熊猫,2010-04-09,19.02,19.03,0.05,0.2610
600599.SH,*ST熊猫,2010-04-12,19.20,19.35,0.32,1.6658
600599.SH,*ST熊猫,2010-04-13,19.32,18.95,-0.40,-2.0481
600599.SH,*ST熊猫,2010-04-14,19.02,19.26,0.31,1.6205
600599.SH,*ST熊猫,2010-04-15,19.27,19.95,0.69,3.6008
600599.SH,*ST熊猫,2010-04-16,19.82,19.82,-0.14,-0.6951
600599.SH,*ST熊猫,2010-04-19,19.77,20.94,1.12,5.6500
600599.SH,*ST熊猫,2010-04-20,20.94,20.94,0.00,0.0000
600599.SH,*ST熊猫,2010-04-21,21.88,21.24,0.31,1.4671
600599.SH,*ST熊猫,2010-04-22,21.10,21.36,0.12,0.5597
600599.SH,*ST熊猫,2010-04-23,21.52,20.77,-0.59,-2.7829
600599.SH,*ST熊猫,2010-04-26,20.97,22.33,1.57,7.5382
600599.SH,*ST熊猫,2010-04-27,22.38,21.76,-0.57,-2.5732
600599.SH,*ST熊猫,2010-04-28,21.56,20.33,-1.43,-6.5574
600599.SH,*ST熊猫,2010-04-29,20.21,18.71,-1.62,-7.9922
600599.SH,*ST熊猫,2010-04-30,18.52,16.98,-1.72,-9.2161
600599.SH,*ST熊猫,2010-05-04,16.98,16.11,-0.87,-5.1342
600599.SH,*ST熊猫,2010-05-05,15.85,16.31,0.20,1.2300
600599.SH,*ST熊猫,2010-05-06,16.10,14.94,-1.37,-8.3840
600599.SH,*ST熊猫,2010-05-07,14.32,13.97,-0.97,-6.4987
600599.SH,*ST熊猫,2010-05-10,14.25,14.71,0.74,5.3191
