代码,简称,日期,开盘价(元),收盘价(元),涨跌(元),涨跌幅(%)
002945.SZ,华林证券,2019-01-17,4.31,5.18,--,--
002945.SZ,华林证券,2019-01-18,5.70,5.70,0.52,9.9808
002945.SZ,华林证券,2019-01-21,6.26,6.26,0.57,9.9476
002945.SZ,华林证券,2019-01-22,6.89,6.89,0.63,10.0000
002945.SZ,华林证券,2019-01-23,7.57,7.57,0.69,9.9567
002945.SZ,华林证券,2019-01-24,8.33,8.33,0.76,9.9738
002945.SZ,华林证券,2019-01-25,9.16,9.16,0.83,10.0239
002945.SZ,华林证券,2019-01-28,10.08,9.51,0.35,3.7961
002945.SZ,华林证券,2019-01-29,9.44,9.37,-0.14,-1.4629
002945.SZ,华林证券,2019-01-30,9.38,9.56,0.19,2.0148
002945.SZ,华林证券,2019-01-31,9.28,8.61,-0.95,-9.9792
002945.SZ,华林证券,2019-02-01,8.95,9.24,0.64,7.3903
002945.SZ,华林证券,2019-02-11,9.13,9.73,0.49,5.2688
002945.SZ,华林证券,2019-02-12,9.73,9.84,0.11,1.1236
002945.SZ,华林证券,2019-02-13,9.88,10.82,0.98,10.0000
002945.SZ,华林证券,2019-02-14,10.47,10.52,-0.31,-2.8466
002945.SZ,华林证券,2019-02-15,10.35,10.45,-0.07,-0.6616
002945.SZ,华林证券,2019-02-18,10.73,10.77,0.33,3.1399
002945.SZ,华林证券,2019-02-19,10.62,10.59,-0.19,-1.7528
002945.SZ,华林证券,2019-02-20,10.65,10.46,-0.13,-1.2207
002945.SZ,华林证券,2019-02-21,10.38,10.38,-0.08,-0.7605
002945.SZ,华林证券,2019-02-22,10.51,11.41,1.03,9.9617
002945.SZ,华林证券,2019-02-25,12.55,12.55,1.14,10.0174
002945.SZ,华林证券,2019-02-26,13.81,13.81,1.25,9.9762
002945.SZ,华林证券,2019-02-27,13.92,15.19,1.38,10.0072
002945.SZ,华林证券,2019-02-28,14.42,13.78,-1.41,-9.2932
002945.SZ,华林证券,2019-03-01,13.95,14.51,0.74,5.3391
002945.SZ,华林证券,2019-03-04,14.61,15.07,0.56,3.8356
002945.SZ,华林证券,2019-03-05,14.49,15.07,0.00,0.0000
002945.SZ,华林证券,2019-03-06,15.15,16.58,1.51,10.0264
002945.SZ,华林证券,2019-03-07,16.61,17.59,1.01,6.1151
002945.SZ,华林证券,2019-03-08,15.83,15.83,-1.76,-10.0000
002945.SZ,华林证券,2019-03-11,14.99,15.22,-0.62,-3.8920
002945.SZ,华林证券,2019-03-12,15.49,15.52,0.30,1.9595
002945.SZ,华林证券,2019-03-13,15.52,14.81,-0.71,-4.5484
002945.SZ,华林证券,2019-03-14,14.41,14.27,-0.54,-3.6242
002945.SZ,华林证券,2019-03-15,14.51,14.42,0.15,1.0446
002945.SZ,华林证券,2019-03-18,14.44,14.72,0.30,2.0675
002945.SZ,华林证券,2019-03-19,14.65,15.08,0.36,2.4308
002945.SZ,华林证券,2019-03-20,14.90,15.42,0.34,2.2413
002945.SZ,华林证券,2019-03-21,15.51,15.65,0.23,1.4829
002945.SZ,华林证券,2019-03-22,15.40,15.02,-0.63,-4.0025
002945.SZ,华林证券,2019-03-25,14.53,14.13,-0.88,-5.8901
002945.SZ,华林证券,2019-03-26,14.22,13.98,-0.16,-1.1252
002945.SZ,华林证券,2019-03-27,14.20,14.25,0.28,1.9915
002945.SZ,华林证券,2019-03-28,13.94,13.83,-0.43,-2.9986
002945.SZ,华林证券,2019-03-29,13.92,15.06,1.23,8.9145
