代码,简称,日期,开盘价(元),收盘价(元),涨跌(元),涨跌幅(%)
000750.SZ,国海证券,2010-01-04,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-01-05,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-01-06,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-01-07,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-01-08,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-01-11,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-01-12,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-01-13,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-01-14,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-01-15,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-01-18,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-01-19,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-01-20,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-01-21,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-01-22,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-01-25,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-01-26,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-01-27,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-01-28,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-01-29,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-02-01,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-02-02,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-02-03,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-02-04,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-02-05,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-02-08,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-02-09,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-02-10,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-02-11,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-02-12,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-02-22,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-02-23,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-02-24,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-02-25,0.75,0.75,0.00,0.0000
000750.SZ,国海证券,2010-02-26,0.75,0.75,0.00,0.0000
