代码,简称,日期,开盘价(元),收盘价(元),涨跌(元),涨跌幅(%)
002797.SZ,第一创业,2016-05-11,7.88,9.45,--,--
002797.SZ,第一创业,2016-05-12,10.39,10.39,0.94,9.9869
002797.SZ,第一创业,2016-05-13,11.44,11.44,1.04,10.0297
002797.SZ,第一创业,2016-05-16,12.58,12.58,1.14,9.9784
002797.SZ,第一创业,2016-05-17,13.84,13.84,1.26,10.0049
002797.SZ,第一创业,2016-05-18,15.22,15.22,1.38,9.9866
002797.SZ,第一创业,2016-05-19,15.30,14.73,-0.49,-3.2023
002797.SZ,第一创业,2016-05-20,13.90,14.21,-0.52,-3.5595
002797.SZ,第一创业,2016-05-23,14.07,14.69,0.48,3.3869
002797.SZ,第一创业,2016-05-24,14.50,14.08,-0.61,-4.1579
002797.SZ,第一创业,2016-05-25,14.28,15.01,0.93,6.6170
002797.SZ,第一创业,2016-05-26,14.50,15.61,0.60,3.9868
002797.SZ,第一创业,2016-05-27,15.31,15.27,-0.34,-2.1739
002797.SZ,第一创业,2016-05-30,15.00,15.45,0.18,1.1717
002797.SZ,第一创业,2016-05-31,15.45,16.99,1.54,9.9840
002797.SZ,第一创业,2016-06-01,18.69,18.48,1.49,8.7509
002797.SZ,第一创业,2016-06-02,18.63,20.33,1.85,10.0167
002797.SZ,第一创业,2016-06-03,20.92,21.84,1.52,7.4659
002797.SZ,第一创业,2016-06-06,21.40,21.87,0.02,0.1130
002797.SZ,第一创业,2016-06-07,21.71,24.06,2.19,10.0141
002797.SZ,第一创业,2016-06-08,24.55,25.05,0.99,4.1026
002797.SZ,第一创业,2016-06-13,23.45,22.54,-2.50,-10.0000
002797.SZ,第一创业,2016-06-14,21.93,23.49,0.94,4.1872
002797.SZ,第一创业,2016-06-15,22.55,23.63,0.14,0.6042
002797.SZ,第一创业,2016-06-16,22.84,23.16,-0.46,-1.9582
002797.SZ,第一创业,2016-06-17,23.44,23.86,0.70,3.0093
002797.SZ,第一创业,2016-06-20,23.55,23.98,0.12,0.5171
