代码,简称,日期,开盘价(元),收盘价(元),涨跌(元),涨跌幅(%)
600139.SH,西部资源,2010-01-04,9.85,9.84,0.04,0.3852
600139.SH,西部资源,2010-01-05,9.85,10.66,0.83,8.4037
600139.SH,西部资源,2010-01-06,10.61,10.50,-0.16,-1.4867
600139.SH,西部资源,2010-01-07,10.61,10.35,-0.16,-1.5092
600139.SH,西部资源,2010-01-08,10.18,10.22,-0.12,-1.1675
600139.SH,西部资源,2010-01-11,10.39,10.22,0.00,0.0000
600139.SH,西部资源,2010-01-12,10.31,10.44,0.22,2.1410
600139.SH,西部资源,2010-01-13,10.19,10.14,-0.31,-2.9274
600139.SH,西部资源,2010-01-14,10.15,10.49,0.35,3.4624
600139.SH,西部资源,2010-01-15,10.49,10.49,0.00,0.0000
600139.SH,西部资源,2010-01-18,10.56,11.04,0.55,5.2177
600139.SH,西部资源,2010-01-19,11.04,10.93,-0.11,-0.9918
600139.SH,西部资源,2010-01-20,10.98,11.69,0.76,6.9775
600139.SH,西部资源,2010-01-21,11.66,11.78,0.09,0.7749
600139.SH,西部资源,2010-01-22,11.69,11.89,0.11,0.8971
600139.SH,西部资源,2010-01-25,11.85,11.57,-0.32,-2.6675
600139.SH,西部资源,2010-01-26,11.56,11.15,-0.42,-3.5889
600139.SH,西部资源,2010-01-27,11.05,10.97,-0.18,-1.6244
600139.SH,西部资源,2010-01-28,10.95,10.95,-0.03,-0.2408
600139.SH,西部资源,2010-01-29,10.95,10.95,0.00,0.0000
600139.SH,西部资源,2010-02-01,10.79,9.91,-1.03,-9.4483
600139.SH,西部资源,2010-02-02,9.99,9.79,-0.12,-1.2567
600139.SH,西部资源,2010-02-03,9.95,9.99,0.20,2.0825
600139.SH,西部资源,2010-02-04,9.76,10.13,0.14,1.3600
600139.SH,西部资源,2010-02-05,9.76,10.07,-0.06,-0.5591
600139.SH,西部资源,2010-02-08,10.08,10.01,-0.06,-0.5622
600139.SH,西部资源,2010-02-09,10.01,10.09,0.08,0.7539
600139.SH,西部资源,2010-02-10,10.23,10.13,0.04,0.3741
600139.SH,西部资源,2010-02-11,10.18,9.90,-0.23,-2.2736
600139.SH,西部资源,2010-02-12,10.08,10.08,0.18,1.8307
600139.SH,西部资源,2010-02-22,10.15,10.03,-0.05,-0.4494
