代码,简称,日期,开盘价(元),收盘价(元),涨跌(元),涨跌幅(%)
000627.SZ,天茂集团,2010-01-04,3.63,3.62,0.02,0.5362
000627.SZ,天茂集团,2010-01-05,3.63,3.67,0.05,1.3333
000627.SZ,天茂集团,2010-01-06,3.67,3.63,-0.04,-1.0526
000627.SZ,天茂集团,2010-01-07,3.63,3.64,0.01,0.3989
000627.SZ,天茂集团,2010-01-08,3.63,3.63,-0.01,-0.3974
000627.SZ,天茂集团,2010-01-11,3.64,3.70,0.07,1.8617
000627.SZ,天茂集团,2010-01-12,3.71,3.86,0.16,4.4386
000627.SZ,天茂集团,2010-01-13,3.76,3.97,0.11,2.8750
000627.SZ,天茂集团,2010-01-14,3.97,3.97,0.00,0.0000
000627.SZ,天茂集团,2010-01-15,4.01,3.95,-0.02,-0.4860
000627.SZ,天茂集团,2010-01-18,3.99,4.10,0.15,3.7851
000627.SZ,天茂集团,2010-01-19,4.14,4.13,0.02,0.5882
000627.SZ,天茂集团,2010-01-20,4.13,3.95,-0.18,-4.3275
000627.SZ,天茂集团,2010-01-21,4.01,4.02,0.07,1.7115
000627.SZ,天茂集团,2010-01-22,3.96,3.96,-0.06,-1.4423
000627.SZ,天茂集团,2010-01-25,3.93,4.04,0.09,2.1951
000627.SZ,天茂集团,2010-01-26,4.04,3.91,-0.14,-3.3413
000627.SZ,天茂集团,2010-01-27,3.97,3.78,-0.13,-3.3333
000627.SZ,天茂集团,2010-01-28,3.83,3.88,0.10,2.5543
000627.SZ,天茂集团,2010-01-29,3.86,3.87,-0.00,-0.1245
000627.SZ,天茂集团,2010-02-01,3.75,4.02,0.15,3.8653
000627.SZ,天茂集团,2010-02-02,4.03,3.97,-0.05,-1.2005
000627.SZ,天茂集团,2010-02-03,3.96,4.23,0.26,6.4399
000627.SZ,天茂集团,2010-02-04,4.20,4.24,0.01,0.3425
000627.SZ,天茂集团,2010-02-05,4.15,4.08,-0.16,-3.7543
000627.SZ,天茂集团,2010-02-08,4.08,4.10,0.01,0.3546
000627.SZ,天茂集团,2010-02-09,4.10,4.23,0.13,3.1802
000627.SZ,天茂集团,2010-02-10,4.25,4.32,0.10,2.2831
000627.SZ,天茂集团,2010-02-11,4.33,4.29,-0.04,-0.8929
000627.SZ,天茂集团,2010-02-12,4.27,4.45,0.16,3.7162
000627.SZ,天茂集团,2010-02-22,4.45,4.52,0.07,1.6287
000627.SZ,天茂集团,2010-02-23,4.52,4.63,0.12,2.5641
000627.SZ,天茂集团,2010-02-24,4.63,4.63,0.00,0.0000
000627.SZ,天茂集团,2010-02-25,4.64,4.64,0.01,0.2083
000627.SZ,天茂集团,2010-02-26,4.63,4.97,0.32,6.9647
000627.SZ,天茂集团,2010-03-01,4.98,5.12,0.15,3.1098
000627.SZ,天茂集团,2010-03-02,5.02,5.34,0.22,4.3355
000627.SZ,天茂集团,2010-03-03,5.34,5.34,0.00,0.0000
000627.SZ,天茂集团,2010-03-04,5.88,5.68,0.34,6.3234
000627.SZ,天茂集团,2010-03-05,5.74,5.65,-0.03,-0.5098
000627.SZ,天茂集团,2010-03-08,5.64,5.70,0.04,0.7686
000627.SZ,天茂集团,2010-03-09,5.65,5.68,-0.01,-0.2542
000627.SZ,天茂集团,2010-03-10,5.70,5.56,-0.12,-2.1240
000627.SZ,天茂集团,2010-03-11,5.56,5.65,0.09,1.6493
000627.SZ,天茂集团,2010-03-12,5.62,5.55,-0.10,-1.7933
000627.SZ,天茂集团,2010-03-15,5.52,5.62,0.07,1.3043
000627.SZ,天茂集团,2010-03-16,5.62,5.58,-0.04,-0.7725
000627.SZ,天茂集团,2010-03-17,5.58,5.74,0.16,2.9412
000627.SZ,天茂集团,2010-03-18,5.73,5.64,-0.11,-1.8487
000627.SZ,天茂集团,2010-03-19,5.65,5.65,0.01,0.1712
000627.SZ,天茂集团,2010-03-22,5.66,5.68,0.03,0.5983
000627.SZ,天茂集团,2010-03-23,5.69,5.69,0.00,0.0850
000627.SZ,天茂集团,2010-03-24,5.68,5.84,0.15,2.7165
000627.SZ,天茂集团,2010-03-25,5.81,5.94,0.10,1.7355
000627.SZ,天茂集团,2010-03-26,5.92,5.91,-0.03,-0.5686
000627.SZ,天茂集团,2010-03-29,5.98,5.83,-0.08,-1.3889
000627.SZ,天茂集团,2010-03-30,5.79,5.87,0.05,0.8285
000627.SZ,天茂集团,2010-03-31,5.87,5.87,0.00,0.0000
000627.SZ,天茂集团,2010-04-01,5.96,5.92,0.04,0.7395
000627.SZ,天茂集团,2010-04-02,6.06,6.41,0.50,8.4013
000627.SZ,天茂集团,2010-04-06,6.41,6.50,0.09,1.3544
000627.SZ,天茂集团,2010-04-07,6.50,6.54,0.03,0.5197
000627.SZ,天茂集团,2010-04-08,6.52,6.61,0.08,1.1817
000627.SZ,天茂集团,2010-04-09,6.47,6.24,-0.38,-5.6934
000627.SZ,天茂集团,2010-04-12,6.28,6.09,-0.15,-2.3256
000627.SZ,天茂集团,2010-04-13,6.09,5.90,-0.19,-3.1746
000627.SZ,天茂集团,2010-04-14,5.92,6.06,0.16,2.7869
000627.SZ,天茂集团,2010-04-15,6.09,6.44,0.38,6.2201
000627.SZ,天茂集团,2010-04-16,6.44,6.57,0.13,1.9520
000627.SZ,天茂集团,2010-04-19,6.53,6.43,-0.14,-2.0619
000627.SZ,天茂集团,2010-04-20,6.43,6.31,-0.12,-1.8045
000627.SZ,天茂集团,2010-04-21,6.33,6.56,0.24,3.8285
000627.SZ,天茂集团,2010-04-22,6.59,6.57,0.02,0.2950
000627.SZ,天茂集团,2010-04-23,6.55,6.39,-0.18,-2.7941
000627.SZ,天茂集团,2010-04-26,6.39,6.19,-0.20,-3.1770
000627.SZ,天茂集团,2010-04-27,6.19,6.04,-0.15,-2.3438
000627.SZ,天茂集团,2010-04-28,6.04,6.07,0.03,0.4800
000627.SZ,天茂集团,2010-04-29,6.07,5.80,-0.27,-4.4586
000627.SZ,天茂集团,2010-04-30,5.80,5.80,0.00,0.0000
000627.SZ,天茂集团,2010-05-04,5.51,5.65,-0.15,-2.6667
000627.SZ,天茂集团,2010-05-05,5.64,5.75,0.11,1.8836
000627.SZ,天茂集团,2010-05-06,5.75,5.40,-0.36,-6.2185
000627.SZ,天茂集团,2010-05-07,5.30,5.29,-0.11,-1.9713
000627.SZ,天茂集团,2010-05-10,5.30,5.02,-0.27,-5.1188
000627.SZ,天茂集团,2010-05-11,5.13,5.07,0.05,0.9634
000627.SZ,天茂集团,2010-05-12,5.07,4.99,-0.08,-1.5267
000627.SZ,天茂集团,2010-05-13,5.02,5.06,0.07,1.3566
000627.SZ,天茂集团,2010-05-14,5.06,5.49,0.44,8.6042
000627.SZ,天茂集团,2010-05-17,5.34,5.04,-0.45,-8.2746
000627.SZ,天茂集团,2010-05-18,5.05,5.17,0.14,2.6871
000627.SZ,天茂集团,2010-05-19,5.11,5.18,0.01,0.1869
000627.SZ,天茂集团,2010-05-20,5.12,5.06,-0.13,-2.4254
000627.SZ,天茂集团,2010-05-21,4.91,5.15,0.10,1.9120
000627.SZ,天茂集团,2010-05-24,5.20,5.47,0.32,6.1914
000627.SZ,天茂集团,2010-05-25,5.44,5.35,-0.13,-2.2968
000627.SZ,天茂集团,2010-05-26,5.30,5.36,0.01,0.1808
000627.SZ,天茂集团,2010-05-27,5.31,5.38,0.02,0.3610
000627.SZ,天茂集团,2010-05-28,5.44,5.33,-0.05,-0.8993
000627.SZ,天茂集团,2010-05-31,5.28,5.09,-0.24,-4.5372
000627.SZ,天茂集团,2010-06-01,5.09,4.98,-0.11,-2.0913
000627.SZ,天茂集团,2010-06-02,4.96,5.06,0.08,1.5534
000627.SZ,天茂集团,2010-06-03,5.11,4.96,-0.10,-1.9120
000627.SZ,天茂集团,2010-06-04,4.91,5.00,0.04,0.7797
000627.SZ,天茂集团,2010-06-07,4.91,4.95,-0.05,-0.9671
000627.SZ,天茂集团,2010-06-08,4.95,5.05,0.10,1.9531
000627.SZ,天茂集团,2010-06-09,5.05,5.13,0.09,1.7241
000627.SZ,天茂集团,2010-06-10,5.13,5.15,0.02,0.3766
000627.SZ,天茂集团,2010-06-11,5.16,5.10,-0.06,-1.1257
000627.SZ,天茂集团,2010-06-17,5.11,5.08,-0.02,-0.3795
000627.SZ,天茂集团,2010-06-18,5.08,4.92,-0.15,-3.0476
000627.SZ,天茂集团,2010-06-21,4.93,5.01,0.09,1.7682
000627.SZ,天茂集团,2010-06-22,5.06,5.04,0.03,0.5792
000627.SZ,天茂集团,2010-06-23,5.00,4.95,-0.09,-1.7274
000627.SZ,天茂集团,2010-06-24,4.96,4.95,0.00,0.0000
000627.SZ,天茂集团,2010-06-25,4.92,4.88,-0.07,-1.3672
000627.SZ,天茂集团,2010-06-28,4.86,4.67,-0.21,-4.3564
000627.SZ,天茂集团,2010-06-29,4.67,4.25,-0.42,-8.9027
000627.SZ,天茂集团,2010-06-30,4.21,4.01,-0.24,-5.6818
000627.SZ,天茂集团,2010-07-01,4.01,3.99,-0.02,-0.4819
000627.SZ,天茂集团,2010-07-02,3.96,3.95,-0.04,-0.9685
000627.SZ,天茂集团,2010-07-05,3.87,3.93,-0.03,-0.7335
000627.SZ,天茂集团,2010-07-06,3.90,4.06,0.14,3.4483
000627.SZ,天茂集团,2010-07-07,4.05,4.07,0.01,0.2381
000627.SZ,天茂集团,2010-07-08,4.08,4.12,0.05,1.1876
000627.SZ,天茂集团,2010-07-09,4.13,4.26,0.15,3.5211
000627.SZ,天茂集团,2010-07-12,4.26,4.26,0.00,0.0000
000627.SZ,天茂集团,2010-07-13,4.24,4.11,-0.15,-3.6281
000627.SZ,天茂集团,2010-07-14,4.10,4.14,0.03,0.7059
000627.SZ,天茂集团,2010-07-15,4.14,4.01,-0.13,-3.0374
000627.SZ,天茂集团,2010-07-16,3.99,4.00,-0.01,-0.2410
