代码,简称,日期,开盘价(元),收盘价(元),涨跌(元),涨跌幅(%)
000563.SZ,陕国投A,2010-01-04,2.87,2.80,-0.06,-2.0785
000563.SZ,陕国投A,2010-01-05,2.81,2.88,0.08,2.9874
000563.SZ,陕国投A,2010-01-06,2.85,2.83,-0.05,-1.6794
000563.SZ,陕国投A,2010-01-07,2.83,2.93,0.10,3.4938
000563.SZ,陕国投A,2010-01-08,2.93,2.91,-0.02,-0.6752
000563.SZ,陕国投A,2010-01-11,3.02,2.91,-0.01,-0.3021
000563.SZ,陕国投A,2010-01-12,2.87,2.97,0.07,2.2727
000563.SZ,陕国投A,2010-01-13,2.91,2.84,-0.13,-4.3704
000563.SZ,陕国投A,2010-01-14,2.84,2.93,0.08,2.9435
000563.SZ,陕国投A,2010-01-15,2.93,2.96,0.03,1.1287
000563.SZ,陕国投A,2010-01-18,2.96,2.96,0.00,0.0000
000563.SZ,陕国投A,2010-01-19,2.97,3.04,0.08,2.6786
000563.SZ,陕国投A,2010-01-20,3.03,2.88,-0.16,-5.2174
000563.SZ,陕国投A,2010-01-21,2.88,3.17,0.29,10.0153
000563.SZ,陕国投A,2010-01-22,3.08,3.03,-0.13,-4.2391
000563.SZ,陕国投A,2010-01-25,3.00,3.00,-0.03,-1.0160
000563.SZ,陕国投A,2010-01-26,2.97,2.87,-0.13,-4.2522
000563.SZ,陕国投A,2010-01-27,2.91,2.92,0.04,1.4548
000563.SZ,陕国投A,2010-01-28,2.91,2.80,-0.12,-4.0000
000563.SZ,陕国投A,2010-01-29,2.76,2.76,-0.04,-1.2579
000563.SZ,陕国投A,2010-02-01,2.77,2.80,0.03,1.1146
000563.SZ,陕国投A,2010-02-02,2.80,2.74,-0.06,-2.1260
000563.SZ,陕国投A,2010-02-03,2.72,2.82,0.09,3.1376
000563.SZ,陕国投A,2010-02-04,2.81,2.89,0.07,2.3401
000563.SZ,陕国投A,2010-02-05,2.83,2.82,-0.06,-2.2104
000563.SZ,陕国投A,2010-02-08,2.81,2.86,0.04,1.3250
000563.SZ,陕国投A,2010-02-09,2.86,2.89,0.02,0.8462
000563.SZ,陕国投A,2010-02-10,2.89,2.93,0.04,1.3730
000563.SZ,陕国投A,2010-02-11,2.93,2.89,-0.03,-1.0534
000563.SZ,陕国投A,2010-02-12,2.91,2.91,0.02,0.6844
000563.SZ,陕国投A,2010-02-22,2.90,2.92,0.01,0.3021
000563.SZ,陕国投A,2010-02-23,2.95,2.90,-0.02,-0.8283
000563.SZ,陕国投A,2010-02-24,2.88,2.95,0.05,1.7464
000563.SZ,陕国投A,2010-02-25,2.95,3.00,0.05,1.5672
000563.SZ,陕国投A,2010-02-26,3.03,3.08,0.08,2.7186
000563.SZ,陕国投A,2010-03-01,3.10,3.09,0.02,0.5722
000563.SZ,陕国投A,2010-03-02,3.10,3.16,0.06,1.9915
000563.SZ,陕国投A,2010-03-03,3.19,3.14,-0.02,-0.6276
000563.SZ,陕国投A,2010-03-04,3.13,3.04,-0.09,-2.9474
000563.SZ,陕国投A,2010-03-05,3.06,3.08,0.04,1.3015
000563.SZ,陕国投A,2010-03-08,3.10,3.24,0.15,4.9964
000563.SZ,陕国投A,2010-03-09,3.21,3.24,-0.00,-0.0680
000563.SZ,陕国投A,2010-03-10,3.23,3.11,-0.12,-3.8095
000563.SZ,陕国投A,2010-03-11,3.11,3.22,0.10,3.3239
000563.SZ,陕国投A,2010-03-12,3.20,3.08,-0.13,-4.1752
000563.SZ,陕国投A,2010-03-15,3.05,3.02,-0.07,-2.1429
