代码,简称,日期,开盘价(元),收盘价(元),涨跌(元),涨跌幅(%)
002936.SZ,郑州银行,2018-09-19,4.73,5.68,--,--
002936.SZ,郑州银行,2018-09-20,6.25,6.25,0.57,9.9849
002936.SZ,郑州银行,2018-09-21,6.87,6.87,0.63,10.0413
002936.SZ,郑州银行,2018-09-25,6.89,6.43,-0.45,-6.5000
002936.SZ,郑州银行,2018-09-26,6.20,6.35,-0.08,-1.2032
002936.SZ,郑州银行,2018-09-27,6.22,5.94,-0.41,-6.4953
002936.SZ,郑州银行,2018-09-28,5.85,5.90,-0.03,-0.5789
002936.SZ,郑州银行,2018-10-08,5.80,5.46,-0.44,-7.4236
002936.SZ,郑州银行,2018-10-09,5.50,5.37,-0.09,-1.7296
002936.SZ,郑州银行,2018-10-10,5.38,5.31,-0.06,-1.1200
002936.SZ,郑州银行,2018-10-11,5.05,4.81,-0.50,-9.3851
002936.SZ,郑州银行,2018-10-12,4.77,4.97,0.15,3.2143
002936.SZ,郑州银行,2018-10-15,4.96,4.82,-0.15,-2.9412
002936.SZ,郑州银行,2018-10-16,4.81,4.73,-0.09,-1.7825
002936.SZ,郑州银行,2018-10-17,4.80,4.66,-0.08,-1.6334
002936.SZ,郑州银行,2018-10-18,4.60,4.45,-0.21,-4.4280
002936.SZ,郑州银行,2018-10-19,4.36,4.53,0.08,1.7375
002936.SZ,郑州银行,2018-10-22,4.52,4.91,0.39,8.5389
002936.SZ,郑州银行,2018-10-23,4.85,4.71,-0.21,-4.1958
002936.SZ,郑州银行,2018-10-24,4.66,4.87,0.16,3.4672
002936.SZ,郑州银行,2018-10-25,4.67,4.99,0.12,2.4691
002936.SZ,郑州银行,2018-10-26,4.97,4.91,-0.09,-1.7212
002936.SZ,郑州银行,2018-10-29,4.87,4.75,-0.15,-3.1524
002936.SZ,郑州银行,2018-10-30,4.77,4.89,0.14,2.8933
002936.SZ,郑州银行,2018-10-31,4.88,5.00,0.11,2.2847
002936.SZ,郑州银行,2018-11-01,4.96,4.92,-0.08,-1.5464
002936.SZ,郑州银行,2018-11-02,4.98,5.03,0.11,2.2688
002936.SZ,郑州银行,2018-11-05,5.01,5.00,-0.03,-0.6826
002936.SZ,郑州银行,2018-11-06,4.94,4.87,-0.13,-2.5773
002936.SZ,郑州银行,2018-11-07,4.85,4.82,-0.05,-1.0582
002936.SZ,郑州银行,2018-11-08,4.86,4.79,-0.03,-0.7130
002936.SZ,郑州银行,2018-11-09,4.77,4.68,-0.10,-2.1544
002936.SZ,郑州银行,2018-11-12,4.68,4.74,0.06,1.2844
002936.SZ,郑州银行,2018-11-13,4.70,4.82,0.08,1.6304
002936.SZ,郑州银行,2018-11-14,4.79,4.78,-0.04,-0.8913
002936.SZ,郑州银行,2018-11-15,4.77,4.85,0.07,1.4388
002936.SZ,郑州银行,2018-11-16,4.85,4.90,0.05,1.0638
002936.SZ,郑州银行,2018-11-19,4.89,5.03,0.14,2.8070
002936.SZ,郑州银行,2018-11-20,4.98,4.84,-0.20,-3.9249
002936.SZ,郑州银行,2018-11-21,4.77,4.82,-0.02,-0.3552
002936.SZ,郑州银行,2018-11-22,4.82,4.76,-0.06,-1.2478
002936.SZ,郑州银行,2018-11-23,4.77,4.61,-0.15,-3.0686
002936.SZ,郑州银行,2018-11-26,4.61,4.62,0.01,0.1862
002936.SZ,郑州银行,2018-11-27,4.64,4.60,-0.02,-0.3717
