代码,简称,日期,开盘价(元),收盘价(元),涨跌(元),涨跌幅(%)
601009.SH,南京银行,2010-01-04,3.80,3.68,-0.09,-2.4806
601009.SH,南京银行,2010-01-05,3.69,3.70,0.02,0.6359
601009.SH,南京银行,2010-01-06,3.68,3.62,-0.07,-2.0011
601009.SH,南京银行,2010-01-07,3.62,3.57,-0.06,-1.6120
601009.SH,南京银行,2010-01-08,3.56,3.64,0.08,2.1846
601009.SH,南京银行,2010-01-11,3.77,3.50,-0.14,-3.8482
601009.SH,南京银行,2010-01-12,3.50,3.50,0.00,0.0000
601009.SH,南京银行,2010-01-13,3.40,3.25,-0.25,-7.2262
601009.SH,南京银行,2010-01-14,3.27,3.30,0.05,1.5578
601009.SH,南京银行,2010-01-15,3.30,3.33,0.03,1.0029
601009.SH,南京银行,2010-01-18,3.31,3.31,-0.03,-0.7593
601009.SH,南京银行,2010-01-19,3.32,3.34,0.03,0.8240
601009.SH,南京银行,2010-01-20,3.34,3.20,-0.13,-3.9696
601009.SH,南京银行,2010-01-21,3.23,3.30,0.10,3.1003
601009.SH,南京银行,2010-01-22,3.26,3.43,0.13,3.9505
601009.SH,南京银行,2010-01-25,3.36,3.37,-0.07,-1.9853
601009.SH,南京银行,2010-01-26,3.37,3.37,0.00,0.1157
601009.SH,南京银行,2010-01-27,3.37,3.25,-0.12,-3.5260
601009.SH,南京银行,2010-01-28,3.25,3.16,-0.09,-2.7561
601009.SH,南京银行,2010-01-29,3.16,3.17,0.01,0.1848
601009.SH,南京银行,2010-02-01,3.16,3.12,-0.04,-1.4145
601009.SH,南京银行,2010-02-02,3.14,3.13,0.01,0.3119
601009.SH,南京银行,2010-02-03,3.14,3.23,0.10,3.1095
601009.SH,南京银行,2010-02-04,3.19,3.20,-0.03,-1.0253
601009.SH,南京银行,2010-02-05,3.13,3.15,-0.04,-1.3406
601009.SH,南京银行,2010-02-08,3.17,3.14,-0.01,-0.4324
601009.SH,南京银行,2010-02-09,3.12,3.17,0.03,0.9926
601009.SH,南京银行,2010-02-10,3.19,3.21,0.04,1.2285
601009.SH,南京银行,2010-02-11,3.21,3.20,-0.01,-0.3641
601009.SH,南京银行,2010-02-12,3.21,3.25,0.05,1.5834
601009.SH,南京银行,2010-02-22,3.21,3.20,-0.05,-1.5588
601009.SH,南京银行,2010-02-23,3.19,3.14,-0.06,-1.8879
601009.SH,南京银行,2010-02-24,3.11,3.16,0.03,0.8070
601009.SH,南京银行,2010-02-25,3.16,3.22,0.06,1.7857
601009.SH,南京银行,2010-02-26,3.21,3.22,0.00,0.1210
601009.SH,南京银行,2010-03-01,3.22,3.30,0.07,2.2356
601009.SH,南京银行,2010-03-02,3.30,3.29,-0.00,-0.0591
601009.SH,南京银行,2010-03-03,3.28,3.31,0.01,0.4140
601009.SH,南京银行,2010-03-04,3.31,3.20,-0.11,-3.1802
601009.SH,南京银行,2010-03-05,3.21,3.22,0.02,0.5474
601009.SH,南京银行,2010-03-08,3.23,3.28,0.06,1.9964
601009.SH,南京银行,2010-03-09,3.27,3.31,0.03,0.8304
601009.SH,南京银行,2010-03-10,3.31,3.31,-0.01,-0.1765
601009.SH,南京银行,2010-03-11,3.31,3.33,0.02,0.6482
601009.SH,南京银行,2010-03-12,3.33,3.29,-0.03,-0.9953
