代码,简称,日期,开盘价(元),收盘价(元),涨跌(元),涨跌幅(%)
002807.SZ,江阴银行,2016-09-02,4.63,5.16,--,--
002807.SZ,江阴银行,2016-09-05,5.68,5.68,0.52,10.0299
002807.SZ,江阴银行,2016-09-06,6.25,6.25,0.57,10.0680
002807.SZ,江阴银行,2016-09-07,6.87,6.87,0.63,10.0124
002807.SZ,江阴银行,2016-09-08,7.56,7.56,0.69,10.0000
002807.SZ,江阴银行,2016-09-09,8.32,8.32,0.76,10.0102
002807.SZ,江阴银行,2016-09-12,9.15,9.15,0.83,10.0279
002807.SZ,江阴银行,2016-09-13,10.07,10.07,0.92,10.0422
002807.SZ,江阴银行,2016-09-14,11.07,11.07,1.00,9.9693
002807.SZ,江阴银行,2016-09-19,12.18,12.18,1.10,9.9721
002807.SZ,江阴银行,2016-09-20,12.51,12.67,0.49,4.0583
002807.SZ,江阴银行,2016-09-21,12.35,12.12,-0.55,-4.3266
002807.SZ,江阴银行,2016-09-22,12.28,11.68,-0.44,-3.6306
002807.SZ,江阴银行,2016-09-23,11.57,11.13,-0.56,-4.7588
002807.SZ,江阴银行,2016-09-26,11.06,10.69,-0.43,-3.8862
002807.SZ,江阴银行,2016-09-27,10.66,10.42,-0.28,-2.5993
002807.SZ,江阴银行,2016-09-28,10.31,10.11,-0.31,-2.9652
002807.SZ,江阴银行,2016-09-29,10.12,10.15,0.04,0.3820
002807.SZ,江阴银行,2016-09-30,10.07,9.75,-0.39,-3.8813
002807.SZ,江阴银行,2016-10-10,9.82,10.04,0.29,2.9295
002807.SZ,江阴银行,2016-10-11,10.04,10.39,0.35,3.4615
002807.SZ,江阴银行,2016-10-12,10.19,10.12,-0.27,-2.6022
002807.SZ,江阴银行,2016-10-13,10.12,9.88,-0.23,-2.2901
002807.SZ,江阴银行,2016-10-14,9.88,9.99,0.11,1.0937
002807.SZ,江阴银行,2016-10-17,9.94,9.61,-0.38,-3.7867
002807.SZ,江阴银行,2016-10-18,9.57,9.65,0.04,0.4016
002807.SZ,江阴银行,2016-10-19,9.61,9.54,-0.11,-1.1200
002807.SZ,江阴银行,2016-10-20,9.54,9.49,-0.05,-0.5663
002807.SZ,江阴银行,2016-10-21,9.47,9.43,-0.06,-0.6509
002807.SZ,江阴银行,2016-10-24,9.45,9.62,0.19,2.0475
002807.SZ,江阴银行,2016-10-25,9.57,10.12,0.49,5.1364
002807.SZ,江阴银行,2016-10-26,9.99,9.91,-0.20,-1.9847
002807.SZ,江阴银行,2016-10-27,9.91,9.78,-0.13,-1.3240
002807.SZ,江阴银行,2016-10-28,9.69,10.15,0.36,3.7096
002807.SZ,江阴银行,2016-10-31,10.00,10.34,0.19,1.9026
002807.SZ,江阴银行,2016-11-01,10.19,10.17,-0.17,-1.6430
002807.SZ,江阴银行,2016-11-02,10.11,9.96,-0.21,-2.0501
002807.SZ,江阴银行,2016-11-03,9.88,9.95,-0.01,-0.0775
002807.SZ,江阴银行,2016-11-04,9.91,9.81,-0.14,-1.3964
002807.SZ,江阴银行,2016-11-07,9.81,9.80,-0.02,-0.1574
002807.SZ,江阴银行,2016-11-08,9.81,10.00,0.20,2.0489
002807.SZ,江阴银行,2016-11-09,9.96,9.80,-0.20,-2.0077
002807.SZ,江阴银行,2016-11-10,9.91,10.22,0.42,4.3341
002807.SZ,江阴银行,2016-11-11,10.25,10.46,0.24,2.3414
002807.SZ,江阴银行,2016-11-14,10.36,10.79,0.32,3.0996
002807.SZ,江阴银行,2016-11-15,10.69,10.61,-0.18,-1.6464
002807.SZ,江阴银行,2016-11-16,10.61,10.58,-0.03,-0.2911
002807.SZ,江阴银行,2016-11-17,10.54,10.45,-0.12,-1.1679
002807.SZ,江阴银行,2016-11-18,10.42,10.30,-0.15,-1.4771
002807.SZ,江阴银行,2016-11-21,10.32,10.33,0.03,0.2999
002807.SZ,江阴银行,2016-11-22,10.32,10.41,0.08,0.7474
002807.SZ,江阴银行,2016-11-23,10.42,10.39,-0.02,-0.2226
002807.SZ,江阴银行,2016-11-24,10.29,10.22,-0.17,-1.6357
002807.SZ,江阴银行,2016-11-25,10.22,10.31,0.09,0.9070
002807.SZ,江阴银行,2016-11-28,10.32,10.33,0.02,0.2247
002807.SZ,江阴银行,2016-11-29,10.27,9.92,-0.41,-3.9611
002807.SZ,江阴银行,2016-11-30,9.85,9.72,-0.20,-2.0233
002807.SZ,江阴银行,2016-12-01,9.77,9.78,0.05,0.5560
002807.SZ,江阴银行,2016-12-02,9.77,9.59,-0.19,-1.8957
002807.SZ,江阴银行,2016-12-05,9.50,9.63,0.04,0.4026
002807.SZ,江阴银行,2016-12-06,9.64,9.67,0.04,0.4010
002807.SZ,江阴银行,2016-12-07,9.64,9.73,0.06,0.6390
002807.SZ,江阴银行,2016-12-08,9.73,9.81,0.08,0.8730
002807.SZ,江阴银行,2016-12-09,9.80,9.84,0.02,0.2360
002807.SZ,江阴银行,2016-12-12,9.81,9.17,-0.67,-6.8289
002807.SZ,江阴银行,2016-12-13,9.17,9.17,0.00,0.0000
002807.SZ,江阴银行,2016-12-14,9.16,9.17,0.00,0.0000
002807.SZ,江阴银行,2016-12-15,9.12,9.13,-0.04,-0.4212
002807.SZ,江阴银行,2016-12-16,9.11,9.17,0.05,0.5076
002807.SZ,江阴银行,2016-12-19,9.16,8.99,-0.19,-2.0202
002807.SZ,江阴银行,2016-12-20,8.98,8.70,-0.29,-3.1787
002807.SZ,江阴银行,2016-12-21,8.73,8.78,0.08,0.8873
002807.SZ,江阴银行,2016-12-22,8.76,8.68,-0.10,-1.1434
002807.SZ,江阴银行,2016-12-23,8.64,8.41,-0.27,-3.1139
002807.SZ,江阴银行,2016-12-26,8.34,8.48,0.07,0.8264
002807.SZ,江阴银行,2016-12-27,8.43,8.38,-0.10,-1.1840
002807.SZ,江阴银行,2016-12-28,8.37,8.30,-0.08,-0.9217
002807.SZ,江阴银行,2016-12-29,8.30,8.33,0.03,0.3721
002807.SZ,江阴银行,2016-12-30,8.31,8.35,0.02,0.2780
002807.SZ,江阴银行,2017-01-03,8.36,8.52,0.16,1.9409
002807.SZ,江阴银行,2017-01-04,8.52,8.52,0.01,0.0907
002807.SZ,江阴银行,2017-01-05,8.51,8.51,-0.02,-0.1812
002807.SZ,江阴银行,2017-01-06,8.49,8.38,-0.13,-1.5426
002807.SZ,江阴银行,2017-01-09,8.36,8.34,-0.04,-0.4608
002807.SZ,江阴银行,2017-01-10,8.34,8.23,-0.11,-1.2963
002807.SZ,江阴银行,2017-01-11,8.23,8.11,-0.12,-1.5009
002807.SZ,江阴银行,2017-01-12,8.09,8.01,-0.10,-1.2381
002807.SZ,江阴银行,2017-01-13,8.01,7.86,-0.15,-1.8322
002807.SZ,江阴银行,2017-01-16,7.83,7.49,-0.37,-4.7151
002807.SZ,江阴银行,2017-01-17,7.44,7.55,0.06,0.8247
002807.SZ,江阴银行,2017-01-18,7.53,7.40,-0.15,-2.0450
002807.SZ,江阴银行,2017-01-19,7.36,7.37,-0.02,-0.3132
002807.SZ,江阴银行,2017-01-20,7.36,7.54,0.16,2.1990
002807.SZ,江阴银行,2017-01-23,7.51,7.55,0.02,0.2049
002807.SZ,江阴银行,2017-01-24,7.55,7.57,0.02,0.2045
002807.SZ,江阴银行,2017-01-25,7.54,7.56,-0.01,-0.1020
002807.SZ,江阴银行,2017-01-26,7.57,7.65,0.09,1.2257
002807.SZ,江阴银行,2017-02-03,7.65,7.57,-0.08,-1.1100
002807.SZ,江阴银行,2017-02-06,7.56,7.69,0.12,1.6327
002807.SZ,江阴银行,2017-02-07,7.66,7.64,-0.05,-0.6024
002807.SZ,江阴银行,2017-02-08,7.61,7.80,0.15,2.0202
002807.SZ,江阴银行,2017-02-09,7.76,7.78,-0.02,-0.2970
002807.SZ,江阴银行,2017-02-10,7.85,8.56,0.78,10.0298
002807.SZ,江阴银行,2017-02-13,9.41,9.41,0.86,10.0181
002807.SZ,江阴银行,2017-02-14,10.35,10.35,0.94,10.0082
002807.SZ,江阴银行,2017-02-15,10.81,11.39,1.03,9.9925
