代码,简称,日期,开盘价(元),收盘价(元),涨跌(元),涨跌幅(%)
601997.SH,贵阳银行,2016-08-16,6.47,7.77,--,--
601997.SH,贵阳银行,2016-08-17,8.54,8.54,0.78,9.9755
601997.SH,贵阳银行,2016-08-18,9.40,9.40,0.86,10.0372
601997.SH,贵阳银行,2016-08-19,10.34,10.34,0.94,10.0000
601997.SH,贵阳银行,2016-08-22,11.38,11.38,1.04,10.0123
601997.SH,贵阳银行,2016-08-23,12.39,12.52,1.14,9.9944
601997.SH,贵阳银行,2016-08-24,13.06,13.06,0.55,4.3655
601997.SH,贵阳银行,2016-08-25,12.83,13.20,0.13,1.0214
601997.SH,贵阳银行,2016-08-26,13.12,12.44,-0.76,-5.7294
601997.SH,贵阳银行,2016-08-29,12.20,11.86,-0.58,-4.6476
601997.SH,贵阳银行,2016-08-30,11.95,11.83,-0.03,-0.2678
601997.SH,贵阳银行,2016-08-31,11.85,12.32,0.49,4.1353
601997.SH,贵阳银行,2016-09-01,12.22,11.83,-0.49,-3.9711
601997.SH,贵阳银行,2016-09-02,11.70,11.79,-0.04,-0.3222
601997.SH,贵阳银行,2016-09-05,11.87,11.37,-0.42,-3.5560
601997.SH,贵阳银行,2016-09-06,11.30,11.45,0.08,0.6704
601997.SH,贵阳银行,2016-09-07,11.39,11.25,-0.20,-1.7203
601997.SH,贵阳银行,2016-09-08,11.23,11.28,0.03,0.2259
601997.SH,贵阳银行,2016-09-09,11.28,11.14,-0.14,-1.2394
601997.SH,贵阳银行,2016-09-12,10.93,10.79,-0.35,-3.1375
601997.SH,贵阳银行,2016-09-13,10.86,10.99,0.20,1.8846
601997.SH,贵阳银行,2016-09-14,10.91,10.88,-0.11,-1.0405
601997.SH,贵阳银行,2016-09-19,10.86,10.98,0.10,0.9346
601997.SH,贵阳银行,2016-09-20,10.93,10.81,-0.17,-1.5625
601997.SH,贵阳银行,2016-09-21,10.79,10.74,-0.07,-0.6467
601997.SH,贵阳银行,2016-09-22,10.81,10.75,0.01,0.1183
601997.SH,贵阳银行,2016-09-23,10.74,10.41,-0.34,-3.1915
601997.SH,贵阳银行,2016-09-26,10.36,9.92,-0.49,-4.7009
601997.SH,贵阳银行,2016-09-27,9.90,9.88,-0.04,-0.3844
601997.SH,贵阳银行,2016-09-28,9.87,9.72,-0.16,-1.6077
601997.SH,贵阳银行,2016-09-29,9.76,9.71,-0.01,-0.0654
601997.SH,贵阳银行,2016-09-30,9.69,9.56,-0.15,-1.5697
601997.SH,贵阳银行,2016-10-10,9.61,9.80,0.24,2.4585
601997.SH,贵阳银行,2016-10-11,9.79,9.82,0.03,0.2594
601997.SH,贵阳银行,2016-10-12,9.76,9.73,-0.09,-0.9056
601997.SH,贵阳银行,2016-10-13,9.77,9.69,-0.04,-0.4569
601997.SH,贵阳银行,2016-10-14,9.68,9.75,0.06,0.5902
601997.SH,贵阳银行,2016-10-17,9.70,9.45,-0.30,-3.0639
601997.SH,贵阳银行,2016-10-18,9.45,9.62,0.17,1.8157
601997.SH,贵阳银行,2016-10-19,9.62,9.52,-0.10,-0.9908
601997.SH,贵阳银行,2016-10-20,9.52,9.56,0.03,0.3336
601997.SH,贵阳银行,2016-10-21,9.54,9.62,0.07,0.7314
601997.SH,贵阳银行,2016-10-24,9.63,9.89,0.26,2.7063
601997.SH,贵阳银行,2016-10-25,9.84,9.89,0.01,0.0643
601997.SH,贵阳银行,2016-10-26,9.89,9.71,-0.18,-1.8626
601997.SH,贵阳银行,2016-10-27,9.69,9.73,0.02,0.1963
601997.SH,贵阳银行,2016-10-28,9.80,9.99,0.26,2.6780
601997.SH,贵阳银行,2016-10-31,10.01,10.21,0.22,2.2265
601997.SH,贵阳银行,2016-11-01,10.11,10.15,-0.06,-0.6223
601997.SH,贵阳银行,2016-11-02,10.12,10.03,-0.11,-1.1271
601997.SH,贵阳银行,2016-11-03,9.99,10.10,0.07,0.6966
601997.SH,贵阳银行,2016-11-04,10.08,9.96,-0.14,-1.3836
601997.SH,贵阳银行,2016-11-07,9.96,9.96,-0.01,-0.0638
601997.SH,贵阳银行,2016-11-08,10.01,10.08,0.13,1.2763
601997.SH,贵阳银行,2016-11-09,10.05,9.86,-0.22,-2.2054
601997.SH,贵阳银行,2016-11-10,9.96,10.19,0.33,3.3505
601997.SH,贵阳银行,2016-11-11,10.20,10.38,0.19,1.8703
601997.SH,贵阳银行,2016-11-14,10.30,10.54,0.16,1.5300
601997.SH,贵阳银行,2016-11-15,10.49,10.38,-0.16,-1.5069
601997.SH,贵阳银行,2016-11-16,10.42,10.33,-0.05,-0.4896
601997.SH,贵阳银行,2016-11-17,10.30,10.41,0.08,0.7995
601997.SH,贵阳银行,2016-11-18,10.42,10.28,-0.13,-1.2813
601997.SH,贵阳银行,2016-11-21,10.24,10.33,0.05,0.4944
601997.SH,贵阳银行,2016-11-22,10.37,10.39,0.06,0.5535
601997.SH,贵阳银行,2016-11-23,10.39,10.42,0.03,0.3058
601997.SH,贵阳银行,2016-11-24,10.37,10.62,0.20,1.9512
601997.SH,贵阳银行,2016-11-25,10.66,10.66,0.04,0.3589
601997.SH,贵阳银行,2016-11-28,10.71,11.03,0.37,3.4565
601997.SH,贵阳银行,2016-11-29,10.93,10.89,-0.14,-1.2673
601997.SH,贵阳银行,2016-11-30,10.90,10.54,-0.35,-3.2089
601997.SH,贵阳银行,2016-12-01,10.51,10.72,0.18,1.6878
601997.SH,贵阳银行,2016-12-02,10.70,10.57,-0.15,-1.3634
601997.SH,贵阳银行,2016-12-05,10.37,10.39,-0.18,-1.7428
