代码,简称,日期,开盘价(元),收盘价(元),涨跌(元),涨跌幅(%)
601169.SH,北京银行,2010-01-04,5.46,5.28,-0.16,-2.9473
601169.SH,北京银行,2010-01-05,5.30,5.26,-0.03,-0.4795
601169.SH,北京银行,2010-01-06,5.21,5.17,-0.09,-1.6595
601169.SH,北京银行,2010-01-07,5.20,5.08,-0.09,-1.7420
601169.SH,北京银行,2010-01-08,5.09,5.11,0.03,0.6648
601169.SH,北京银行,2010-01-11,5.25,4.97,-0.15,-2.9169
601169.SH,北京银行,2010-01-12,4.93,4.92,-0.05,-0.9070
601169.SH,北京银行,2010-01-13,4.77,4.56,-0.36,-7.2654
601169.SH,北京银行,2010-01-14,4.58,4.56,-0.00,-0.0617
601169.SH,北京银行,2010-01-15,4.58,4.63,0.07,1.6049
601169.SH,北京银行,2010-01-18,4.63,4.59,-0.05,-1.0328
601169.SH,北京银行,2010-01-19,4.59,4.66,0.08,1.7188
601169.SH,北京银行,2010-01-20,4.66,4.53,-0.13,-2.8365
601169.SH,北京银行,2010-01-21,4.56,4.62,0.08,1.8634
601169.SH,北京银行,2010-01-22,4.56,4.78,0.16,3.5366
601169.SH,北京银行,2010-01-25,4.67,4.66,-0.12,-2.5913
601169.SH,北京银行,2010-01-26,4.63,4.66,0.01,0.1814
601169.SH,北京银行,2010-01-27,4.66,4.48,-0.18,-3.8624
601169.SH,北京银行,2010-01-28,4.49,4.38,-0.10,-2.2599
601169.SH,北京银行,2010-01-29,4.37,4.38,0.00,0.0000
601169.SH,北京银行,2010-02-01,4.36,4.29,-0.09,-2.0552
601169.SH,北京银行,2010-02-02,4.30,4.28,-0.01,-0.1967
601169.SH,北京银行,2010-02-03,4.31,4.44,0.15,3.6137
601169.SH,北京银行,2010-02-04,4.39,4.45,0.01,0.3171
601169.SH,北京银行,2010-02-05,4.36,4.40,-0.05,-1.2010
601169.SH,北京银行,2010-02-08,4.40,4.35,-0.05,-1.1516
601169.SH,北京银行,2010-02-09,4.33,4.39,0.04,0.9061
601169.SH,北京银行,2010-02-10,4.42,4.45,0.06,1.3470
601169.SH,北京银行,2010-02-11,4.44,4.43,-0.02,-0.4430
601169.SH,北京银行,2010-02-12,4.44,4.47,0.05,1.0172
601169.SH,北京银行,2010-02-22,4.43,4.42,-0.05,-1.1957
601169.SH,北京银行,2010-02-23,4.41,4.32,-0.10,-2.2930
601169.SH,北京银行,2010-02-24,4.31,4.40,0.08,1.8253
601169.SH,北京银行,2010-02-25,4.40,4.46,0.07,1.5365
601169.SH,北京银行,2010-02-26,4.46,4.50,0.03,0.7566
601169.SH,北京银行,2010-03-01,4.50,4.62,0.12,2.6909
601169.SH,北京银行,2010-03-02,4.62,4.61,-0.01,-0.1219
601169.SH,北京银行,2010-03-03,4.60,4.67,0.06,1.2203
