代码,简称,日期,开盘价(元),收盘价(元),涨跌(元),涨跌幅(%)
600926.SH,杭州银行,2016-10-27,7.94,9.53,--,--
600926.SH,杭州银行,2016-10-28,10.48,10.48,0.95,9.9903
600926.SH,杭州银行,2016-10-31,11.53,11.53,1.05,10.0044
600926.SH,杭州银行,2016-11-01,12.19,12.69,1.15,10.0120
600926.SH,杭州银行,2016-11-02,12.98,13.37,0.68,5.3662
600926.SH,杭州银行,2016-11-03,12.88,12.77,-0.60,-4.4735
600926.SH,杭州银行,2016-11-04,12.79,12.39,-0.38,-2.9899
600926.SH,杭州银行,2016-11-07,12.27,12.31,-0.08,-0.6313
600926.SH,杭州银行,2016-11-08,12.36,12.29,-0.02,-0.1495
600926.SH,杭州银行,2016-11-09,12.19,11.85,-0.45,-3.6302
600926.SH,杭州银行,2016-11-10,12.00,12.30,0.45,3.8058
600926.SH,杭州银行,2016-11-11,12.19,12.22,-0.07,-0.5986
600926.SH,杭州银行,2016-11-14,12.17,12.42,0.19,1.5807
600926.SH,杭州银行,2016-11-15,12.32,12.27,-0.15,-1.1856
600926.SH,杭州银行,2016-11-16,12.31,12.20,-0.06,-0.5249
600926.SH,杭州银行,2016-11-17,12.14,11.98,-0.22,-1.8093
600926.SH,杭州银行,2016-11-18,11.97,11.77,-0.21,-1.7658
600926.SH,杭州银行,2016-11-21,11.74,11.71,-0.06,-0.5471
600926.SH,杭州银行,2016-11-22,11.68,11.74,0.04,0.3143
600926.SH,杭州银行,2016-11-23,11.75,11.71,-0.04,-0.3134
600926.SH,杭州银行,2016-11-24,11.67,11.39,-0.32,-2.7505
600926.SH,杭州银行,2016-11-25,11.39,11.33,-0.06,-0.4848
600926.SH,杭州银行,2016-11-28,11.33,11.39,0.06,0.5278
600926.SH,杭州银行,2016-11-29,11.33,11.02,-0.37,-3.2714
600926.SH,杭州银行,2016-11-30,11.00,10.71,-0.30,-2.7557
600926.SH,杭州银行,2016-12-01,10.72,10.79,0.08,0.7299
600926.SH,杭州银行,2016-12-02,10.76,10.65,-0.14,-1.2788
600926.SH,杭州银行,2016-12-05,10.63,10.73,0.08,0.7340
600926.SH,杭州银行,2016-12-06,10.70,10.79,0.06,0.5144
600926.SH,杭州银行,2016-12-07,10.76,10.81,0.02,0.2132
600926.SH,杭州银行,2016-12-08,10.81,11.05,0.23,2.1702
600926.SH,杭州银行,2016-12-09,10.99,11.03,-0.02,-0.1666
600926.SH,杭州银行,2016-12-12,10.97,10.47,-0.56,-5.0897
600926.SH,杭州银行,2016-12-13,10.39,10.27,-0.20,-1.8901
600926.SH,杭州银行,2016-12-14,10.26,10.19,-0.08,-0.7616
600926.SH,杭州银行,2016-12-15,10.16,10.23,0.04,0.4063
600926.SH,杭州银行,2016-12-16,10.18,10.19,-0.04,-0.3597
600926.SH,杭州银行,2016-12-19,10.18,10.01,-0.18,-1.7599
600926.SH,杭州银行,2016-12-20,9.98,9.91,-0.11,-1.0565
600926.SH,杭州银行,2016-12-21,9.95,10.04,0.13,1.3463
600926.SH,杭州银行,2016-12-22,10.01,9.94,-0.10,-1.0078
600926.SH,杭州银行,2016-12-23,9.90,9.84,-0.11,-1.0643
600926.SH,杭州银行,2016-12-26,9.76,9.87,0.03,0.3274
600926.SH,杭州银行,2016-12-27,9.83,9.76,-0.11,-1.1189
600926.SH,杭州银行,2016-12-28,9.79,9.67,-0.08,-0.8487
600926.SH,杭州银行,2016-12-29,9.67,9.67,-0.01,-0.0951
600926.SH,杭州银行,2016-12-30,9.67,9.64,-0.03,-0.2856
600926.SH,杭州银行,2017-01-03,9.64,9.72,0.08,0.8592
600926.SH,杭州银行,2017-01-04,9.73,9.80,0.08,0.8519
600926.SH,杭州银行,2017-01-05,9.81,9.75,-0.05,-0.5162
600926.SH,杭州银行,2017-01-06,9.74,9.61,-0.15,-1.5094
600926.SH,杭州银行,2017-01-09,9.58,9.63,0.03,0.2874
600926.SH,杭州银行,2017-01-10,9.61,9.56,-0.07,-0.7641
600926.SH,杭州银行,2017-01-11,9.57,9.33,-0.23,-2.3580
600926.SH,杭州银行,2017-01-12,9.32,9.18,-0.15,-1.6264
600926.SH,杭州银行,2017-01-13,9.19,9.03,-0.15,-1.6032
600926.SH,杭州银行,2017-01-16,8.98,9.03,-0.00,-0.0509
600926.SH,杭州银行,2017-01-17,8.97,9.07,0.04,0.4585
600926.SH,杭州银行,2017-01-18,9.02,8.92,-0.16,-1.7241
600926.SH,杭州银行,2017-01-19,8.88,8.95,0.03,0.3612
600926.SH,杭州银行,2017-01-20,8.91,9.08,0.13,1.4910
600926.SH,杭州银行,2017-01-23,9.06,9.09,0.01,0.1013
600926.SH,杭州银行,2017-01-24,9.09,9.06,-0.03,-0.3543
600926.SH,杭州银行,2017-01-25,9.03,9.06,0.00,0.0508
600926.SH,杭州银行,2017-01-26,9.05,9.27,0.21,2.2843
600926.SH,杭州银行,2017-02-03,9.28,9.15,-0.12,-1.2903
600926.SH,杭州银行,2017-02-06,9.16,9.25,0.10,1.0558
600926.SH,杭州银行,2017-02-07,9.24,9.16,-0.08,-0.8955
600926.SH,杭州银行,2017-02-08,9.15,9.25,0.08,0.9036
600926.SH,杭州银行,2017-02-09,9.23,9.25,0.00,0.0498
600926.SH,杭州银行,2017-02-10,9.28,9.44,0.19,2.0885
600926.SH,杭州银行,2017-02-13,9.43,9.77,0.33,3.4584
600926.SH,杭州银行,2017-02-14,9.78,9.67,-0.10,-0.9887
600926.SH,杭州银行,2017-02-15,9.64,9.95,0.28,2.9006
