代码,简称,日期,开盘价(元),收盘价(元),涨跌(元),涨跌幅(%)
002961.SZ,瑞达期货,2019-09-05,6.64,7.97,--,--
002961.SZ,瑞达期货,2019-09-06,8.77,8.77,0.80,9.9751
002961.SZ,瑞达期货,2019-09-09,9.64,9.64,0.87,9.9773
002961.SZ,瑞达期货,2019-09-10,10.60,10.60,0.96,10.0000
002961.SZ,瑞达期货,2019-09-11,11.67,11.67,1.06,10.0281
002961.SZ,瑞达期货,2019-09-12,12.83,12.83,1.16,9.9659
002961.SZ,瑞达期货,2019-09-16,14.11,14.11,1.28,9.9923
002961.SZ,瑞达期货,2019-09-17,15.52,15.52,1.41,10.0000
002961.SZ,瑞达期货,2019-09-18,17.07,17.07,1.55,9.9872
002961.SZ,瑞达期货,2019-09-19,18.78,18.78,1.71,10.0116
002961.SZ,瑞达期货,2019-09-20,20.66,20.66,1.88,10.0000
002961.SZ,瑞达期货,2019-09-23,22.73,22.73,2.07,10.0048
002961.SZ,瑞达期货,2019-09-24,25.00,25.00,2.28,10.0131
002961.SZ,瑞达期货,2019-09-25,27.51,27.51,2.50,10.0159
002961.SZ,瑞达期货,2019-09-26,30.26,30.26,2.75,10.0072
002961.SZ,瑞达期货,2019-09-27,33.29,33.29,3.03,10.0164
002961.SZ,瑞达期货,2019-09-30,36.62,30.18,-3.11,-9.3433
002961.SZ,瑞达期货,2019-10-08,29.03,27.61,-2.57,-8.5282
002961.SZ,瑞达期货,2019-10-09,27.32,28.84,1.23,4.4636
002961.SZ,瑞达期货,2019-10-10,28.43,29.19,0.35,1.2061
002961.SZ,瑞达期货,2019-10-11,28.79,32.11,2.92,10.0102
002961.SZ,瑞达期货,2019-10-14,34.29,35.32,3.21,9.9969
002961.SZ,瑞达期货,2019-10-15,33.96,34.61,-0.71,-1.9977
002961.SZ,瑞达期货,2019-10-16,35.03,38.07,3.46,9.9914
002961.SZ,瑞达期货,2019-10-17,35.84,34.27,-3.81,-9.9974
002961.SZ,瑞达期货,2019-10-18,33.19,34.75,0.49,1.4211
