代码,简称,日期,开盘价(元),收盘价(元),涨跌(元),涨跌幅(%)
000001.SZ,平安银行,2010-01-04,7.93,7.67,-0.21,-2.7082
000001.SZ,平安银行,2010-01-05,7.68,7.53,-0.13,-1.7292
000001.SZ,平安银行,2010-01-06,7.52,7.40,-0.13,-1.7167
000001.SZ,平安银行,2010-01-07,7.40,7.32,-0.08,-1.0917
000001.SZ,平安银行,2010-01-08,7.27,7.31,-0.02,-0.2208
000001.SZ,平安银行,2010-01-11,7.60,7.31,0.00,0.0000
000001.SZ,平安银行,2010-01-12,7.30,7.26,-0.05,-0.6637
000001.SZ,平安银行,2010-01-13,7.07,6.78,-0.48,-6.6370
000001.SZ,平安银行,2010-01-14,6.79,6.78,0.00,0.0477
000001.SZ,平安银行,2010-01-15,6.80,6.93,0.15,2.1936
000001.SZ,平安银行,2010-01-18,6.93,6.94,0.01,0.1867
000001.SZ,平安银行,2010-01-19,6.98,7.19,0.25,3.5398
000001.SZ,平安银行,2010-01-20,7.18,6.91,-0.27,-3.8237
000001.SZ,平安银行,2010-01-21,6.98,7.33,0.42,6.0804
000001.SZ,平安银行,2010-01-22,7.26,7.46,0.13,1.7637
000001.SZ,平安银行,2010-01-25,7.31,7.17,-0.29,-3.8562
000001.SZ,平安银行,2010-01-26,7.17,7.13,-0.05,-0.6309
000001.SZ,平安银行,2010-01-27,7.24,7.08,-0.05,-0.6349
000001.SZ,平安银行,2010-01-28,7.05,7.03,-0.05,-0.7303
000001.SZ,平安银行,2010-01-29,6.98,7.02,-0.02,-0.2299
000001.SZ,平安银行,2010-02-01,7.02,6.87,-0.15,-2.1198
000001.SZ,平安银行,2010-02-02,6.87,6.91,0.04,0.6121
000001.SZ,平安银行,2010-02-03,6.96,7.30,0.39,5.6621
000001.SZ,平安银行,2010-02-04,7.22,7.18,-0.12,-1.6829
000001.SZ,平安银行,2010-02-05,6.99,7.11,-0.06,-0.9009
000001.SZ,平安银行,2010-02-08,7.07,6.97,-0.14,-2.0000
000001.SZ,平安银行,2010-02-09,6.98,7.11,0.14,2.0408
000001.SZ,平安银行,2010-02-10,7.18,7.20,0.09,1.2727
000001.SZ,平安银行,2010-02-11,7.18,7.15,-0.05,-0.7630
000001.SZ,平安银行,2010-02-12,7.17,7.26,0.11,1.5378
000001.SZ,平安银行,2010-02-22,7.21,7.15,-0.11,-1.5590
000001.SZ,平安银行,2010-02-23,7.12,6.97,-0.18,-2.4887
000001.SZ,平安银行,2010-02-24,6.92,7.02,0.05,0.7425
000001.SZ,平安银行,2010-02-25,7.01,7.16,0.14,2.0267
000001.SZ,平安银行,2010-02-26,7.12,7.26,0.10,1.3544
000001.SZ,平安银行,2010-03-01,7.26,7.26,0.00,0.0000
000001.SZ,平安银行,2010-03-02,7.40,7.47,0.21,2.9399
000001.SZ,平安银行,2010-03-03,7.47,7.53,0.06,0.8222
000001.SZ,平安银行,2010-03-04,7.54,7.47,-0.06,-0.8584
000001.SZ,平安银行,2010-03-05,7.47,7.52,0.05,0.7359
000001.SZ,平安银行,2010-03-08,7.54,7.71,0.19,2.4925
000001.SZ,平安银行,2010-03-09,7.72,7.70,-0.01,-0.1258
000001.SZ,平安银行,2010-03-10,7.67,7.57,-0.14,-1.7632
000001.SZ,平安银行,2010-03-11,7.61,7.65,0.08,1.1111
000001.SZ,平安银行,2010-03-12,7.61,7.41,-0.24,-3.1276
000001.SZ,平安银行,2010-03-15,7.40,7.24,-0.17,-2.3124
000001.SZ,平安银行,2010-03-16,7.24,7.29,0.05,0.7146
000001.SZ,平安银行,2010-03-17,7.31,7.50,0.21,2.8381
000001.SZ,平安银行,2010-03-18,7.52,7.45,-0.05,-0.6037
000001.SZ,平安银行,2010-03-19,7.45,7.45,-0.00,-0.0434
000001.SZ,平安银行,2010-03-22,7.41,7.49,0.04,0.4774
000001.SZ,平安银行,2010-03-23,7.50,7.38,-0.10,-1.3823
000001.SZ,平安银行,2010-03-24,7.39,7.37,-0.01,-0.1314
000001.SZ,平安银行,2010-03-25,7.36,7.21,-0.16,-2.1930
000001.SZ,平安银行,2010-03-26,7.21,7.38,0.16,2.2870
000001.SZ,平安银行,2010-03-29,7.42,7.62,0.24,3.2880
000001.SZ,平安银行,2010-03-30,7.64,7.65,0.03,0.3820
000001.SZ,平安银行,2010-03-31,7.65,7.50,-0.15,-1.9027
000001.SZ,平安银行,2010-04-01,7.52,7.57,0.06,0.8621
000001.SZ,平安银行,2010-04-02,7.59,7.58,0.01,0.1282
000001.SZ,平安银行,2010-04-06,7.62,7.56,-0.02,-0.2561
000001.SZ,平安银行,2010-04-07,7.55,7.39,-0.17,-2.2251
000001.SZ,平安银行,2010-04-08,7.38,7.30,-0.09,-1.2254
000001.SZ,平安银行,2010-04-09,7.30,7.33,0.03,0.3988
000001.SZ,平安银行,2010-04-12,7.35,7.14,-0.18,-2.5154
000001.SZ,平安银行,2010-04-13,7.17,7.24,0.10,1.4033
000001.SZ,平安银行,2010-04-14,7.24,7.19,-0.05,-0.7589
000001.SZ,平安银行,2010-04-15,7.20,7.24,0.05,0.7647
000001.SZ,平安银行,2010-04-16,7.20,7.12,-0.13,-1.7411
000001.SZ,平安银行,2010-04-19,6.97,6.49,-0.62,-8.7687
000001.SZ,平安银行,2010-04-20,6.51,6.39,-0.10,-1.5438
000001.SZ,平安银行,2010-04-21,6.41,6.51,0.12,1.8209
000001.SZ,平安银行,2010-04-22,6.47,6.33,-0.17,-2.6826
000001.SZ,平安银行,2010-04-23,6.35,6.52,0.18,2.9096
000001.SZ,平安银行,2010-04-26,6.47,6.45,-0.07,-1.0913
