代码,简称,日期,开盘价(元),收盘价(元),涨跌(元),涨跌幅(%)
000728.SZ,国元证券,2010-01-04,10.55,10.22,-0.26,-2.4871
000728.SZ,国元证券,2010-01-05,10.25,10.67,0.45,4.4273
000728.SZ,国元证券,2010-01-06,10.77,10.70,0.02,0.2304
000728.SZ,国元证券,2010-01-07,10.68,10.61,-0.08,-0.7816
000728.SZ,国元证券,2010-01-08,10.51,10.76,0.15,1.3902
000728.SZ,国元证券,2010-01-11,11.80,10.78,0.01,0.1371
000728.SZ,国元证券,2010-01-12,10.62,10.66,-0.11,-1.0497
000728.SZ,国元证券,2010-01-13,10.40,10.02,-0.64,-6.0424
000728.SZ,国元证券,2010-01-14,10.09,10.14,0.12,1.2273
000728.SZ,国元证券,2010-01-15,10.16,10.16,0.02,0.1940
000728.SZ,国元证券,2010-01-18,10.12,9.99,-0.17,-1.6457
000728.SZ,国元证券,2010-01-19,10.04,10.28,0.29,2.8543
000728.SZ,国元证券,2010-01-20,10.28,9.92,-0.36,-3.5407
000728.SZ,国元证券,2010-01-21,9.94,10.06,0.14,1.4385
000728.SZ,国元证券,2010-01-22,9.89,9.79,-0.27,-2.6895
000728.SZ,国元证券,2010-01-25,9.71,9.69,-0.10,-1.0050
000728.SZ,国元证券,2010-01-26,9.69,9.45,-0.24,-2.4365
000728.SZ,国元证券,2010-01-27,9.48,9.35,-0.11,-1.1446
000728.SZ,国元证券,2010-01-28,9.36,9.40,0.06,0.6316
000728.SZ,国元证券,2010-01-29,9.38,9.34,-0.06,-0.6799
000728.SZ,国元证券,2010-02-01,9.30,8.88,-0.46,-4.8973
000728.SZ,国元证券,2010-02-02,8.93,8.74,-0.14,-1.5504
000728.SZ,国元证券,2010-02-03,8.85,8.95,0.21,2.3622
000728.SZ,国元证券,2010-02-04,8.86,8.86,-0.09,-1.0440
000728.SZ,国元证券,2010-02-05,8.62,8.63,-0.23,-2.6097
000728.SZ,国元证券,2010-02-08,8.60,8.76,0.13,1.5393
000728.SZ,国元证券,2010-02-09,8.70,8.82,0.06,0.6738
000728.SZ,国元证券,2010-02-10,8.93,9.04,0.22,2.5098
000728.SZ,国元证券,2010-02-11,9.04,8.96,-0.08,-0.8705
000728.SZ,国元证券,2010-02-12,9.02,9.00,0.03,0.3842
000728.SZ,国元证券,2010-02-22,9.02,8.96,-0.03,-0.3827
000728.SZ,国元证券,2010-02-23,8.91,8.73,-0.24,-2.6345
000728.SZ,国元证券,2010-02-24,8.66,8.82,0.09,1.0710
000728.SZ,国元证券,2010-02-25,8.88,9.00,0.18,2.0078
000728.SZ,国元证券,2010-02-26,9.00,8.92,-0.07,-0.8201
000728.SZ,国元证券,2010-03-01,8.90,9.06,0.14,1.5436
000728.SZ,国元证券,2010-03-02,9.07,9.03,-0.03,-0.3800
000728.SZ,国元证券,2010-03-03,9.03,9.17,0.14,1.5804
000728.SZ,国元证券,2010-03-04,9.17,8.80,-0.37,-4.0236
000728.SZ,国元证券,2010-03-05,8.85,8.91,0.11,1.2856
000728.SZ,国元证券,2010-03-08,8.97,8.98,0.07,0.7726
000728.SZ,国元证券,2010-03-09,9.01,9.12,0.14,1.5334
000728.SZ,国元证券,2010-03-10,9.09,9.09,-0.02,-0.2697
000728.SZ,国元证券,2010-03-11,9.12,9.22,0.12,1.3521
000728.SZ,国元证券,2010-03-12,9.22,9.04,-0.18,-1.9744
000728.SZ,国元证券,2010-03-15,8.97,8.86,-0.18,-1.9597
000728.SZ,国元证券,2010-03-16,8.88,8.84,-0.02,-0.2221
000728.SZ,国元证券,2010-03-17,8.87,9.02,0.18,2.0590
000728.SZ,国元证券,2010-03-18,9.04,9.03,0.00,0.0545
000728.SZ,国元证券,2010-03-19,9.03,9.10,0.08,0.8719
000728.SZ,国元证券,2010-03-22,9.11,9.08,-0.02,-0.2161
000728.SZ,国元证券,2010-03-23,9.10,8.94,-0.14,-1.5701
000728.SZ,国元证券,2010-03-24,8.98,8.94,-0.00,-0.0550
