代码,简称,日期,开盘价(元),收盘价(元),涨跌(元),涨跌幅(%)
601077.SH,渝农商行,2019-10-29,8.42,8.92,--,--
601077.SH,渝农商行,2019-10-30,8.40,8.03,-0.89,-9.9465
601077.SH,渝农商行,2019-10-31,7.49,7.73,-0.31,-3.8005
601077.SH,渝农商行,2019-11-01,7.51,7.52,-0.21,-2.7160
601077.SH,渝农商行,2019-11-04,7.45,7.34,-0.18,-2.4112
601077.SH,渝农商行,2019-11-05,7.34,7.33,-0.01,-0.1300
601077.SH,渝农商行,2019-11-06,7.28,7.13,-0.20,-2.7344
601077.SH,渝农商行,2019-11-07,7.12,7.16,0.03,0.4016
601077.SH,渝农商行,2019-11-08,7.21,7.10,-0.06,-0.8000
601077.SH,渝农商行,2019-11-11,7.06,6.86,-0.24,-3.3602
601077.SH,渝农商行,2019-11-12,6.85,6.77,-0.09,-1.2517
601077.SH,渝农商行,2019-11-13,6.75,6.61,-0.16,-2.3944
601077.SH,渝农商行,2019-11-14,6.58,6.81,0.20,3.0303
601077.SH,渝农商行,2019-11-15,6.73,6.63,-0.18,-2.6611
601077.SH,渝农商行,2019-11-18,6.60,6.62,-0.01,-0.1439
601077.SH,渝农商行,2019-11-19,6.62,6.71,0.09,1.2968
601077.SH,渝农商行,2019-11-20,6.70,6.63,-0.08,-1.1380
601077.SH,渝农商行,2019-11-21,6.60,6.60,-0.03,-0.4317
601077.SH,渝农商行,2019-11-22,6.61,6.57,-0.03,-0.4335
601077.SH,渝农商行,2019-11-25,6.58,6.66,0.09,1.3062
601077.SH,渝农商行,2019-11-26,6.62,6.62,-0.04,-0.5731
601077.SH,渝农商行,2019-11-27,6.59,6.46,-0.16,-2.4496
601077.SH,渝农商行,2019-11-28,6.45,6.37,-0.09,-1.3294
601077.SH,渝农商行,2019-11-29,6.36,6.34,-0.03,-0.4491
601077.SH,渝农商行,2019-12-02,6.34,6.31,-0.04,-0.6015
601077.SH,渝农商行,2019-12-03,6.29,6.28,-0.03,-0.4539
601077.SH,渝农商行,2019-12-04,6.25,6.27,-0.01,-0.1520
601077.SH,渝农商行,2019-12-05,6.28,6.34,0.07,1.0654
601077.SH,渝农商行,2019-12-06,6.32,6.31,-0.03,-0.4518
601077.SH,渝农商行,2019-12-09,6.32,6.34,0.03,0.4539
601077.SH,渝农商行,2019-12-10,6.31,6.28,-0.06,-0.9036
601077.SH,渝农商行,2019-12-11,6.26,6.28,0.00,0.0000
601077.SH,渝农商行,2019-12-12,6.27,6.19,-0.09,-1.3678
601077.SH,渝农商行,2019-12-13,6.21,6.27,0.08,1.2327
601077.SH,渝农商行,2019-12-16,6.26,6.27,0.00,0.0000
601077.SH,渝农商行,2019-12-17,6.28,6.60,0.33,5.3272
601077.SH,渝农商行,2019-12-18,6.54,6.52,-0.09,-1.3006
601077.SH,渝农商行,2019-12-19,6.51,6.55,0.03,0.4392
601077.SH,渝农商行,2019-12-20,6.54,6.60,0.06,0.8746
601077.SH,渝农商行,2019-12-23,6.57,6.42,-0.18,-2.7457
601077.SH,渝农商行,2019-12-24,6.45,6.43,0.01,0.1486
601077.SH,渝农商行,2019-12-25,6.42,6.39,-0.04,-0.5935
601077.SH,渝农商行,2019-12-26,6.39,6.42,0.03,0.4478
601077.SH,渝农商行,2019-12-27,6.41,6.41,-0.01,-0.1486
601077.SH,渝农商行,2019-12-30,6.35,6.40,-0.01,-0.1488
